"name","year","week","passYds","passTds","passInt","rushYds","rushTds","rec","recYds","recTds"
"PEYTONMANNING",2013,10,330,4,0,NA,NA,NA,NA,NA
"PHILIPRIVERS",2013,10,218,1,0,7,0,NA,NA,NA
"PIERREGARCON",2013,10,NA,NA,NA,NA,NA,7,119,1
"PIERRETHOMAS",2013,10,NA,NA,NA,87,1,7,24,1
"RASHADJENNINGS",2013,10,NA,NA,NA,88,0,2,19,0
"RASHARDMENDENHALL",2013,10,NA,NA,NA,42,0,1,9,0
"RAYRICE",2013,10,NA,NA,NA,30,0,6,26,0
"REGGIEBUSH",2013,10,NA,NA,NA,105,0,3,8,0
"RILEYCOOPER",2013,10,NA,NA,NA,NA,NA,3,102,2
"RISHARDMATTHEWS",2013,10,NA,NA,NA,NA,NA,11,120,2
"ROBERTGRIFFIN",2013,10,281,3,0,44,0,NA,NA,NA
"ROBERTMEACHEM",2013,10,NA,NA,NA,NA,NA,1,17,0
"ROBERTTURBIN",2013,10,NA,NA,NA,13,0,NA,NA,NA
"ROBHOUSLER",2013,10,NA,NA,NA,NA,NA,4,57,1
"RODDYWHITE",2013,10,NA,NA,NA,NA,NA,1,20,0
"RODSTREATER",2013,10,NA,NA,NA,NA,NA,1,6,0
"RONNIEBROWN",2013,10,NA,NA,NA,36,0,NA,NA,NA
"ROYHELU",2013,10,NA,NA,NA,8,0,3,23,0
"RUEBENRANDLE",2013,10,NA,NA,NA,NA,NA,3,50,1
"RUSSELLWILSON",2013,10,287,2,0,20,0,NA,NA,NA
"RYANFITZPATRICK",2013,10,264,2,0,13,1,NA,NA,NA
"RYANGRIFFIN",2013,10,NA,NA,NA,NA,NA,1,2,1
"RYANMATHEWS",2013,10,NA,NA,NA,59,1,1,2,0
"RYANTANNEHILL",2013,10,229,2,1,2,0,NA,NA,NA
"RYANTAYLOR",2013,10,NA,NA,NA,NA,NA,1,4,0
"SANTANAMOSS",2013,10,NA,NA,NA,NA,NA,1,13,0
"SCOTTCHANDLER",2013,10,NA,NA,NA,NA,NA,3,21,0
"SCOTTTOLZIEN",2013,10,280,1,2,19,0,NA,NA,NA
"SENECAWALLACE",2013,10,25,0,0,NA,NA,NA,NA,NA
"SHONNGREENE",2013,10,NA,NA,NA,22,0,3,10,0
"STANLEYHAVILI",2013,10,NA,NA,NA,1,0,3,25,0
"STEPFANTAYLOR",2013,10,NA,NA,NA,6,0,NA,NA,NA
"STEPHENBURTON",2013,10,NA,NA,NA,NA,NA,1,11,0
"STEVEJOHNSON",2013,10,NA,NA,NA,NA,NA,3,48,0
"STEVENJACKSON",2013,10,NA,NA,NA,11,0,3,9,0
"STEVESMITH",2013,10,NA,NA,NA,NA,NA,6,63,0
"TAVONAUSTIN",2013,10,NA,NA,NA,4,0,2,138,2
"TAYLORTHOMPSON",2013,10,NA,NA,NA,NA,NA,1,9,1
"TEDGINN",2013,10,NA,NA,NA,NA,NA,2,19,0
"TERRANCEWILLIAMS",2013,10,NA,NA,NA,NA,NA,1,21,1
"TERRELLEPRYOR",2013,10,122,0,1,19,1,NA,NA,NA
"TIMWRIGHT",2013,10,NA,NA,NA,NA,NA,1,19,0
"TIQUANUNDERWOOD",2013,10,NA,NA,NA,NA,NA,3,64,0
"TJGRAHAM",2013,10,NA,NA,NA,NA,NA,1,5,0
"TOBYGERHART",2013,10,NA,NA,NA,4,0,NA,NA,NA
"TONYFIAMMETTA",2013,10,NA,NA,NA,NA,NA,1,4,0
"TONYGONZALEZ",2013,10,NA,NA,NA,NA,NA,3,29,0
"TONYROMO",2013,10,128,1,0,NA,NA,NA,NA,NA
"TORREYSMITH",2013,10,NA,NA,NA,NA,NA,5,46,1
"TRENTRICHARDSON",2013,10,NA,NA,NA,2,0,3,33,0
"TYHILTON",2013,10,NA,NA,NA,NA,NA,7,130,0
"TYLEREIFERT",2013,10,NA,NA,NA,NA,NA,3,55,0
"TYRODTAYLOR",2013,10,NA,NA,NA,18,0,NA,NA,NA
"VERNONDAVIS",2013,10,NA,NA,NA,NA,NA,1,2,0
"VICTORCRUZ",2013,10,NA,NA,NA,NA,NA,3,37,0
"VINCENTBROWN",2013,10,NA,NA,NA,NA,NA,3,35,0
"VINCENTJACKSON",2013,10,NA,NA,NA,NA,NA,3,28,0
"VIRGILGREEN",2013,10,NA,NA,NA,NA,NA,1,4,0
"VONTALEACH",2013,10,NA,NA,NA,2,0,NA,NA,NA
"WESWELKER",2013,10,NA,NA,NA,NA,NA,3,21,0
"ZACSTACY",2013,10,NA,NA,NA,62,1,2,6,0
"AARONDOBSON",2013,11,NA,NA,NA,NA,NA,4,38,0
"ACESANDERS",2013,11,NA,NA,NA,NA,NA,8,61,0
"ADRIANPETERSON",2013,11,NA,NA,NA,65,0,NA,NA,NA
"AJGREEN",2013,11,NA,NA,NA,NA,NA,2,7,0
"ALDRICKROBINSON",2013,11,NA,NA,NA,NA,NA,2,60,1
"ALEXSMITH",2013,11,230,2,0,52,0,1,2,1
"ALFREDMORRIS",2013,11,NA,NA,NA,93,0,NA,NA,NA
"ALSHONJEFFERY",2013,11,NA,NA,NA,17,0,7,83,0
"ANDREBROWN",2013,11,NA,NA,NA,66,0,3,27,0
"ANDREELLINGTON",2013,11,NA,NA,NA,3,0,2,10,0
"ANDREHOLMES",2013,11,NA,NA,NA,NA,NA,1,33,0
"ANDREJOHNSON",2013,11,NA,NA,NA,NA,NA,10,116,0
"ANDREROBERTS",2013,11,NA,NA,NA,NA,NA,3,14,0
"ANDREWHAWKINS",2013,11,NA,NA,NA,NA,NA,1,6,0
"ANDREWLUCK",2013,11,232,0,0,31,1,NA,NA,NA
"ANDREWQUARLESS",2013,11,NA,NA,NA,NA,NA,2,18,0
"ANDYDALTON",2013,11,93,3,2,0,0,NA,NA,NA
"ANQUANBOLDIN",2013,11,NA,NA,NA,NA,NA,6,56,1
"ANTHONYFASANO",2013,11,NA,NA,NA,NA,NA,4,37,1
"ANTHONYSHERMAN",2013,11,NA,NA,NA,1,0,2,18,0
"ANTONESMITH",2013,11,NA,NA,NA,88,1,1,4,0
"ANTONIOBROWN",2013,11,NA,NA,NA,NA,NA,7,147,2
"ANTONIOGATES",2013,11,NA,NA,NA,NA,NA,4,52,1
"BENJARVUSGREENELLIS",2013,11,NA,NA,NA,62,0,NA,NA,NA
"BENROETHLISBERGER",2013,11,367,4,0,12,0,NA,NA,NA
"BENTATE",2013,11,NA,NA,NA,88,0,4,29,0
"BERNARDPIERCE",2013,11,NA,NA,NA,18,0,NA,NA,NA
"BILALPOWELL",2013,11,NA,NA,NA,27,0,NA,NA,NA
"BOBBYRAINEY",2013,11,NA,NA,NA,163,2,2,4,1
"BRANDONBOSTICK",2013,11,NA,NA,NA,NA,NA,1,26,0
"BRANDONJACOBS",2013,11,NA,NA,NA,9,1,NA,NA,NA
"BRANDONLAFELL",2013,11,NA,NA,NA,NA,NA,7,59,1
"BRANDONMARSHALL",2013,11,NA,NA,NA,NA,NA,4,42,0
"BRANDONMYERS",2013,11,NA,NA,NA,NA,NA,3,32,0
"BRANDONPETTIGREW",2013,11,NA,NA,NA,NA,NA,3,37,0
"BRENTCELEK",2013,11,NA,NA,NA,NA,NA,1,42,0
"BRIANHARTLINE",2013,11,NA,NA,NA,NA,NA,5,65,0
"BRIANLEONARD",2013,11,NA,NA,NA,16,0,4,21,0
"BRUCEMILLER",2013,11,NA,NA,NA,NA,NA,2,8,0
"BRYCEBROWN",2013,11,NA,NA,NA,2,0,2,28,0
"CALVINJOHNSON",2013,11,NA,NA,NA,NA,NA,6,179,2
"CAMNEWTON",2013,11,209,3,0,62,0,NA,NA,NA
"CARSONPALMER",2013,11,419,2,0,NA,NA,NA,NA,NA
"CASEKEENUM",2013,11,170,1,1,NA,NA,NA,NA,NA
"CECILSHORTS",2013,11,NA,NA,NA,NA,NA,2,22,0
"CHADHENNE",2013,11,255,1,2,NA,NA,NA,NA,NA
"CHARLESCLAY",2013,11,NA,NA,NA,NA,NA,6,90,1
"CHASEFORD",2013,11,NA,NA,NA,NA,NA,1,11,0
"CHRISHOGAN",2013,11,NA,NA,NA,NA,NA,3,29,0
"CHRISIVORY",2013,11,NA,NA,NA,98,1,NA,NA,NA
"CHRISJOHNSON",2013,11,NA,NA,NA,86,2,NA,NA,NA
"CHRISOGBONNAYA",2013,11,NA,NA,NA,69,0,6,30,0
"CHRISTIANPONDER",2013,11,129,1,2,NA,NA,NA,NA,NA
"CHRISTINEMICHAEL",2013,11,NA,NA,NA,9,0,NA,NA,NA
"CJSPILLER",2013,11,NA,NA,NA,6,0,2,10,0
"CLAYHARBOR",2013,11,NA,NA,NA,NA,NA,3,32,0
"COBYFLEENER",2013,11,NA,NA,NA,NA,NA,8,107,0
"COLINKAEPERNICK",2013,11,127,2,1,25,0,NA,NA,NA
"CORDARRELLEPATTERSON",2013,11,NA,NA,NA,NA,NA,3,28,0
"DALLASCLARK",2013,11,NA,NA,NA,NA,NA,2,31,0
"DANIELTHOMAS",2013,11,NA,NA,NA,57,1,1,2,0
"DANNYAMENDOLA",2013,11,NA,NA,NA,NA,NA,6,45,0
"DANNYNOBLE",2013,11,NA,NA,NA,NA,NA,1,62,1
"DANNYWOODHEAD",2013,11,NA,NA,NA,21,0,2,16,0
"DARIUSJOHNSON",2013,11,NA,NA,NA,NA,NA,2,18,0
"DARRELYOUNG",2013,11,NA,NA,NA,6,0,1,62,1
"DARRENSPROLES",2013,11,NA,NA,NA,16,0,4,19,0
"DARRIUSHEYWARDBEY",2013,11,NA,NA,NA,NA,NA,1,10,0
"DAVIDNELSON",2013,11,NA,NA,NA,NA,NA,1,12,0
"DAVONEBESS",2013,11,NA,NA,NA,NA,NA,1,3,0
"DEANDREHOPKINS",2013,11,NA,NA,NA,NA,NA,1,7,0
"DEANGELOWILLIAMS",2013,11,NA,NA,NA,14,0,2,11,0
"DELANIEWALKER",2013,11,NA,NA,NA,NA,NA,10,91,1
"DEMARYIUSTHOMAS",2013,11,NA,NA,NA,NA,NA,5,121,0
"DENARIUSMOORE",2013,11,NA,NA,NA,NA,NA,2,11,1
"DENNISJOHNSON",2013,11,NA,NA,NA,2,0,NA,NA,NA
"DEONTETHOMPSON",2013,11,NA,NA,NA,NA,NA,1,11,0
"DESEANJACKSON",2013,11,NA,NA,NA,NA,NA,4,82,0
"DEVIERPOSEY",2013,11,NA,NA,NA,NA,NA,1,5,0
"DEXTERMCCLUSTER",2013,11,NA,NA,NA,NA,NA,5,53,0
"DOMINIQUEDAVIS",2013,11,34,0,0,NA,NA,NA,NA,NA
"DONALDBROWN",2013,11,NA,NA,NA,80,2,1,14,0
"DONNIEAVERY",2013,11,NA,NA,NA,NA,NA,1,20,0
"DOUGBALDWIN",2013,11,NA,NA,NA,NA,NA,2,63,1
"DREWBREES",2013,11,305,1,1,NA,NA,NA,NA,NA
"DWAYNEBOWE",2013,11,NA,NA,NA,NA,NA,4,57,1
"EARLBENNETT",2013,11,NA,NA,NA,NA,NA,1,1,0
"EDDICKSON",2013,11,NA,NA,NA,NA,NA,1,16,0
"EDDIELACY",2013,11,NA,NA,NA,27,1,2,21,0
"EDDIEROYAL",2013,11,NA,NA,NA,NA,NA,2,20,0
"EJMANUEL",2013,11,245,2,0,9,0,NA,NA,NA
"ELIMANNING",2013,11,279,1,1,3,0,NA,NA,NA
"EMMANUELSANDERS",2013,11,NA,NA,NA,NA,NA,1,2,0
"ERICDECKER",2013,11,NA,NA,NA,NA,NA,5,71,0
"ERIKLORIG",2013,11,NA,NA,NA,NA,NA,1,3,0
"FOZZYWHITTAKER",2013,11,NA,NA,NA,20,0,5,41,0
"FRANKGORE",2013,11,NA,NA,NA,48,0,2,8,0
"FRANKSUMMERS",2013,11,NA,NA,NA,4,1,1,5,0
"FREDJACKSON",2013,11,NA,NA,NA,34,0,2,5,0
"GARRETTGRAHAM",2013,11,NA,NA,NA,NA,NA,7,136,1
"GARYBARNIDGE",2013,11,NA,NA,NA,NA,NA,1,12,0
"GENOSMITH",2013,11,103,0,3,NA,NA,NA,NA,NA
"GIOVANIBERNARD",2013,11,NA,NA,NA,45,0,4,41,0
"GOLDENTATE",2013,11,NA,NA,NA,NA,NA,1,26,0
"GREGLITTLE",2013,11,NA,NA,NA,NA,NA,1,4,0
"GREGOLSEN",2013,11,NA,NA,NA,NA,NA,5,52,1
"GREGSALAS",2013,11,NA,NA,NA,NA,NA,2,32,0
"GRIFFWHALEN",2013,11,NA,NA,NA,NA,NA,1,6,0
"HAKEEMNICKS",2013,11,NA,NA,NA,NA,NA,4,50,0
"HARRYDOUGLAS",2013,11,NA,NA,NA,NA,NA,6,134,1
"HEATHMILLER",2013,11,NA,NA,NA,NA,NA,8,67,0
"JACOBYFORD",2013,11,NA,NA,NA,4,0,NA,NA,NA
"JACOBYJONES",2013,11,NA,NA,NA,4,0,2,18,0
"JACQUIZZRODGERS",2013,11,NA,NA,NA,22,0,1,8,0
"JAKEBALLARD",2013,11,NA,NA,NA,NA,NA,1,29,0
"JAMAALCHARLES",2013,11,NA,NA,NA,78,0,NA,NA,NA
"JAMESJONES",2013,11,NA,NA,NA,NA,NA,2,55,0
"JARIUSWRIGHT",2013,11,NA,NA,NA,NA,NA,3,69,2
"JARRETTBOYKIN",2013,11,NA,NA,NA,NA,NA,6,91,0
"JASONAVANT",2013,11,NA,NA,NA,NA,NA,1,5,0
"JASONCAMPBELL",2013,11,248,1,3,NA,NA,NA,NA,NA
"JEDCOLLINS",2013,11,NA,NA,NA,3,1,1,3,0
"JEFFCUMBERLAND",2013,11,NA,NA,NA,NA,NA,3,25,1
"JEREMYROSS",2013,11,NA,NA,NA,NA,NA,1,19,0
"JERMAINEGRESHAM",2013,11,NA,NA,NA,NA,NA,2,27,1
"JEROMEFELTON",2013,11,NA,NA,NA,NA,NA,2,13,0
"JERRELJERNIGAN",2013,11,NA,NA,NA,NA,NA,2,21,0
"JERRICHOCOTCHERY",2013,11,NA,NA,NA,NA,NA,3,48,1
"JIMDRAY",2013,11,NA,NA,NA,NA,NA,2,18,0
"JIMMYGRAHAM",2013,11,NA,NA,NA,NA,NA,6,41,0
"JOEFLACCO",2013,11,162,1,2,20,0,NA,NA,NA
"JOEWEBB",2013,11,NA,NA,NA,NA,NA,2,9,0
"JOHNCARLSON",2013,11,NA,NA,NA,NA,NA,5,69,0
"JOHNCONNER",2013,11,NA,NA,NA,NA,NA,2,2,0
"JOHNKUHN",2013,11,NA,NA,NA,12,0,3,11,0
"JOHNPHILLIPS",2013,11,NA,NA,NA,NA,NA,1,13,0
"JOIQUEBELL",2013,11,NA,NA,NA,49,1,3,48,0
"JONATHANDWYER",2013,11,NA,NA,NA,NA,NA,2,12,0
"JONATHANSTEWART",2013,11,NA,NA,NA,10,0,NA,NA,NA
"JORDANCAMERON",2013,11,NA,NA,NA,NA,NA,6,29,0
"JORDANREED",2013,11,NA,NA,NA,NA,NA,1,12,0
"JORDANTODMAN",2013,11,NA,NA,NA,9,0,NA,NA,NA
"JORDYNELSON",2013,11,NA,NA,NA,NA,NA,8,117,0
"JOSEPHFAURIA",2013,11,NA,NA,NA,NA,NA,1,14,0
"JOSHCRIBBS",2013,11,NA,NA,NA,9,0,NA,NA,NA
"JOSHGORDON",2013,11,NA,NA,NA,NA,NA,5,125,1
"JOSHHILL",2013,11,NA,NA,NA,NA,NA,1,3,1
"JOSHMCCOWN",2013,11,216,1,0,NA,NA,NA,NA,NA
"JOSHVAUGHAN",2013,11,NA,NA,NA,1,0,NA,NA,NA
"JULIANEDELMAN",2013,11,NA,NA,NA,NA,NA,3,27,0
"JULIUSTHOMAS",2013,11,NA,NA,NA,NA,NA,3,43,1
"KEENANALLEN",2013,11,NA,NA,NA,NA,NA,3,45,0
"KELLENWINSLOW",2013,11,NA,NA,NA,NA,NA,1,17,0
"KENBRELLTHOMPKINS",2013,11,NA,NA,NA,NA,NA,2,60,0
"KENDALLHUNTER",2013,11,NA,NA,NA,1,0,NA,NA,NA
"KENDALLWRIGHT",2013,11,NA,NA,NA,NA,NA,9,80,0
"KENNYSTILLS",2013,11,NA,NA,NA,NA,NA,1,11,0
"KERRYTAYLOR",2013,11,NA,NA,NA,NA,NA,2,20,0
"KESHAWNMARTIN",2013,11,NA,NA,NA,NA,NA,2,32,0
"KNILEDAVIS",2013,11,NA,NA,NA,13,0,1,11,0
"KNOWSHONMORENO",2013,11,NA,NA,NA,79,0,NA,NA,NA
"KRISDURHAM",2013,11,NA,NA,NA,NA,NA,3,42,0
"LADARIUSGREEN",2013,11,NA,NA,NA,NA,NA,4,81,0
"LAMARMILLER",2013,11,NA,NA,NA,17,0,2,20,0
"LAMICHAELJAMES",2013,11,NA,NA,NA,7,0,1,4,0
"LANCEMOORE",2013,11,NA,NA,NA,NA,NA,3,23,0
"LARRYFITZGERALD",2013,11,NA,NA,NA,NA,NA,6,61,1
"LEGARRETTEBLOUNT",2013,11,NA,NA,NA,49,0,NA,NA,NA
"LEONARDHANKERSON",2013,11,NA,NA,NA,NA,NA,1,5,0
"LESEANMCCOY",2013,11,NA,NA,NA,77,2,4,73,0
"LEVEONBELL",2013,11,NA,NA,NA,36,0,4,52,0
"LEVINETOILOLO",2013,11,NA,NA,NA,NA,NA,1,6,0
"LUKEWILLSON",2013,11,NA,NA,NA,NA,NA,1,7,0
"MARCEDESLEWIS",2013,11,NA,NA,NA,NA,NA,3,23,0
"MARCELREECE",2013,11,NA,NA,NA,6,0,2,17,0
"MARCUSTHIGPEN",2013,11,NA,NA,NA,9,0,NA,NA,NA
"MARIOMANNINGHAM",2013,11,NA,NA,NA,NA,NA,1,8,0
"MARKINGRAM",2013,11,NA,NA,NA,25,0,1,4,0
"MARKUSWHEATON",2013,11,NA,NA,NA,NA,NA,3,38,0
"MARQUESCOLSTON",2013,11,NA,NA,NA,NA,NA,5,80,0
"MARQUISEGOODWIN",2013,11,NA,NA,NA,17,0,6,81,1
"MARSHAWNLYNCH",2013,11,NA,NA,NA,54,2,2,9,1
"MARTELLUSBENNETT",2013,11,NA,NA,NA,NA,NA,2,48,0
"MARVINJONES",2013,11,NA,NA,NA,NA,NA,1,9,0
"MATTCASSEL",2013,11,78,1,1,NA,NA,NA,NA,NA
"MATTFORTE",2013,11,NA,NA,NA,83,0,5,42,1
"MATTHEWSTAFFORD",2013,11,362,2,1,24,0,NA,NA,NA
"MATTMCGLOIN",2013,11,197,3,0,NA,NA,NA,NA,NA
"MATTRYAN",2013,11,254,2,2,NA,NA,NA,NA,NA
"MATTSCHAUB",2013,11,155,0,0,NA,NA,NA,NA,NA
"MATTSIMMS",2013,11,60,1,0,NA,NA,NA,NA,NA
"MAURICEJONESDREW",2013,11,NA,NA,NA,23,1,4,12,0
"MDJENNINGS",2013,11,NA,NA,NA,6,0,NA,NA,NA
"MICHAELBUSH",2013,11,NA,NA,NA,5,0,NA,NA,NA
"MICHAELFLOYD",2013,11,NA,NA,NA,NA,NA,6,193,1
"MICHAELHILL",2013,11,NA,NA,NA,3,0,NA,NA,NA
"MICHAELHOOMANAWANUI",2013,11,NA,NA,NA,NA,NA,1,2,0
"MICHAELKOENEN",2013,11,0,0,0,NA,NA,NA,NA,NA
"MICHAELROBINSON",2013,11,NA,NA,NA,NA,NA,1,6,0
"MIKEBROWN",2013,11,NA,NA,NA,NA,NA,2,23,0
"MIKEGLENNON",2013,11,231,2,0,4,0,NA,NA,NA
"MIKETOLBERT",2013,11,NA,NA,NA,17,0,NA,NA,NA
"MIKEWALLACE",2013,11,NA,NA,NA,NA,NA,4,39,0
"MOHAMEDSANU",2013,11,NA,NA,NA,NA,NA,2,11,1
"MONTEEBALL",2013,11,NA,NA,NA,25,2,3,16,0
"MYCHALRIVERA",2013,11,NA,NA,NA,NA,NA,5,54,1
"NATEWASHINGTON",2013,11,NA,NA,NA,NA,NA,2,53,0
"NICKFOLES",2013,11,298,0,0,47,1,NA,NA,NA
"NICKTOON",2013,11,NA,NA,NA,NA,NA,1,8,0
"NICKWILLIAMS",2013,11,NA,NA,NA,NA,NA,1,5,0
"PATRICKPETERSON",2013,11,NA,NA,NA,NA,NA,1,11,0
"PERCYHARVIN",2013,11,NA,NA,NA,NA,NA,1,17,0
"PEYTONMANNING",2013,11,323,1,0,NA,NA,NA,NA,NA
"PHILIPRIVERS",2013,11,298,1,1,6,0,NA,NA,NA
"PIERREGARCON",2013,11,NA,NA,NA,9,0,6,68,0
"PIERRETHOMAS",2013,11,NA,NA,NA,49,0,5,35,0
"RASHADJENNINGS",2013,11,NA,NA,NA,150,1,NA,NA,NA
"RASHARDMENDENHALL",2013,11,NA,NA,NA,14,1,3,13,0
"RAYRICE",2013,11,NA,NA,NA,131,1,3,17,0
"REGGIEBUSH",2013,11,NA,NA,NA,31,0,2,23,0
"RICARDOLOCKETTE",2013,11,NA,NA,NA,NA,NA,1,27,0
"RILEYCOOPER",2013,11,NA,NA,NA,NA,NA,3,37,0
"RISHARDMATTHEWS",2013,11,NA,NA,NA,NA,NA,4,52,0
"ROBERTGRIFFIN",2013,11,264,2,1,44,0,NA,NA,NA
"ROBERTMEACHEM",2013,11,NA,NA,NA,NA,NA,2,78,0
"ROBERTTURBIN",2013,11,NA,NA,NA,17,0,1,12,0
"ROBGRONKOWSKI",2013,11,NA,NA,NA,NA,NA,5,59,1
"ROBHOUSLER",2013,11,NA,NA,NA,NA,NA,6,70,0
"RODDYWHITE",2013,11,NA,NA,NA,NA,NA,3,36,1
"RODSTREATER",2013,11,NA,NA,NA,8,0,6,84,1
"ROYHELU",2013,11,NA,NA,NA,39,0,3,11,0
"RUEBENRANDLE",2013,11,NA,NA,NA,NA,NA,3,37,1
"RUSSELLWILSON",2013,11,230,2,0,14,0,NA,NA,NA
"RYANFITZPATRICK",2013,11,222,1,0,26,0,NA,NA,NA
"RYANMATHEWS",2013,11,NA,NA,NA,127,0,2,16,0
"RYANTANNEHILL",2013,11,268,1,1,21,0,NA,NA,NA
"SAMMARTIN",2013,11,NA,NA,NA,3,0,NA,NA,NA
"SANTANAMOSS",2013,11,NA,NA,NA,NA,NA,2,41,0
"SANTONIOHOLMES",2013,11,NA,NA,NA,NA,NA,2,71,0
"SCOTTCHANDLER",2013,11,NA,NA,NA,NA,NA,2,40,0
"SCOTTTOLZIEN",2013,11,339,0,3,11,0,NA,NA,NA
"SEANMCGRATH",2013,11,NA,NA,NA,NA,NA,2,40,0
"SEYIAJIROTUTU",2013,11,NA,NA,NA,NA,NA,2,38,0
"SHANEVEREEN",2013,11,NA,NA,NA,7,0,8,65,0
"SHONNGREENE",2013,11,NA,NA,NA,10,0,NA,NA,NA
"STANLEYHAVILI",2013,11,NA,NA,NA,4,0,1,9,0
"STEVANRIDLEY",2013,11,NA,NA,NA,48,1,NA,NA,NA
"STEVENJACKSON",2013,11,NA,NA,NA,41,0,2,24,0
"STEVESMITH",2013,11,NA,NA,NA,NA,NA,4,62,0
"TANDONDOSS",2013,11,NA,NA,NA,NA,NA,3,37,0
"TARVARISJACKSON",2013,11,6,0,0,NA,NA,NA,NA,NA
"TASHARDCHOICE",2013,11,NA,NA,NA,1,0,NA,NA,NA
"TEDGINN",2013,11,NA,NA,NA,NA,NA,1,25,1
"TIMWRIGHT",2013,11,NA,NA,NA,NA,NA,1,13,0
"TIQUANUNDERWOOD",2013,11,NA,NA,NA,NA,NA,1,20,0
"TJGRAHAM",2013,11,NA,NA,NA,NA,NA,2,74,1
"TOBYGERHART",2013,11,NA,NA,NA,67,0,1,7,0
"TOMBRADY",2013,11,296,1,1,3,0,NA,NA,NA
"TOMCRABTREE",2013,11,NA,NA,NA,NA,NA,1,5,0
"TOMMYBOHANON",2013,11,NA,NA,NA,NA,NA,2,5,0
"TONYGONZALEZ",2013,11,NA,NA,NA,NA,NA,7,63,0
"TORREYSMITH",2013,11,NA,NA,NA,NA,NA,5,32,1
"TRENTRICHARDSON",2013,11,NA,NA,NA,22,0,5,31,0
"TYHILTON",2013,11,NA,NA,NA,NA,NA,5,44,0
"TYLEREIFERT",2013,11,NA,NA,NA,NA,NA,1,15,0
"VANCEMCDONALD",2013,11,NA,NA,NA,NA,NA,1,10,0
"VERNONDAVIS",2013,11,NA,NA,NA,NA,NA,4,33,1
"VICTORCRUZ",2013,11,NA,NA,NA,NA,NA,8,110,0
"VINCENTBROWN",2013,11,NA,NA,NA,NA,NA,2,17,0
"VINCENTJACKSON",2013,11,NA,NA,NA,NA,NA,10,165,1
"VONTALEACH",2013,11,NA,NA,NA,1,0,NA,NA,NA
"WESLYESAUNDERS",2013,11,NA,NA,NA,NA,NA,1,11,0
"WESWELKER",2013,11,NA,NA,NA,NA,NA,8,72,0
"WILLISMCGAHEE",2013,11,NA,NA,NA,13,0,2,4,0
"WILLJOHNSON",2013,11,NA,NA,NA,NA,NA,1,1,1
"WILLTAUFOOU",2013,11,NA,NA,NA,NA,NA,1,5,0
"ZACHERTZ",2013,11,NA,NA,NA,NA,NA,2,31,0
"ZACHMILLER",2013,11,NA,NA,NA,NA,NA,4,69,0
"ACESANDERS",2013,12,NA,NA,NA,NA,NA,4,61,0
"ADRIANPETERSON",2013,12,NA,NA,NA,146,1,NA,NA,NA
"AJJENKINS",2013,12,NA,NA,NA,NA,NA,1,22,0
"ALEXSMITH",2013,12,294,3,1,NA,NA,NA,NA,NA
"ALFONSOSMITH",2013,12,NA,NA,NA,NA,NA,1,6,0
"ALFREDMORRIS",2013,12,NA,NA,NA,52,0,NA,NA,NA
"ALSHONJEFFERY",2013,12,NA,NA,NA,4,0,4,42,0
"ANDREBROWN",2013,12,NA,NA,NA,127,0,4,11,0
"ANDREELLINGTON",2013,12,NA,NA,NA,50,0,2,21,0
"ANDREHOLMES",2013,12,NA,NA,NA,NA,NA,2,32,0
"ANDREJOHNSON",2013,12,NA,NA,NA,NA,NA,2,36,0
"ANDREROBERTS",2013,12,NA,NA,NA,NA,NA,3,43,0
"ANDREWLUCK",2013,12,163,1,1,31,0,NA,NA,NA
"ANDREWQUARLESS",2013,12,NA,NA,NA,NA,NA,2,22,0
"ANQUANBOLDIN",2013,12,NA,NA,NA,NA,NA,5,94,2
"ANTHONYDIXON",2013,12,NA,NA,NA,13,0,NA,NA,NA
"ANTHONYFASANO",2013,12,NA,NA,NA,NA,NA,4,21,1
"ANTHONYSHERMAN",2013,12,NA,NA,NA,NA,NA,1,8,0
"ANTONESMITH",2013,12,NA,NA,NA,11,0,NA,NA,NA
"ANTONIOBROWN",2013,12,NA,NA,NA,NA,NA,6,92,1
"ANTONIOGATES",2013,12,NA,NA,NA,NA,NA,3,21,0
"BEARPASCOE",2013,12,NA,NA,NA,NA,NA,1,5,0
"BENNYCUNNINGHAM",2013,12,NA,NA,NA,109,1,NA,NA,NA
"BENROETHLISBERGER",2013,12,217,2,0,NA,NA,NA,NA,NA
"BENTATE",2013,12,NA,NA,NA,NA,NA,5,26,0
"BERNARDPIERCE",2013,12,NA,NA,NA,30,0,NA,NA,NA
"BILALPOWELL",2013,12,NA,NA,NA,41,0,3,24,0
"BOBBYRAINEY",2013,12,NA,NA,NA,35,0,NA,NA,NA
"BRANDONBOLDEN",2013,12,NA,NA,NA,58,1,1,11,0
"BRANDONBOSTICK",2013,12,NA,NA,NA,NA,NA,1,24,0
"BRANDONJACOBS",2013,12,NA,NA,NA,75,0,NA,NA,NA
"BRANDONLAFELL",2013,12,NA,NA,NA,NA,NA,2,36,0
"BRANDONMARSHALL",2013,12,NA,NA,NA,NA,NA,10,117,1
"BRANDONMYERS",2013,12,NA,NA,NA,NA,NA,3,39,1
"BRANDONPETTIGREW",2013,12,NA,NA,NA,NA,NA,3,32,1
"BRANDONSTOKLEY",2013,12,NA,NA,NA,NA,NA,1,7,0
"BRANDONWEEDEN",2013,12,209,1,1,NA,NA,NA,NA,NA
