"name","year","week","passYds","passTds","passInt","rushYds","rushTds","rec","recYds","recTds"
"TEDGINN",2011,2,NA,NA,NA,NA,NA,4,38,0
"THOMASJONES",2011,2,NA,NA,NA,40,0,NA,NA,NA
"TIMHIGHTOWER",2011,2,NA,NA,NA,96,0,1,10,0
"TITUSYOUNG",2011,2,NA,NA,NA,NA,NA,5,89,0
"TOBYGERHART",2011,2,NA,NA,NA,36,0,1,42,0
"TODDHEAP",2011,2,NA,NA,NA,NA,NA,1,8,0
"TOMBRADY",2011,2,423,3,0,3,0,NA,NA,NA
"TONYGONZALEZ",2011,2,NA,NA,NA,NA,NA,7,83,2
"TONYROMO",2011,2,345,2,0,NA,NA,NA,NA,NA
"TONYSCHEFFLER",2011,2,NA,NA,NA,NA,NA,1,36,1
"TYLERCLUTTS",2011,2,NA,NA,NA,NA,NA,1,10,0
"VERNONDAVIS",2011,2,NA,NA,NA,NA,NA,2,18,0
"VICTORCRUZ",2011,2,NA,NA,NA,NA,NA,2,17,0
"VINCENTJACKSON",2011,2,NA,NA,NA,NA,NA,10,172,2
"VISANTHESHIANCOE",2011,2,NA,NA,NA,NA,NA,3,28,0
"WESWELKER",2011,2,NA,NA,NA,NA,NA,7,81,0
"WILLISMCGAHEE",2011,2,NA,NA,NA,101,1,NA,NA,NA
"ZACHMILLER",2011,2,NA,NA,NA,NA,NA,2,20.5,0
"AARONRODGERS",2011,3,297,3,1,NA,NA,NA,NA,NA
"ADRIANPETERSON",2011,3,NA,NA,NA,78,1,4,19,0
"AHMADBRADSHAW",2011,3,NA,NA,NA,86,0,5,53,1
"AJGREEN",2011,3,NA,NA,NA,NA,NA,4,29,0
"ALEXSMITH",2011,3,201,0,0,NA,NA,1,9,0
"ALFONSOSMITH",2011,3,NA,NA,NA,54,0,3,21,0
"ANDRECALDWELL",2011,3,NA,NA,NA,NA,NA,6,53,0
"ANDREJOHNSON",2011,3,NA,NA,NA,8,0,7,128,0
"ANDREROBERTS",2011,3,NA,NA,NA,NA,NA,4,38,0
"ANDYDALTON",2011,3,157,0,2,5,0,NA,NA,NA
"ANQUANBOLDIN",2011,3,NA,NA,NA,NA,NA,7,74,0
"ANTHONYALLEN",2011,3,NA,NA,NA,8,0,NA,NA,NA
"ANTHONYFASANO",2011,3,NA,NA,NA,NA,NA,1,26,0
"ANTHONYSHERMAN",2011,3,NA,NA,NA,NA,NA,1,6,0
"ANTONIOBROWN",2011,3,NA,NA,NA,NA,NA,4,75,0
"ARRELIOUSBENN",2011,3,NA,NA,NA,NA,NA,3,19,0
"AUSTINCOLLIE",2011,3,NA,NA,NA,NA,NA,5,29,0
"AUSTINPETTIS",2011,3,NA,NA,NA,NA,NA,2,8,0
"BENJARVUSGREENELLIS",2011,3,NA,NA,NA,18,0,NA,NA,NA
"BENOBOMANU",2011,3,NA,NA,NA,NA,NA,2,12,0
"BENROETHLISBERGER",2011,3,364,1,1,15,0,NA,NA,NA
"BENTATE",2011,3,NA,NA,NA,82,0,1,8,0
"BENWATSON",2011,3,NA,NA,NA,NA,NA,5,64,0
"BERNARDSCOTT",2011,3,NA,NA,NA,10,0,NA,NA,NA
"BLAINEGABBERT",2011,3,139,1,1,NA,NA,NA,NA,NA
"BRADSMITH",2011,3,NA,NA,NA,6,0,NA,NA,NA
"BRANDONGIBSON",2011,3,NA,NA,NA,NA,NA,5,55,1
"BRANDONJACOBS",2011,3,NA,NA,NA,19,0,2,42,1
"BRANDONLLOYD",2011,3,NA,NA,NA,NA,NA,4,38,0
"BRANDONMARSHALL",2011,3,NA,NA,NA,NA,NA,4,43,0
"BRANDONPETTIGREW",2011,3,NA,NA,NA,NA,NA,11,112,0
"BRANDONSTOKLEY",2011,3,NA,NA,NA,NA,NA,1,7,0
"BRENTCELEK",2011,3,NA,NA,NA,NA,NA,2,9,0
"BRETTKERN",2011,3,NA,NA,NA,21,0,NA,NA,NA
"BRIANHARTLINE",2011,3,NA,NA,NA,NA,NA,4,87,0
"BRIANLEONARD",2011,3,NA,NA,NA,NA,NA,1,7,0
"BRUCEMILLER",2011,3,NA,NA,NA,NA,NA,4,25,0
"CADILLACWILLIAMS",2011,3,NA,NA,NA,75,0,NA,NA,NA
"CALVINJOHNSON",2011,3,NA,NA,NA,NA,NA,7,108,2
"CAMNEWTON",2011,3,158,1,0,27,0,NA,NA,NA
"CEDRICBENSON",2011,3,NA,NA,NA,64,0,NA,NA,NA
"CHADHENNE",2011,3,255,1,1,26,0,NA,NA,NA
"CHADJOHNSON",2011,3,NA,NA,NA,NA,NA,2,28,0
"CHAZSCHILENS",2011,3,NA,NA,NA,NA,NA,4,31,0
"CHESTERTAYLOR",2011,3,NA,NA,NA,20,0,1,12,0
"CHRISCOOLEY",2011,3,NA,NA,NA,3,0,4,41,0
"CHRISJOHNSON",2011,3,NA,NA,NA,21,0,4,54,0
"CLAYHARBOR",2011,3,NA,NA,NA,NA,NA,1,17,0
"COLTMCCOY",2011,3,210,2,1,NA,NA,NA,NA,NA
"CRAIGSTEVENS",2011,3,NA,NA,NA,NA,NA,1,58,0
"CURTISPAINTER",2011,3,60,0,0,NA,NA,NA,NA,NA
"DALLASCLARK",2011,3,NA,NA,NA,NA,NA,2,12,0
"DAMIANWILLIAMS",2011,3,NA,NA,NA,NA,NA,1,19,0
"DANARIOALEXANDER",2011,3,NA,NA,NA,NA,NA,2,28,0
"DANESANZENBACHER",2011,3,NA,NA,NA,NA,NA,5,27,1
"DANIELFELLS",2011,3,NA,NA,NA,NA,NA,2,42,0
"DANIELTHOMAS",2011,3,NA,NA,NA,95,0,3,27,1
"DANNYWOODHEAD",2011,3,NA,NA,NA,21,0,3,20,0
"DARRENMCFADDEN",2011,3,NA,NA,NA,171,2,3,7,0
"DARRENSPROLES",2011,3,NA,NA,NA,35,1,6,50,0
"DAVIDNELSON",2011,3,NA,NA,NA,NA,NA,6,84,0
"DAVIDTHOMAS",2011,3,NA,NA,NA,NA,NA,1,7,0
"DAVONEBESS",2011,3,NA,NA,NA,NA,NA,5,52,0
"DEANGELOWILLIAMS",2011,3,NA,NA,NA,18,0,2,17,0
"DEJIKARIM",2011,3,NA,NA,NA,4,0,2,19,0
"DELANIEWALKER",2011,3,NA,NA,NA,NA,NA,1,9,0
"DELONECARTER",2011,3,NA,NA,NA,11,0,NA,NA,NA
"DEMARCOMURRAY",2011,3,NA,NA,NA,6,0,NA,NA,NA
"DENARIUSMOORE",2011,3,NA,NA,NA,23,1,4,34,0
"DEREKHAGAN",2011,3,NA,NA,NA,NA,NA,1,13,0
"DERRICKMASON",2011,3,NA,NA,NA,NA,NA,6,45,0
"DESEANJACKSON",2011,3,NA,NA,NA,3,0,2,30,0
"DEVERYHENDERSON",2011,3,NA,NA,NA,NA,NA,3,62,0
"DEVINAROMASHODU",2011,3,NA,NA,NA,NA,NA,1,5,0
"DEVINHESTER",2011,3,NA,NA,NA,NA,NA,3,62,0
"DEXTERMCCLUSTER",2011,3,NA,NA,NA,45,0,5,17,0
"DEZBRYANT",2011,3,NA,NA,NA,NA,NA,4,63,0
"DONALDJONES",2011,3,NA,NA,NA,NA,NA,5,101,0
"DONALDLEE",2011,3,NA,NA,NA,NA,NA,1,11,0
"DONOVANMCNABB",2011,3,211,1,0,11,0,NA,NA,NA
"DOUGBALDWIN",2011,3,NA,NA,NA,NA,NA,2,23,0
"DREWBREES",2011,3,370,3,2,NA,NA,NA,NA,NA
"DUSTINKELLER",2011,3,NA,NA,NA,NA,NA,5,87,0
"DWAYNEBOWE",2011,3,NA,NA,NA,NA,NA,4,67,1
"EARLYDOUCET",2011,3,NA,NA,NA,NA,NA,5,50,0
"EARNESTGRAHAM",2011,3,NA,NA,NA,NA,NA,7,37,0
"EDDICKSON",2011,3,NA,NA,NA,NA,NA,5,51,0
"ELIMANNING",2011,3,254,4,0,NA,NA,NA,NA,NA
"EMMANUELSANDERS",2011,3,NA,NA,NA,NA,NA,2,21,0
"ERICDECKER",2011,3,NA,NA,NA,NA,NA,7,48,0
"EVANMOORE",2011,3,NA,NA,NA,NA,NA,2,19,0
"FELIXJONES",2011,3,NA,NA,NA,115,0,3,40,0
"FRANKGORE",2011,3,NA,NA,NA,42,0,NA,NA,NA
"FREDDAVIS",2011,3,NA,NA,NA,NA,NA,1,23,0
"FREDJACKSON",2011,3,NA,NA,NA,74,1,5,87,0
"GOLDENTATE",2011,3,NA,NA,NA,NA,NA,2,15,0
"GREGJENNINGS",2011,3,NA,NA,NA,NA,NA,9,119,0
"GREGLITTLE",2011,3,NA,NA,NA,NA,NA,3,24,0
"GREGOLSEN",2011,3,NA,NA,NA,NA,NA,7,57,1
"HAKEEMNICKS",2011,3,NA,NA,NA,NA,NA,3,25,0
"HARRYDOUGLAS",2011,3,NA,NA,NA,NA,NA,5,35,0
"HEATHMILLER",2011,3,NA,NA,NA,NA,NA,5,71,0
"HINESWARD",2011,3,NA,NA,NA,NA,NA,3,17,0
"ISAACREDMAN",2011,3,NA,NA,NA,6,0,NA,NA,NA
"JABARGAFFNEY",2011,3,NA,NA,NA,NA,NA,5,60,0
"JACQUIZZRODGERS",2011,3,NA,NA,NA,7,0,2,19,0
"JAHVIDBEST",2011,3,NA,NA,NA,14,0,5,74,0
"JAKEBALLARD",2011,3,NA,NA,NA,NA,NA,1,15,0
"JAMESCASEY",2011,3,NA,NA,NA,11,0,5,126,1
"JAMESJONES",2011,3,NA,NA,NA,NA,NA,4,24,0
"JAMESSTARKS",2011,3,NA,NA,NA,5,0,3,9,0
"JAREDCOOK",2011,3,NA,NA,NA,NA,NA,2,12,0
"JASONAVANT",2011,3,NA,NA,NA,NA,NA,4,33,0
"JASONCAMPBELL",2011,3,156,0,0,10,0,NA,NA,NA
"JASONWITTEN",2011,3,NA,NA,NA,NA,NA,6,60,0
"JAVONRINGER",2011,3,NA,NA,NA,NA,NA,2,17,0
"JAYCUTLER",2011,3,302,2,2,11,0,NA,NA,NA
"JEREMYMACLIN",2011,3,NA,NA,NA,NA,NA,5,69,0
"JEREMYSHOCKEY",2011,3,NA,NA,NA,NA,NA,3,30,0
"JERMAINEGRESHAM",2011,3,NA,NA,NA,NA,NA,4,51,0
"JERMICHAELFINLEY",2011,3,NA,NA,NA,NA,NA,7,85,3
"JEROMEFELTON",2011,3,NA,NA,NA,3,0,NA,NA,NA
"JEROMEHARRISON",2011,3,NA,NA,NA,8,0,NA,NA,NA
"JEROMESIMPSON",2011,3,NA,NA,NA,NA,NA,1,6,0
"JIMMYGRAHAM",2011,3,NA,NA,NA,NA,NA,4,100,1
"JOEFLACCO",2011,3,389,3,0,27,0,NA,NA,NA
"JOHNCONNER",2011,3,NA,NA,NA,3,0,NA,NA,NA
"JOHNKUHN",2011,3,NA,NA,NA,NA,NA,1,7,0
"JOHNNYKNOX",2011,3,NA,NA,NA,NA,NA,4,84,0
"JONATHANSTEWART",2011,3,NA,NA,NA,59,0,3,26,0
"JORDYNELSON",2011,3,NA,NA,NA,NA,NA,3,40,0
"JOSEPHADDAI",2011,3,NA,NA,NA,86,1,NA,NA,NA
"JOSHCRIBBS",2011,3,NA,NA,NA,NA,NA,3,49,1
"JOSHFREEMAN",2011,3,180,0,2,35,1,NA,NA,NA
"JOSHMORGAN",2011,3,NA,NA,NA,NA,NA,2,17,0
"JULIANEDELMAN",2011,3,NA,NA,NA,3,0,1,5,0
"JULIOJONES",2011,3,NA,NA,NA,NA,NA,6,115,0
"KELLENDAVIS",2011,3,NA,NA,NA,NA,NA,1,32,1
"KELLENWINSLOW",2011,3,NA,NA,NA,NA,NA,2,20,0
"KENDALLHUNTER",2011,3,NA,NA,NA,26,1,2,12,0
"KENNYBRITT",2011,3,NA,NA,NA,NA,NA,3,18,0
"KERRYCOLLINS",2011,3,93,0,0,NA,NA,NA,NA,NA
"KEVINBOSS",2011,3,NA,NA,NA,NA,NA,2,36,0
"KEVINKOLB",2011,3,252,1,2,16,0,NA,NA,NA
"KEVINOGLETREE",2011,3,NA,NA,NA,NA,NA,3,19,0
"KEVINWALTER",2011,3,NA,NA,NA,NA,NA,3,35,1
"KYLEORTON",2011,3,173,2,2,NA,NA,NA,NA,NA
"KYLERUDOLPH",2011,3,NA,NA,NA,NA,NA,3,39,0
"LADAINIANTOMLINSON",2011,3,NA,NA,NA,38,0,5,116,1
"LANCEBALL",2011,3,NA,NA,NA,7,0,3,11,0
"LANCEKENDRICKS",2011,3,NA,NA,NA,NA,NA,2,25,0
"LANCEMOORE",2011,3,NA,NA,NA,NA,NA,9,88,1
"LAQUANWILLIAMS",2011,3,NA,NA,NA,NA,NA,1,7,0
"LARRYFITZGERALD",2011,3,NA,NA,NA,NA,NA,5,64,1
"LAURENTROBINSON",2011,3,NA,NA,NA,NA,NA,3,49,0
"LAVELLEHAWKINS",2011,3,NA,NA,NA,NA,NA,2,16,0
"LEGARRETTEBLOUNT",2011,3,NA,NA,NA,81,0,1,13,0
"LEGEDUNAANEE",2011,3,NA,NA,NA,NA,NA,1,13,0
"LEONARDPOPE",2011,3,NA,NA,NA,NA,NA,3,32,1
"LEONWASHINGTON",2011,3,NA,NA,NA,29,0,NA,NA,NA
"LESEANMCCOY",2011,3,NA,NA,NA,128,1,3,13,0
"LEXHILLIARD",2011,3,NA,NA,NA,4,0,1,8,0
"LUKESTOCKER",2011,3,NA,NA,NA,NA,NA,2,33,0
"MALCOMFLOYD",2011,3,NA,NA,NA,NA,NA,2,28,0
"MARCEDESLEWIS",2011,3,NA,NA,NA,NA,NA,2,15,0
"MARCMARIANI",2011,3,NA,NA,NA,4,0,NA,NA,NA
"MARKINGRAM",2011,3,NA,NA,NA,38,1,NA,NA,NA
"MARKSANCHEZ",2011,3,369,2,1,NA,NA,NA,NA,NA
"MARSHAWNLYNCH",2011,3,NA,NA,NA,73,0,NA,NA,NA
"MARTELLUSBENNETT",2011,3,NA,NA,NA,NA,NA,1,6,0
"MATTCASSEL",2011,3,176,2,1,NA,NA,NA,NA,NA
"MATTFORTE",2011,3,NA,NA,NA,NA,NA,7,80,0
"MATTHASSELBECK",2011,3,311,2,0,NA,NA,NA,NA,NA
"MATTHEWSTAFFORD",2011,3,378,2,0,NA,NA,NA,NA,NA
"MATTRYAN",2011,3,330,1,1,12,0,NA,NA,NA
"MATTSCHAUB",2011,3,373,3,1,NA,NA,NA,NA,NA
"MATTWILLIS",2011,3,NA,NA,NA,NA,NA,2,16,1
"MAURICEJONESDREW",2011,3,NA,NA,NA,122,0,3,45,0
"MAURICEMORRIS",2011,3,NA,NA,NA,NA,NA,1,14,0
"MEWELDEMOORE",2011,3,NA,NA,NA,9,0,1,22,0
"MICHAELBUSH",2011,3,NA,NA,NA,22,1,2,35,0
"MICHAELCRABTREE",2011,3,NA,NA,NA,NA,NA,3,24,0
"MICHAELHOOMANAWANUI",2011,3,NA,NA,NA,NA,NA,1,10,0
"MICHAELJENKINS",2011,3,NA,NA,NA,NA,NA,9,88,0
"MICHAELTURNER",2011,3,NA,NA,NA,20,0,NA,NA,NA
"MICHAELVICK",2011,3,176,0,1,31,0,NA,NA,NA
"MIKEKAFKA",2011,3,35,0,2,NA,NA,NA,NA,NA
"MIKESIMSWALKER",2011,3,NA,NA,NA,NA,NA,3,36,0
"MIKETHOMAS",2011,3,NA,NA,NA,NA,NA,4,55,1
"MIKETOLBERT",2011,3,NA,NA,NA,19,0,3,24,0
"MIKEWALLACE",2011,3,NA,NA,NA,NA,NA,5,144,1
"MIKEWILLIAMS",2011,3,NA,NA,NA,NA,NA,5,43,0
"MOHAMEDMASSAQUOI",2011,3,NA,NA,NA,NA,NA,2,26,1
"MONTARIOHARDESTY",2011,3,NA,NA,NA,67,0,3,19,0
"NATEBURLESON",2011,3,NA,NA,NA,NA,NA,2,12,0
"NATEWASHINGTON",2011,3,NA,NA,NA,NA,NA,8,92,1
"OWENDANIELS",2011,3,NA,NA,NA,NA,NA,5,76,1
"OWENSCHMITT",2011,3,NA,NA,NA,6,0,1,13,0
"PATRICKCRAYTON",2011,3,NA,NA,NA,NA,NA,5,47,0
"PERCYHARVIN",2011,3,NA,NA,NA,41,0,3,47,0
"PHILIPRIVERS",2011,3,266,0,2,NA,NA,NA,NA,NA
"PIERREGARCON",2011,3,NA,NA,NA,NA,NA,6,82,0
"PIERRETHOMAS",2011,3,NA,NA,NA,28,0,1,15,0
"PLAXICOBURRESS",2011,3,NA,NA,NA,NA,NA,3,55,1
"PRESTONPARKER",2011,3,NA,NA,NA,NA,NA,1,11,0
"QUINNJOHNSON",2011,3,NA,NA,NA,NA,NA,2,17,0
"RANDALLCOBB",2011,3,NA,NA,NA,NA,NA,1,13,0
"RANDYMCMICHAEL",2011,3,NA,NA,NA,NA,NA,4,51,0
"RASHARDMENDENHALL",2011,3,NA,NA,NA,37,0,3,9,0
"RAYRICE",2011,3,NA,NA,NA,81,0,5,83,0
"REGGIEBUSH",2011,3,NA,NA,NA,13,0,1,12,0
"REGGIEWAYNE",2011,3,NA,NA,NA,NA,NA,3,24,0
"REXGROSSMAN",2011,3,250,1,1,6,0,NA,NA,NA
"RICKYWILLIAMS",2011,3,NA,NA,NA,42,0,1,11,0
"ROBERTMEACHEM",2011,3,NA,NA,NA,NA,NA,5,51,1
"ROBGRONKOWSKI",2011,3,NA,NA,NA,NA,NA,7,109,2
"RODDYWHITE",2011,3,NA,NA,NA,NA,NA,9,140,0
"RONNIEBROWN",2011,3,NA,NA,NA,6,0,NA,NA,NA
"ROYHELU",2011,3,NA,NA,NA,15,0,2,17,0
"RYANFITZPATRICK",2011,3,369,2,2,NA,NA,NA,NA,NA
"RYANGRANT",2011,3,NA,NA,NA,92,0,NA,NA,NA
"RYANMATHEWS",2011,3,NA,NA,NA,98,2,4,51,0
"SAMBRADFORD",2011,3,166,1,1,22,0,NA,NA,NA
"SAMHURD",2011,3,NA,NA,NA,NA,NA,1,17,0
"SANTANAMOSS",2011,3,NA,NA,NA,NA,NA,5,70,0
"SANTONIOHOLMES",2011,3,NA,NA,NA,NA,NA,1,19,0
"SCOTTCHANDLER",2011,3,NA,NA,NA,NA,NA,2,10,1
"SHONNGREENE",2011,3,NA,NA,NA,59,0,7,47,0
"SIDNEYRICE",2011,3,NA,NA,NA,NA,NA,8,109,0
"SPENCERLARSEN",2011,3,NA,NA,NA,NA,NA,2,9,0
"STEVANRIDLEY",2011,3,NA,NA,NA,42,0,1,8,0
"STEVEBREASTON",2011,3,NA,NA,NA,NA,NA,3,55,0
"STEVEJOHNSON",2011,3,NA,NA,NA,NA,NA,8,94,1
"STEVENJACKSON",2011,3,NA,NA,NA,23,0,NA,NA,NA
"STEVESLATON",2011,3,NA,NA,NA,8,0,NA,NA,NA
"STEVESMITH",2011,3,NA,NA,NA,NA,NA,2,21,0
"TAIWANJONES",2011,3,NA,NA,NA,8,0,NA,NA,NA
"TARVARISJACKSON",2011,3,171,0,1,20,1,NA,NA,NA
"TASHARDCHOICE",2011,3,NA,NA,NA,5,0,NA,NA,NA
"THOMASJONES",2011,3,NA,NA,NA,31,0,NA,NA,NA
"TIMHIGHTOWER",2011,3,NA,NA,NA,41,0,5,39,1
"TITUSYOUNG",2011,3,NA,NA,NA,NA,NA,4,51,0
"TOBYGERHART",2011,3,NA,NA,NA,NA,NA,1,5,0
"TODDHEAP",2011,3,NA,NA,NA,NA,NA,6,61,0
"TOMBRADY",2011,3,387,4,4,5,0,NA,NA,NA
"TONYFIAMMETTA",2011,3,NA,NA,NA,NA,NA,1,15,0
"TONYGONZALEZ",2011,3,NA,NA,NA,NA,NA,2,18,1
"TONYROMO",2011,3,255,0,1,NA,NA,NA,NA,NA
"TORREYSMITH",2011,3,NA,NA,NA,10,0,5,152,3
"VERNONDAVIS",2011,3,NA,NA,NA,NA,NA,8,114,0
"VICTORCRUZ",2011,3,NA,NA,NA,NA,NA,3,110,2
"VINCENTJACKSON",2011,3,NA,NA,NA,NA,NA,5,63,0
"VIRGILGREEN",2011,3,NA,NA,NA,NA,NA,1,7,0
"VISANTHESHIANCOE",2011,3,NA,NA,NA,NA,NA,1,8,1
"VONTALEACH",2011,3,NA,NA,NA,NA,NA,3,11,0
"WESWELKER",2011,3,NA,NA,NA,19,0,16,217,2
"WILLISMCGAHEE",2011,3,NA,NA,NA,52,0,NA,NA,NA
"ZACHMILLER",2011,3,NA,NA,NA,NA,NA,2,9,0
"AARONRODGERS",2011,4,408,4,1,36,2,NA,NA,NA
"ADRIANPETERSON",2011,4,NA,NA,NA,80,0,NA,NA,NA
"AHMADBRADSHAW",2011,4,NA,NA,NA,39,1,4,11,0
"AJGREEN",2011,4,NA,NA,NA,6,0,4,118,0
"ALEXGREEN",2011,4,NA,NA,NA,11,0,NA,NA,NA
"ALEXSMITH",2011,4,291,2,0,NA,NA,1,13,0
"ALFONSOSMITH",2011,4,NA,NA,NA,16,0,NA,NA,NA
"ANDRECALDWELL",2011,4,NA,NA,NA,NA,NA,2,17,0
"ANDREJOHNSON",2011,4,NA,NA,NA,NA,NA,4,36,0
"ANDREWHAWKINS",2011,4,NA,NA,NA,NA,NA,2,43,0
"ANDYDALTON",2011,4,298,1,2,12,1,NA,NA,NA
"ANQUANBOLDIN",2011,4,NA,NA,NA,NA,NA,1,28,0
"ANTHONYFASANO",2011,4,NA,NA,NA,NA,NA,1,9,0
"ANTHONYSHERMAN",2011,4,NA,NA,NA,NA,NA,2,24,0
"ANTONIOBROWN",2011,4,NA,NA,NA,8,0,5,67,0
"ARIANFOSTER",2011,4,NA,NA,NA,155,1,3,11,0
"ARRELIOUSBENN",2011,4,NA,NA,NA,3,0,1,43,0
"AUSTINCOLLIE",2011,4,NA,NA,NA,NA,NA,2,16,0
"AUSTINPETTIS",2011,4,NA,NA,NA,NA,NA,4,32,0
"BEANIEWELLS",2011,4,NA,NA,NA,138,3,NA,NA,NA
"BENJARVUSGREENELLIS",2011,4,NA,NA,NA,75,1,1,9,0
"BENOBOMANU",2011,4,NA,NA,NA,NA,NA,3,25,1
"BENROETHLISBERGER",2011,4,206,0,1,11,0,NA,NA,NA
"BENTATE",2011,4,NA,NA,NA,20,0,NA,NA,NA
"BENWATSON",2011,4,NA,NA,NA,NA,NA,6,48,1
"BERNARDBERRIAN",2011,4,NA,NA,NA,NA,NA,1,20,0
"BERNARDSCOTT",2011,4,NA,NA,NA,13,0,2,9,0
"BILLYBAJEMA",2011,4,NA,NA,NA,NA,NA,2,11,0
"BLAINEGABBERT",2011,4,196,1,1,14,0,NA,NA,NA
"BRADSMITH",2011,4,NA,NA,NA,NA,NA,2,25,0
"BRANDONGIBSON",2011,4,NA,NA,NA,NA,NA,1,14,0
"BRANDONJACOBS",2011,4,NA,NA,NA,18,1,NA,NA,NA
"BRANDONLAFELL",2011,4,NA,NA,NA,NA,NA,4,42,0
"BRANDONLLOYD",2011,4,NA,NA,NA,NA,NA,8,136,0
"BRANDONMARSHALL",2011,4,NA,NA,NA,NA,NA,5,52,0
"BRANDONPETTIGREW",2011,4,NA,NA,NA,NA,NA,6,64,0
"BRIANHARTLINE",2011,4,NA,NA,NA,NA,NA,3,31,0
"BRIANLEONARD",2011,4,NA,NA,NA,36,0,1,15,0
"BRIANROBISKIE",2011,4,NA,NA,NA,NA,NA,3,25,0
"BRODYELDRIDGE",2011,4,NA,NA,NA,NA,NA,1,7,0
"BRUCEMILLER",2011,4,NA,NA,NA,NA,NA,1,15,0
"CALVINJOHNSON",2011,4,NA,NA,NA,NA,NA,8,96,2
"CAMNEWTON",2011,4,374,1,1,35,2,NA,NA,NA
"CEDRICBENSON",2011,4,NA,NA,NA,104,0,NA,NA,NA
"CHADHENNE",2011,4,27,0,1,NA,NA,NA,NA,NA
"CHADJOHNSON",2011,4,NA,NA,NA,NA,NA,2,26,0
"CHARLESCLAY",2011,4,NA,NA,NA,NA,NA,2,34,0
"CHASTINWEST",2011,4,NA,NA,NA,NA,NA,1,16,0
"CHRISJOHNSON",2011,4,NA,NA,NA,101,0,2,11,0
"CHRISOGBONNAYA",2011,4,NA,NA,NA,4,0,NA,NA,NA
"CJSPILLER",2011,4,NA,NA,NA,12,0,1,9,0
"CLAYHARBOR",2011,4,NA,NA,NA,NA,NA,3,55,1
"CLYDEGATES",2011,4,NA,NA,NA,NA,NA,1,8,0
"COLTMCCOY",2011,4,350,1,1,16,0,NA,NA,NA
"CRAIGSTEVENS",2011,4,NA,NA,NA,NA,NA,1,12,1
"CURTISPAINTER",2011,4,281,2,0,NA,NA,NA,NA,NA
"DALLASCLARK",2011,4,NA,NA,NA,NA,NA,3,46,0
"DANARIOALEXANDER",2011,4,NA,NA,NA,NA,NA,3,46,0
"DANESANZENBACHER",2011,4,NA,NA,NA,NA,NA,1,16,0
"DANIELFELLS",2011,4,NA,NA,NA,NA,NA,2,29,1
"DANNYWOODHEAD",2011,4,NA,NA,NA,13,0,NA,NA,NA
"DARRENMCFADDEN",2011,4,NA,NA,NA,75,0,4,48,0
"DARRENSPROLES",2011,4,NA,NA,NA,75,0,5,56,0
"DARRIUSHEYWARDBEY",2011,4,NA,NA,NA,NA,NA,4,115,0
"DAVIDJOHNSON",2011,4,NA,NA,NA,NA,NA,1,6,0
"DAVIDNELSON",2011,4,NA,NA,NA,NA,NA,2,18,0
"DAVONEBESS",2011,4,NA,NA,NA,NA,NA,3,21,0
"DEANGELOWILLIAMS",2011,4,NA,NA,NA,82,0,NA,NA,NA
"DEJIKARIM",2011,4,NA,NA,NA,6,0,NA,NA,NA
"DELANIEWALKER",2011,4,NA,NA,NA,NA,NA,3,20,0
"DELONECARTER",2011,4,NA,NA,NA,21,0,NA,NA,NA
"DEMARCOMURRAY",2011,4,NA,NA,NA,12,0,NA,NA,NA
"DENARIUSMOORE",2011,4,NA,NA,NA,NA,NA,3,19,1
"DENNISPITTA",2011,4,NA,NA,NA,NA,NA,1,14,0
"DEREKHAGAN",2011,4,NA,NA,NA,NA,NA,4,27,0
"DERRICKMASON",2011,4,NA,NA,NA,NA,NA,2,37,0
"DESEANJACKSON",2011,4,NA,NA,NA,NA,NA,6,171,0
"DEVINAROMASHODU",2011,4,NA,NA,NA,NA,NA,1,34,1
"DEXTERMCCLUSTER",2011,4,NA,NA,NA,26,0,3,12,0
"DEZBRYANT",2011,4,NA,NA,NA,5,0,3,37,2
"DONALDDRIVER",2011,4,NA,NA,NA,NA,NA,3,20,1
"DONALDJONES",2011,4,NA,NA,NA,NA,NA,3,21,0
"DONOVANMCNABB",2011,4,202,2,1,NA,NA,NA,NA,NA
"DOUGBALDWIN",2011,4,NA,NA,NA,NA,NA,5,84,0
"DREWBREES",2011,4,351,1,2,10,0,NA,NA,NA
"DUSTINKELLER",2011,4,NA,NA,NA,NA,NA,2,12,0
"DWAYNEBOWE",2011,4,NA,NA,NA,NA,NA,5,107,1
"EARLYDOUCET",2011,4,NA,NA,NA,NA,NA,3,42,0
"EARNESTGRAHAM",2011,4,NA,NA,NA,24,0,3,27,0
"EDDICKSON",2011,4,NA,NA,NA,NA,NA,4,45,0
"ELIMANNING",2011,4,321,2,0,NA,NA,NA,NA,NA
"EMMANUELSANDERS",2011,4,NA,NA,NA,NA,NA,1,10,0
"ERICDECKER",2011,4,NA,NA,NA,NA,NA,5,56,2
"EVANMOORE",2011,4,NA,NA,NA,NA,NA,1,15,0
"FELIXJONES",2011,4,NA,NA,NA,57,0,5,19,0
"FRANKGORE",2011,4,NA,NA,NA,127,1,2,12,0
"FREDDAVIS",2011,4,NA,NA,NA,NA,NA,4,34,0
"FREDJACKSON",2011,4,NA,NA,NA,66,1,5,32,0
"GREGJENNINGS",2011,4,NA,NA,NA,NA,NA,7,103,1
"GREGLITTLE",2011,4,NA,NA,NA,NA,NA,6,57,0
"GREGOLSEN",2011,4,NA,NA,NA,NA,NA,5,50,1
"HAKEEMNICKS",2011,4,NA,NA,NA,NA,NA,10,162,1
