"name","player","pos","team","overallRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_eds","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_nf","projectedPts_wf","projectedPts_yahoo","passAttMedian","passCompMedian","passIncompMedian","passYdsMedian","passTdsMedian","passIntMedian","rushAttMedian","rushYdsMedian","rushTdsMedian","recMedian","recYdsMedian","recTdsMedian","returnTdsMedian","twoPtsMedian","fumblesMedian","projectedPtsMean","projectedPtsMedian"
"PERCYHARVIN","Percy Harvin","WR","SEA",65,175.207931668891,2.97,159.5,134.75,168.549813030803,153.349813030803,3,168.95,158.875,196.624813030803,164.499813030803,162.249813030803,164.049813030803,195.749813030803,195.3,199.525,183.061063030803,NA,162.35,0.11,0,0.11,0,0,0,15.99993738538,119.573719328768,1.00000622874957,71.0000077549759,940.004716659692,6.50001995837538,0.5,0,0.750062323065811,165.029306184012,175.207931668891
"MICHAELFLOYD","Michael Floyd","WR","ARI",66,174.510126555052,163.825,184.25,176.75,183.89984622854,162.02484622854,NA,179.025,189.05,174.14984622854,168.89984622854,178.27484622854,169.64984622854,168.52484622854,162.375,188.375,161.70734622854,NA,169.175,0.05,0,0.05,0,0,0,0,0,0,73.5000904313439,1096.19998592469,6.66004701432097,0,0,0.825051257153487,174.672366138763,174.510126555052
"RYANMATHEWS","Ryan Mathews","RB","SD",67,174.250129026985,157.655,182.975,172.125,185.125239873135,164.900239873135,0.4,171.825,165.9,158.575239873135,165.400239873135,173.900239873135,169.850239873135,184.025239873135,204.725,185.075,185.975889873135,NA,164.05,0.08,0,0.03,0,0,0,255.460020032187,1101.0000381088,6.49992955375778,26.9999971295059,197.999965087758,1.00005206407561,0,0.2,1.99992004228819,174.500747647059,174.250129026985
"JULIUSTHOMAS","Julius Thomas","TE","DEN",68,172.349537564639,188.145,179.875,182.375,169.224831663489,184.974831663489,187.375,181.125,190.375,175.474831663489,162.849831663489,176.099831663489,143.724831663489,176.099831663489,127.125,171,165.732331663489,NA,150.35,0,0,0,0,0,0,0,0,0,73.5,893.999966564575,10.4999516800963,0,0,0.800056112170418,172.051625816993,172.349537564639
"DESEANJACKSON","DeSean Jackson","WR","WAS",69,169.199745485748,157.06,160.95,168.325,167.574874165478,171.899874165478,1.2,165.9375,178.675,154.124874165478,160.849874165478,176.174874165478,160.249874165478,173.924874165478,151.075,198.025,183.834374165478,NA,169.765,0,0,0,0,0,0,3.00002882414745,19.0000554930507,0,64.8500743482043,1015.00002121845,6.99997718644316,0.2,0,0.925041944840631,169.772961161388,169.199745485748
"ROBGRONKOWSKI","Rob Gronkowski","TE","NE",70,168.924442440789,170.12,185.25,187.875,188.268061903011,160.768061903011,163,172.5625,228.35,151.643061903011,190.643061903011,167.768061903011,143.518061903011,176.518061903011,115.375,171.75,147.335561903011,NA,191.35,0,0,0,0,0,0,0,0,0,69.0000059489134,937.250028641069,9.0000211596074,0,0,0.743979365662918,171.98533146592,168.924442440789
"FRANKGORE","Frank Gore","RB","SF",71,168.272729507551,134.95,173.425,152.15,166.581239859365,171.906239859365,NA,167.6375,198.7,174.631239859365,151.031239859365,154.606239859365,149.656239859365,163.356239859365,150.775,181.5,177.840589859365,NA,165.725,0.09,0,0.07,0,0,0,242.499948073157,1020.125,7.85059908764915,17.4999518038488,146.499990432761,0.914649386366075,0,0,1.54792004687847,164.157953333333,168.272729507551
"RASHADJENNINGS","Rashad Jennings","RB","NYG",72,168.229521481922,171.49,170.95,152.45,166.554874158558,158.254874158558,NA,167.2,163.875,183.154874158558,166.479874158558,166.504874158558,168.979874158558,155.254874158558,171.375,192.85,157.713374158558,NA,174.8,0,0,0,0,0,0,208.700029063138,896,6.00000072192504,43.5000144063605,325.000057410927,1.49993930257463,0,0,2.33170861381397,168.684862745098,168.229521481922
"CJSPILLER","C.J. Spiller","RB","BUF",73,166.683087421092,142.195,184.45,152.425,179.145505911001,168.545505911001,NA,164.7775,190.225,151.295505911001,163.970505911001,177.320505911001,166.170505911001,161.195505911001,176.2,185.625,142.559505911001,NA,162.45,0.25,0,0.1,0,0,0,208.55,990.5,5.00004132825444,37.0000190898982,285.5,1.49997225676083,0,0,2.35149802966642,166.796310784314,166.683087421092
"TORREYSMITH","Torrey Smith","WR","BAL",74,166.149615230433,146.505,168.875,166.625,175.174907325631,166.949907325631,NA,169.925,198,172.974907325631,156.124907325631,151.249907325631,162.324907325631,170.999907325631,143.5,177.25,148.000957325631,NA,162.6,0.02,0,0,0,0,0,1.5,11.5,0,64.9499522802356,1050,5.99995131746697,0,0,0.750030891456315,165.65073224736,166.149615230433
"JOIQUEBELL","Joique Bell","RB","DET",75,165.758882385075,154.035,190.7,165.175,177.995140119704,168.020140119704,NA,174.5425,166.925,163.270140119704,168.195140119704,170.945140119704,161.970140119704,145.445140119704,186.05,181.875,140.980140119704,NA,149.925,0.09,0,0.09,0,0,0,174,728.975,6.53503209412256,46.5000100927133,415.650062165725,1.49996532165335,0,0,2.43495329343214,166.434583333333,165.758882385075
"MARQUESCOLSTON","Marques Colston","WR","NO",76,164.050288166993,195.09,165.125,160.5,166.500144461236,146.375144461236,NA,162.6375,157.375,172.375144461236,136.125144461236,149.875144461236,154.875144461236,162.125144461236,206.625,168.25,172.145144461236,NA,163.25,0.03,0,0.03,0,0,0,0,0,0,75.7550619062566,1004,6.9250239509595,0,0,0.999951846254764,166.383848039216,164.050288166993
"MIKEWALLACE","Mike Wallace","WR","MIA",77,160.538066391182,137.555,157.5,151.875,172.774942959888,154.099942959888,NA,158.6375,156.675,161.974942959888,154.999942959888,160.499942959888,164.524942959888,164.749942959888,177.75,180.175,141.980742959888,NA,178.45,0.175,0,0.075,0,0,0,3.00005942997488,24.756544341484,0,73.8000399152521,994.5,5.9999948328577,0,0,0.75001901337078,161.595133831071,160.538066391182
"CHRISJOHNSON","Chris Johnson","RB","NYJ",78,159.877557443552,154.14,168.775,150.875,149.875090672181,162.550090672181,NA,163.535,204.45,176.850090672181,154.400090672181,151.350090672181,149.825090672181,163.225090672181,193.5,174.15,153.393490672181,NA,153.3,0.15,0,0.08,0,0,0,220.000001817486,910,5.48372760287702,35.9999796043994,271,1.50001685901826,0,0,2.29996977593977,161.532672156863,159.877557443552
"SHANEVEREEN","Shane Vereen","RB","NE",79,159.571079394771,194.305,201.45,174.25,158.836997699142,160.961997699142,NA,175.53,121.375,147.111997699142,143.486997699142,147.486997699142,157.161997699142,169.361997699142,162.775,185.2,127.381497699142,NA,162.425,0.045,0,0,0,0,0,115.999997582668,518.5,3.45008063570078,63.4999246830676,571.5,3.34934964690411,0,0,1.50433410028611,162.134303921569,159.571079394771
"EMMANUELSANDERS","Emmanuel Sanders","WR","DEN",80,159.546567538901,153.33,185.875,176.25,170.975,163.5,NA,172.1125,148.8,144.225,150.1,159.6,138.8,164.85,121.625,174.875,134.97345,NA,170.845,0.045,0,0.035,0,0,0,1.00004453537527,10.3431189003967,0,73.4999549175611,954.5,7.09995927481029,0,0,1.13333333333333,160.282254102564,159.546567538901
"KENDALLWRIGHT","Kendall Wright","WR","TEN",81,158.002670006909,148.395,162.625,157.375,160.25,153.175,NA,157.9,146.2,155.125,149.875,142.875,156.75,152,160.25,181,181.21625,NA,169.765,0,0,0,0,0,0,0,6.27644648317707,0,86.0000625427266,1043,5.00000422643188,0,0,1,159.021930618401,158.002670006909
"RAYRICE","Ray Rice","RB","BAL",82,157.924149764574,149.11,177.175,159.375,150.849860896119,167.549860896119,0.2,169.36,150.95,174.424860896119,138.624860896119,136.074860896119,140.624860896119,143.949860896119,171.775,168.725,130.264860896119,NA,152.2,0.04,0,0,0,0,0,197.000043983923,801,5.49995090742038,47.499966178936,332.999976484054,1.49993106057096,0,0.1,2.00004636796028,155.699942156863,157.924149764574
"TYHILTON","T.Y. Hilton","WR","IND",83,157.878935667728,54.685,150.425,151.425,155.174942959888,168.024942959888,1.8,161.375,148.675,175.724942959888,155.824942959888,146.549942959888,153.899942959888,165.299942959888,161.675,174.375,146.341692959888,NA,165.81,0.02,0,0.02,0,0,0,2.50004956168407,13.9149573905733,0,69.2999294135032,967.5,5.9999994947972,0.3,0,0.75001901337078,154.55765346908,157.878935667728
"JULIANEDELMAN","Julian Edelman","WR","NE",84,157.440058994503,149.965,166.75,160.75,157.624999032488,163.274999032488,4,164.175,150.225,155.249999032488,138.374999032488,138.749999032488,145.174999032488,149.749999032488,149.1,172.55,186.917599032488,NA,167.02,0.125,0,0.095,0,0,0,2.00005823969773,13.8499395322738,0,87.6999637288999,957,5.90501100146455,0.6,0.2,1.00000032250398,158.416510045249,157.440058994503
"RYANFITZPATRICK","Ryan Fitzpatrick","QB","HOU",85,157.347936802038,208.5,176.44,129.12,193.27657782023,144.71657782023,0.6,150.828,155.78,158.11657782023,179.15657782023,176.31657782023,119.89657782023,53.6165778202305,228.94,145.32,145.12362782023,NA,112.68,427.525,262,169.2,2965.285,16.0000419311751,13.9999522301687,35.25,182.99993766368,1.21994236354077,0,0,0,0,0.3,3.16114072658985,159.047228431373,157.347936802038
"BENTATE","Ben Tate","RB","CLE",86,156.450521409908,97.285,167.025,151.75,146.61272896497,175.81272896497,NA,157.5025,186.875,150.96272896497,143.71272896497,152.83772896497,160.71272896497,149.08772896497,158.725,169.725,142.295728964969,NA,159.35,0,0,0,0,0,0,223.5,968,6.00007162712046,32.1499461199949,202.5,0.999977113702624,0,0,2.55409034501016,153.904024509804,156.450521409908
"JOHNNYMANZIEL","Johnny Manziel","QB","CLE",87,152.392625217557,0.6,226.72,124.9,159.719987028644,155.839987028644,0.6,172.782,4.72,159.399987028644,165.099987028644,157.399987028644,168.539987028644,167.099987028644,NA,137.28,91.788787028644,NA,146.48,361.659086055383,209.175,149.189567306577,2360.12809595662,13.9499815739715,13.5000488037608,62.5582234738186,330.879425252285,2.74996532346924,0,0,0,0,0.3,2.50000432378534,137.07611547619,152.392625217557
"ERICDECKER","Eric Decker","WR","NYJ",88,151.775181560149,96.08,146.525,154.4,161.775164541155,151.775164541155,0.4,148.2375,194.1,138.025164541155,149.900164541155,138.525164541155,159.725164541155,156.900164541155,168.875,171.625,154.942664541155,NA,160.175,0.175,0,0.175,0,0,0,0,0,0,66.7500061249385,947,6.00000283649906,0,0.2,0.999945152948431,152.857510180995,151.775181560149
"REGGIEWAYNE","Reggie Wayne","WR","IND",89,151.4649658175,159.81,141.025,151.15,148.9649658175,166.2149658175,0.4,147.8625,179.4,129.4649658175,136.4649658175,134.2149658175,138.9649658175,158.7149658175,163.25,167.5,162.5074658175,NA,136.11,0.03,0,0.03,0,0,0,0,0,0,75.5000057177346,966,5.5,0,0.2,0.89501139416683,153.813817873303,151.4649658175
"JEREMYMACLIN","Jeremy Maclin","WR","PHI",90,151.146139405578,135.41,156.25,151.875,152.277446776022,149.027446776022,NA,156.5125,190,169.652446776022,118.427446776022,128.152446776022,155.052446776022,141.777446776022,133.5,164.25,170.926596776022,NA,144.075,0.055,0,0.025,0,0,0,0,0,0,67.9999599194336,915.95,6.49999043825945,0,0,0.782517741326067,151.302089803922,151.146139405578
"JORDANCAMERON","Jordan Cameron","TE","CLE",91,148.899493005552,146.25,129.9,156.9,157.899884018065,150.024884018065,152.275,144.3,135.025,143.649884018065,149.649884018065,160.149884018065,146.649884018065,165.774884018065,141.5,151,148.254884018065,NA,147.575,0,0,0,0,0,0,0,0,0,76.4999768950543,893.999998448583,6.49993486356893,0,0.2,0.750038660644911,148.555098039216,148.899493005552
"GOLDENTATE","Golden Tate","WR","DET",92,146.470326699481,159.435,172.25,159.625,158.225176511114,162.125176511114,NA,158.5125,137.4,125.125176511114,129.250176511114,140.000176511114,148.150176511114,133.250176511114,132.125,163.125,139.211176511114,NA,145.97,0.07,0,0.07,0,0,0,2.99992908806174,16.999971265589,0,67.0000653169524,913.36,5.60002551030132,0,0,0.999941162962011,148.808529034691,146.470326699481
"TERRANCEWILLIAMS","Terrance Williams","WR","DAL",93,146.227106256729,121.86,162.875,155.375,146.589986214003,150.989986214003,NA,152.1,139.875,126.464986214003,134.164986214003,148.589986214003,150.189986214003,148.464986214003,128.5,162.625,130.399736214003,NA,154.17,0.06,0,0.02,0,0,0,2.02062366144734,12.0000518596695,0,59.500009691163,895.499963088252,5.99993657845467,0,0,0.970004595332375,146.523586953243,146.227106256729
"TRENTRICHARDSON","Trent Richardson","RB","IND",94,144.88782910924,128.595,177.925,119.575,138.899884568688,151.974884568688,NA,156.87,177.85,163.324884568688,126.924884568688,139.924884568688,137.474884568688,124.674884568688,121.25,166,156.240884568688,NA,150.075,0.02,0,0.02,0,0,0,208.00006752002,754.999965701965,5.99998687245578,37.4999577329074,279.700055319196,1.00008663678696,0,0,2.52503847710413,147.159171568627,144.88782910924
"BISHOPSANKEY","Bishop Sankey","RB","TEN",95,144.417854722181,NA,178.9,146.875,148.850250863876,128.375250863876,NA,160.9075,195.25,162.500250863876,106.500250863876,111.125250863876,159.200250863876,146.250250863876,123.575,175.15,107.458200863876,NA,120.575,0.05,0,0,0,0,0,204.584623579529,826.675,5.49995359490194,29.9999829466192,230,1.00006371481554,0,0,1.99991637870811,145.842134791667,144.417854722181
"SAMMYWATKINS","Sammy Watkins","WR","BUF",96,143.187049470125,NA,138.875,142.375,146.649979711914,128.474979711914,NA,141.65,162.525,129.749979711914,138.624979711914,134.499979711914,141.249979711914,133.249979711914,171.375,162.1,126.341229711914,NA,145.29,0,0,0,0,0,0,3.37390778927951,22.5000686140061,0,62.0000251632128,881,5.63534381613503,0,0,1.00000676269531,143.562936183608,143.187049470125
"JASONWITTEN","Jason Witten","TE","DAL",97,142.496508173762,145.69,151.25,151.125,142.996590857799,141.621590857799,144.25,145.3625,148.625,126.371590857799,119.371590857799,144.371590857799,138.496590857799,133.621590857799,146.875,161.25,146.772840857799,NA,140.475,0.02,0,0.02,0,0,0,0,0,0,75.999920226304,861.000019944479,6.24998580381714,0,0,0.876136380733622,143.65824754902,142.496508173762
"STEVANRIDLEY","Stevan Ridley","RB","NE",98,140.155780784909,160.75,169.475,127.8,138.55,158.7,NA,148.0075,130.6,135.425,122.3,134,121.675,127.625,155.575,129.5,98.937,NA,132.7125,0.07,0,0.07,0,0,0,208.899956253241,921.5,7.93995165515216,7.9999576312228,55.0000066158382,0.165178337836016,0,0,2.5,137.968303921569,140.155780784909
"FREDJACKSON","Fred Jackson","RB","BUF",99,139.820623932617,138.54,157.325,142.65,141.400008814366,117.550008814366,NA,139.7025,175.125,133.625008814366,125.225008814366,149.625008814366,133.325008814366,149.375008814366,109.4,153.025,148.681258814366,NA,145.5,0.09,0,0.09,0,0,0,158.949971461424,677.499971754564,5.57941239858638,38.5000629898475,296.75,1.00006559187939,0,0,1.49999706187791,141.239862745098,139.820623932617
"PIERRETHOMAS","Pierre Thomas","RB","NO",100,139.736655852702,153.59,161.75,136.225,158.099741896665,129.624741896665,NA,145.4275,159.475,122.799741896665,117.874741896665,116.749741896665,119.299741896665,140.249741896665,132.325,150.325,172.698441896665,NA,132.5,0.06,0,0,0,0,0,122,490.500032328099,2.99993480278756,66.0000435691771,461.5,2.99996698441699,0,0,1.0000860344451,138.93321745098,139.736655852702
"MAURICEJONESDREW","Maurice Jones-Drew","RB","OAK",101,138.425564239859,136.97,154.4,128.4,144.808248546607,125.608248546607,NA,141.135,134.625,140.733248546607,134.783248546607,143.958248546607,117.433248546607,135.708248546607,159.825,157.65,133.515948546607,NA,136.55,0.03,0,0.02,0,0,0,190.000008765972,756.55,5.00001661167467,34.9999675331941,252.500034967545,0.999951942043404,0,0,1.5972504844642,139.637408627451,138.425564239859
"VERNONDAVIS","Vernon Davis","TE","SF",102,138.375226200052,74.47,145.25,155,137.625222412426,168.125222412426,170.375,150.075,172.125,130.375222412426,122.625222412426,134.500222412426,136.875222412426,124.125222412426,95.25,153.375,144.696472412426,NA,118.725,0,0,0,0,0,0,0,0,0,53.9999348851735,740.999995854875,8.00000071762785,0,0,0.749925862524743,138.320134803922,138.375226200052
"RUEBENRANDLE","Rueben Randle","WR","NYG",103,138.162724843002,120.74,142.35,145.85,146.099859764641,111.974859764641,0.6,135.175,127.35,125.974859764641,149.599859764641,151.474859764641,144.974859764641,121.099859764641,128.475,161.35,119.386109764641,NA,158.625,0,0,0,0,0,0,0,0,0,57.1299829212382,836.5,6.00006084639361,0.1,0,1.00004674511974,137.008921568627,138.162724843002
"GREGOLSEN","Greg Olsen","TE","CAR",104,136.124578579812,165.245,125.375,136.125,138.124908551966,132.999908551966,135.25,132.45,135,135.499908551966,116.999908551966,141.624908551966,137.874908551966,139.749908551966,118.25,145.375,134.602408551966,NA,141.725,0,0,0,0,0,0,0,0,0,71.5000642322743,818.99991808753,5.99994671115088,0,0,0.750030482678132,136.870040849673,136.124578579812
"CECILSHORTS","Cecil Shorts","WR","JAC",105,135.515141900665,213.375,NA,114.25,146.046448857225,137.296448857225,NA,123.3,159.85,124.546448857225,108.046448857225,132.046448857225,123.546448857225,120.796448857225,157.625,142.75,124.572698857225,NA,149.975,0,0,0,0,0,0,0,0,0,64.0150133101888,867.75,4.99999050723996,0,0,0.984517047591703,139.992550194597,135.515141900665
"KNOWSHONMORENO","Knowshon Moreno","RB","MIA",106,134.430621182768,145.2,148.875,124.125,133.674981721577,133.699981721577,NA,133.415,178.375,138.574981721577,108.074981721577,134.199981721577,99.2499817215775,144.199981721577,178.35,130.725,91.4914817215774,NA,145.55,0,0,0,0,0,0,160.499969258893,675,4.91001273899711,31.500071199842,259.000010188787,1.39926029226833,0,0,1.10000609280752,132.090774509804,134.430621182768
"DWAYNEBOWE","Dwayne Bowe","WR","KC",107,133.97520475879,143.645,130.15,127.525,128.524942959888,118.274942959888,0.4,130.1875,141.65,144.649942959888,118.899942959888,125.024942959888,134.399942959888,118.774942959888,146.5,152.375,134.099942959888,NA,145.1,0.01,0,0.01,0,0,0,0,0,0,64.5000467836175,841,5.11671029981698,0,0.2,0.75001901337078,135.384044117647,133.97520475879
"STEVENJACKSON","Steven Jackson","RB","ATL",108,133.244130421584,134.335,152.7,108.575,146.600167353494,151.325167353494,NA,134.1725,81.75,121.625167353494,110.625167353494,124.750167353494,137.950167353494,123.750167353494,161.225,152.675,147.857917353494,NA,155.65,0.02,0,0.02,0,0,0,179.000020556076,715.999972977621,5.65615766221286,32.0000410016802,221.654954719716,1.00002507618109,0,0,1.99994421550206,135.035995098039,133.244130421584
