"name","pos","name_fp","team_fp","positionRank_fp","overallRank_fp","pts_fp","passAtt_fp","passComp_fp","passYds_fp","passTds_fp","passInt_fp","rushAtt_fp","rushYds_fp","rushTds_fp","rec_fp","recYds_fp","recTds_fp","returnTds_fp","twoPts_fp","fumbles_fp"
"WILLTAUFOOU","RB","Will Ta'ufo'ou","JAC",150,549,5.6,NA,NA,NA,NA,NA,4,14,0,7.5,41.5,0,NA,NA,0
"EVANROYSTER","RB","Evan Royster","WAS",151,553,5.5,NA,NA,NA,NA,NA,9,38.3,0,2.3,16.5,0,NA,NA,0
"KAMARAIKEN","WR","Kamar Aiken","BAL",207,553,5.5,NA,NA,NA,NA,NA,0,0,0,3.8,54.8,0,NA,NA,0
"RUSSELLSHEPARD","WR","Russell Shepard","TB",208,555,5.4,NA,NA,NA,NA,NA,0,0,0,4.5,54,0,NA,NA,0
"MICHAELCOX","RB","Michael Cox","NYG",152,556,5.3,NA,NA,NA,NA,NA,7.5,33,0,2.5,19.5,0,NA,NA,0
"DAVIDJOHNSON","TE","David Johnson","SD",102,557,5,NA,NA,NA,NA,NA,NA,NA,NA,5.3,50.3,0,NA,NA,0
"JACKDOYLE","TE","Jack Doyle","IND",102,557,5,NA,NA,NA,NA,NA,NA,NA,NA,5,49.5,0,NA,NA,0
"RYANTAYLOR","TE","Ryan Taylor","GB",102,557,5,NA,NA,NA,NA,NA,NA,NA,NA,3.8,49.5,0,NA,NA,0
"JAYPROSCH","RB","Jay Prosch","HOU",153,560,4.9,NA,NA,NA,NA,NA,7,28,0,3,21,0,NA,NA,0
"JEREMYROSS","WR","Jeremy Ross","DET",209,560,4.9,NA,NA,NA,NA,NA,0,0,0,3.8,48.8,0,NA,NA,0
"MICKEYSHULER","TE","Mickey Shuler","ATL",105,560,4.9,NA,NA,NA,NA,NA,NA,NA,NA,4.5,49,0,NA,NA,0
"DANIELFELLS","TE","Daniel Fells","NYG",106,563,4.8,NA,NA,NA,NA,NA,NA,NA,NA,4.5,47.5,0,NA,NA,0
"KONRADREULAND","TE","Konrad Reuland",NA,107,564,4.7,NA,NA,NA,NA,NA,NA,NA,NA,5,47,0,NA,NA,0
"BRANDONTATE","WR","Brandon Tate","CIN",210,565,4.5,NA,NA,NA,NA,NA,0,0,0,5.3,65.3,0,NA,NA,1
"LUKESTOCKER","TE","Luke Stocker","TB",108,566,4.4,NA,NA,NA,NA,NA,NA,NA,NA,3.5,43.5,0,NA,NA,0
"BRADSMITH","WR","Brad Smith","PHI",211,567,4.1,NA,NA,NA,NA,NA,0,0,0,3,40.5,0,NA,NA,0
"DARRENFELLS","TE","Darren Fells","ARI",109,567,4.1,NA,NA,NA,NA,NA,NA,NA,NA,3.8,40.5,0,NA,NA,0
"MATTHEWMULLIGAN","TE","Matthew Mulligan","CHI",109,567,4.1,NA,NA,NA,NA,NA,NA,NA,NA,3.8,40.5,0,NA,NA,0
"MIKEMCNEILL","TE","Mike McNeill","CAR",111,570,4,NA,NA,NA,NA,NA,NA,NA,NA,3,39.8,0,NA,NA,0
"PATEDWARDS","WR","Pat Edwards","DET",212,570,4,NA,NA,NA,NA,NA,0,0,0,3,39.8,0,NA,NA,0
"ERICPAGE","WR","Eric Page","TB",213,572,3.6,NA,NA,NA,NA,NA,0,0,0,3,51,0,NA,NA,0.8
"MICHAELPALMER","TE","Michael Palmer","PIT",112,572,3.6,NA,NA,NA,NA,NA,NA,NA,NA,4,35.5,0,NA,NA,0
"TARVARISJACKSON","QB","Tarvaris Jackson","SEA",61,572,3.6,10,6,67,0,0,4,9,0,NA,NA,NA,NA,NA,0
"ANDREWSZCZERBA","TE","Andrew Szczerba","ATL",113,575,3.2,NA,NA,NA,NA,NA,NA,NA,NA,3,32.3,0,NA,NA,0
"COREYFULLER","WR","Corey Fuller","DET",214,575,3.2,NA,NA,NA,NA,NA,0,0,0,2.3,32.3,0,NA,NA,0
"KASSIMOSGOOD","WR","Kassim Osgood","SF",214,575,3.2,NA,NA,NA,NA,NA,0,0,0,2.3,32.3,0,NA,NA,0
"MIGUELMAYSONET","RB","Miguel Maysonet","PIT",154,575,3.2,NA,NA,NA,NA,NA,6.8,28.5,0,0.8,3,0,NA,NA,0
"BRANDONBARDEN","TE","Brandon Barden","JAC",114,579,3.1,NA,NA,NA,NA,NA,NA,NA,NA,2.3,30.8,0,NA,NA,0
"BROCKOSWEILER","QB","Brock Osweiler","DEN",62,580,2.9,10.5,6.3,72.5,0,0,1.3,0.3,0,NA,NA,NA,NA,NA,0
"MARCMARIANI","WR","Marc Mariani","TEN",216,581,2.8,NA,NA,NA,NA,NA,0,0,0,2.3,27.8,0,NA,NA,0
"MARQUEISGRAY","TE","MarQueis Gray","CLE",115,581,2.8,NA,NA,NA,NA,NA,NA,NA,NA,3.5,27.5,0,NA,NA,0
"ROBERTHUGHES","RB","Robert Hughes","ARI",155,583,2.7,NA,NA,NA,NA,NA,3.8,12.8,0,2.3,14.3,0,NA,NA,0
"EMILIGWENAGU","TE","Emil Igwenagu","PHI",116,584,2.5,NA,NA,NA,NA,NA,NA,NA,NA,3,24.8,0,NA,NA,0
"LONNIEPRYOR","RB","Lonnie Pryor","TB",156,585,2.3,NA,NA,NA,NA,NA,2.3,6.8,0,3,15.8,0,NA,NA,0
"RICHARDGORDON","TE","Richard Gordon","KC",117,585,2.3,NA,NA,NA,NA,NA,NA,NA,NA,2.3,23.3,0,NA,NA,0
"CHRISTIANPONDER","QB","Christian Ponder","MIN",63,587,2.2,10,5,55,0,0,3,0,0,NA,NA,NA,NA,NA,0
"MATTHASSELBECK","QB","Matt Hasselbeck","IND",64,588,2.1,8,4.5,51.5,0,0,1,0,0,NA,NA,NA,NA,NA,0
"TEDBOLSER","TE","Ted Bolser","WAS",118,589,1.2,NA,NA,NA,NA,NA,NA,NA,NA,2.3,12,0,NA,NA,0
"RICHIEBROCKEL","TE","Richie Brockel","CAR",119,590,1.1,NA,NA,NA,NA,NA,NA,NA,NA,2.3,10.5,0,NA,NA,0
"BRADSMELLEY","TE","Brad Smelley","HOU",120,591,0.9,NA,NA,NA,NA,NA,NA,NA,NA,1.5,9,0,NA,NA,0
"BRANDONWILLIAMS","TE","Brandon Williams","ARI",120,591,0.9,NA,NA,NA,NA,NA,NA,NA,NA,1.5,9,0,NA,NA,0
"DREWSTANTON","QB","Drew Stanton","ARI",65,593,0.8,2.5,1.5,21,0,0,0,0,0,NA,NA,NA,NA,NA,0
"SPENCERWARE","RB","Spencer Ware","SEA",157,593,0.8,NA,NA,NA,NA,NA,2.3,7.5,0,0,0,0,NA,NA,0
"RYANMALLETT","QB","Ryan Mallett","NE",66,595,0.5,2.5,1.5,15.5,0,0,1,-1.5,0,NA,NA,NA,NA,NA,0
"TAYLORYATES","QB","Taylor Yates","ATL",66,595,0.5,1.5,1,11,0,0,0.5,1,0,NA,NA,NA,NA,NA,0
"AARONMURRAY","QB","Aaron Murray","KC",68,597,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"AJMCCARRON","QB","AJ McCarron","CIN",68,597,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"BRADSORENSEN","QB","Brad Sorensen","SD",68,597,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"CIERREWOOD","RB","Cierre Wood","BAL",158,597,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0
"COLTMCCOY","QB","Colt McCoy","WAS",68,597,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"CURTISPAINTER","QB","Curtis Painter","NYG",68,597,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"DAMIENWILLIAMS","RB","Damien Williams","MIA",158,597,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0
"DANORLOVSKY","QB","Dan Orlovsky","DET",68,597,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"DEJIKARIM","RB","Deji Karim",NA,158,597,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0
"FOZZYWHITTAKER","RB","Fozzy Whittaker","CAR",158,597,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0
"JIMMYGAROPPOLO","QB","Jimmy Garoppolo","NE",68,597,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"KELLENCLEMENS","QB","Kellen Clemens","SD",68,597,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"LANDRYJONES","QB","Landry Jones","PIT",68,597,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"LOGANTHOMAS","QB","Logan Thomas","ARI",68,597,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"LUKEMCCOWN","QB","Luke McCown","NO",68,597,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"MATTBARKLEY","QB","Matt Barkley","PHI",68,597,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"MATTMCGLOIN","QB","Matt McGloin","OAK",68,597,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"RYANNASSIB","QB","Ryan Nassib","NYG",68,597,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"SCOTTTOLZIEN","QB","Scott Tolzien","GB",68,597,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"TYLERBRAY","QB","Tyler Bray","KC",68,597,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
