"name","pos","name_accu","team_accu","positionRank_accu","overallRank_accu","pts_accu","passAtt_accu","passComp_accu","passYds_accu","passTds_accu","passInt_accu","rushAtt_accu","rushYds_accu","rushTds_accu","rec_accu","recYds_accu","recTds_accu","returnTds_accu","twoPts_accu","fumbles_accu"
"TAVONAUSTIN","WR","Tavon Austin","STL",83,529,47.9,NA,NA,NA,NA,NA,NA,NA,NA,21.8,254,2.23,NA,NA,2.95
"DJWILLIAMS","LB","D.J. Williams","CHI",87,530,47.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VANCEWALKER","DL","Vance Walker","KC",54,530,47.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PATANGERER","LB","Pat Angerer","IND",88,532,47.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MILESBURRIS","LB","Miles Burris","OAK",88,532,47.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HENRYMELTON","DL","Henry Melton","DAL",55,534,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IKETAYLOR","DB","Ike Taylor","PIT",122,534,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COLINMCCARTHY","LB","Colin McCarthy","TEN",90,536,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRUCECARTER","LB","Bruce Carter","DAL",91,537,46.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ERNIESIMS","LB","Ernie Sims","ARI",91,537,46.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULLENJENKINS","DL","Cullen Jenkins","NYG",56,537,46.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MILESAUSTIN","WR","Miles Austin","CLE",84,540,46.5,NA,NA,NA,NA,NA,NA,NA,NA,33,389,1.36,NA,NA,0.28
"PATSIMS","DL","Pat Sims","OAK",57,541,46.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COREYWOOTTON","DL","Corey Wootton","MIN",58,542,46.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LINVALJOSEPH","DL","Linval Joseph","MIN",58,542,46.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DREKIRKPATRICK","DB","Dre Kirkpatrick","CIN",123,542,46.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SHAREECEWRIGHT","DB","Shareece Wright","SD",123,542,46.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADRIANWILSON","DB","Adrian Wilson","CHI",123,542,46.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIKEDANIELS","DL","Mike Daniels","GB",60,547,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VONTAEDAVIS","DB","Vontae Davis","IND",126,547,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YEREMIAHBELL","DB","Yeremiah Bell","ARI",127,549,45.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CASSIUSVAUGHN","DB","Cassius Vaughn","IND",128,550,45.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANTANAMOSS","WR","Santana Moss","WAS",85,551,45.4,NA,NA,NA,NA,NA,NA,NA,NA,28.1,313,2.36,NA,NA,0.56
"STEVEGREGORY","DB","Steve Gregory","NE",129,552,45.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TYSONALUALU","DL","Tyson Alualu","JAC",61,553,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISCANTY","DL","Chris Canty","BAL",62,554,44.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KYLEWILSON","DB","Kyle Wilson","NYJ",130,554,44.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDONMERIWEATHER","DB","Brandon Meriweather","WAS",130,554,44.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WALLACEGILBERRY","DL","Wallace Gilberry","CIN",63,557,44.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARLOSROGERS","DB","Carlos Rogers","OAK",132,558,44.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COREYWHITE","DB","Corey White","NO",133,559,44.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROMANHARPER","DB","Roman Harper","CAR",133,559,44.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SHILOHKEO","DB","Shiloh Keo","HOU",135,561,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JARONBROWN","WR","Jaron Brown","ARI",86,562,43.9,NA,NA,NA,NA,NA,NA,NA,NA,26.6,350,1.56,NA,NA,0.24
"STEPHENNICHOLAS","LB","Stephen Nicholas","ATL",93,563,43.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PERNELLMCPHEE","LB","Pernell McPhee","BAL",94,564,43.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JASONHATCHER","DL","Jason Hatcher","WAS",64,564,43.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GEORGEILOKA","DB","George Iloka","CIN",136,566,43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RYANMUNDY","DB","Ryan Mundy","CHI",136,566,43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATHIASKIWANUKA","DL","Mathias Kiwanuka","NYG",65,568,43.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRIANROBISON","DL","Brian Robison","MIN",66,569,43.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEREKWOLFE","DL","Derek Wolfe","DEN",67,570,43.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRETTKEISEL","DL","Brett Keisel","PIT",67,570,43.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JUSTINSMITH","DL","Justin Smith","SF",67,570,43.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KENDALLREYES","DL","Kendall Reyes","SD",70,573,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MALIKJACKSON","DL","Malik Jackson","DEN",70,573,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KROYBIERMANN","LB","Kroy Biermann","ATL",95,575,42.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ERIKWALDEN","LB","Erik Walden","IND",96,576,42.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DWAYNEHARRIS","WR","Dwayne Harris","DAL",87,577,42.5,NA,NA,NA,NA,NA,NA,NA,NA,11.1,146,1.54,NA,NA,1.83
"MARQUISEGOODWIN","WR","Marquise Goodwin","BUF",87,577,42.5,NA,NA,NA,NA,NA,NA,NA,NA,20.2,324,1.29,NA,NA,0.57
"JEFFCUMBERLAND","TE","Jeff Cumberland","NYJ",32,579,42.4,NA,NA,NA,NA,NA,NA,NA,NA,29.5,340,1.48,NA,NA,0.26
"RASHEANMATHIS","DB","Rashean Mathis","DET",138,579,42.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRYCEBROWN","RB","Bryce Brown","BUF",60,581,42.3,NA,NA,NA,NA,NA,61.7,267,1.84,5.7,43,0.23,NA,NA,0.63
"ZIGGYHOOD","DL","Ziggy Hood","JAC",72,581,42.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VINCENTREY","LB","Vincent Rey","CIN",97,583,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEKODAWATSON","LB","Dekoda Watson","JAC",98,584,41.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RICARDOSILVA","DB","Ricardo Silva","CAR",139,585,41.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AJJENKINS","WR","A.J. Jenkins","KC",89,586,41.5,NA,NA,NA,NA,NA,NA,NA,NA,21,365,0.91,NA,NA,0.2
"AARONROSS","DB","Aaron Ross","BAL",140,587,41.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ERICWRIGHT","DB","Eric Wright","SF",141,588,41.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIKEADAMS","DB","Mike Adams","IND",141,588,41.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HALOTINGATA","DL","Haloti Ngata","BAL",73,590,41.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EVERSONGRIFFEN","DL","Everson Griffen","MIN",74,591,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DWIGHTBENTLEY","DB","Dwight Bentley","DET",143,591,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JARRETJOHNSON","LB","Jarret Johnson","SD",99,593,40.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TERRANCEKNIGHTON","DL","Terrance Knighton","DEN",75,593,40.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JONATHANBABINEAUX","DL","Jonathan Babineaux","ATL",76,595,40.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROPATIPITOITUA","DL","Ropati Pitoitua","TEN",76,595,40.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RANDYSTARKS","DL","Randy Starks","MIA",78,597,40.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LEGARRETTEBLOUNT","RB","LeGarrette Blount","PIT",61,598,40.2,NA,NA,NA,NA,NA,33.1,186,1.74,6.3,58,0.26,NA,NA,0.47
"QUINTINMIKELL","DB","Quintin Mikell","CAR",144,598,40.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MELVININGRAM","LB","Melvin Ingram","SD",100,600,39.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REGGIEWALKER","LB","Reggie Walker","SD",100,600,39.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AKIEMHICKS","DL","Akiem Hicks","NO",79,600,39.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BILLYWINN","DL","Billy Winn","CLE",79,600,39.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISCOOK","DB","Chris Cook","SF",145,600,39.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JACQUIANWILLIAMS","LB","Jacquian Williams","NYG",102,605,39.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANTWANBARNES","LB","Antwan Barnes","NYJ",102,605,39.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TERENCENEWMAN","DB","Terence Newman","CIN",146,605,39.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEREKCOX","DB","Derek Cox","MIN",147,608,39.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JABARIGREER","DB","Jabari Greer","NO",147,608,39.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AHTYBARUBIN","DL","Ahtyba Rubin","CLE",81,610,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARTHURJONES","DL","Arthur Jones","IND",82,611,38.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DARNELLDOCKETT","DL","Darnell Dockett","ARI",83,612,38.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEITHTANDY","DB","Keith Tandy","TB",149,613,38.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COREYWEBSTER","DB","Corey Webster","NYG",149,613,38.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOEMAYS","LB","Joe Mays","KC",104,615,38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LONDONFLETCHER","LB","London Fletcher","WAS",105,616,38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PATRICKCHUNG","DB","Patrick Chung","NE",151,616,38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SHEAMCCLELLIN","DL","Shea McClellin","CHI",84,618,38.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EUGENESIMS","LB","Eugene Sims","STL",106,619,37.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THEORIDDICK","RB","Theo Riddick","DET",62,620,37.5,NA,NA,NA,NA,NA,32,182,2.24,6.5,48,0.29,NA,NA,0.38
"COREYPETERS","DL","Corey Peters","ATL",85,620,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEVINWALTER","WR","Kevin Walter","TEN",90,622,37.4,NA,NA,NA,NA,NA,NA,NA,NA,27.5,309,1.2,NA,NA,0.37
"BRANDONBROWNER","DB","Brandon Browner","NE",152,623,37.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STERLINGMOORE","DB","Sterling Moore","DAL",152,623,37.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KYLEWILLIAMS","WR","Kyle Williams","KC",91,625,37.1,NA,NA,NA,NA,NA,NA,NA,NA,23.4,261,0.94,NA,NA,4.81
"JOSHBYNES","LB","Josh Bynes","BAL",107,626,36.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRANKZOMBO","LB","Frank Zombo","KC",108,627,36.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLINTONMCDONALD","DL","Clinton McDonald","TB",86,628,36.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANTONIOSMITH","DL","Antonio Smith","OAK",87,629,36.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DALLASCLARK","TE","Dallas Clark","BAL",33,630,36.4,NA,NA,NA,NA,NA,NA,NA,NA,30.1,272,1.63,NA,NA,0.28
"MARIOMANNINGHAM","WR","Mario Manningham","NYG",92,631,36.2,NA,NA,NA,NA,NA,NA,NA,NA,27,300,1.18,NA,NA,0.47
"DAVONHOUSE","DB","Davon House","GB",154,631,36.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GEORGESELVIE","DL","George Selvie","DAL",88,633,36.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GREGTOLER","DB","Greg Toler","IND",155,633,36.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JONATHANGRIMES","RB","Jonathan Grimes","HOU",63,635,35.8,NA,NA,NA,NA,NA,30.3,126,1.04,14.7,151,0.63,NA,NA,0.93
"AARONDOBSON","WR","Aaron Dobson","NE",93,635,35.8,NA,NA,NA,NA,NA,NA,NA,NA,23.3,279,1.43,NA,NA,0.37
"NNAMDIASOMUGHA","DB","Nnamdi Asomugha","SF",156,635,35.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VICTORBUTLER","LB","Victor Butler","NO",109,638,35.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QUINTINDEMPS","DB","Quintin Demps","NYG",157,639,35.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALEXCARRINGTON","DL","Alex Carrington","STL",89,640,35.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CEDRICTHORNTON","DL","Cedric Thornton","PHI",89,640,35.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROYHELU","RB","Roy Helu","WAS",64,642,35.2,NA,NA,NA,NA,NA,31.5,165,1.88,7.7,61,0.39,NA,NA,0.48
"AKEEMJORDAN","LB","Akeem Jordan","WAS",110,642,35.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WILLSMITH","DL","Will Smith","NE",91,644,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TYSONJACKSON","DL","Tyson Jackson","ATL",92,645,34.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROBERTTURBIN","RB","Robert Turbin","SEA",65,646,34.8,NA,NA,NA,NA,NA,52.1,177,0.98,10.7,91,0.5,NA,NA,0.57
"ANTHONYMCCOY","TE","Anthony McCoy","SEA",34,646,34.8,NA,NA,NA,NA,NA,NA,NA,NA,15.1,224,2.11,NA,NA,0.14
"RAFAELBUSH","DB","Rafael Bush","NO",158,648,34.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAYMCDONALD","DL","Ray McDonald","SF",93,649,34.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAMARISJOHNSON","WR","Damaris Johnson","PHI",94,650,34.5,NA,NA,NA,NA,NA,NA,NA,NA,19.4,245,0.94,NA,NA,1.09
"EARLMITCHELL","DL","Earl Mitchell","MIA",94,650,34.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISCLEMONS","DL","Chris Clemons","JAC",94,650,34.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GARRETTMCINTYRE","LB","Garrett McIntyre","NYJ",111,653,34.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOMMYKELLY","DL","Tommy Kelly","NE",96,653,34.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEANLISSEMORE","DL","Sean Lissemore","SD",97,655,34.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KAVELLCONNER","LB","Kavell Conner","SD",112,656,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JERRELJERNIGAN","WR","Jerrel Jernigan","NYG",95,657,33.6,NA,NA,NA,NA,NA,NA,NA,NA,21.4,270,1.2,NA,NA,0.29
"DAVIDAUSBERRY","TE","David Ausberry","OAK",35,657,33.6,NA,NA,NA,NA,NA,NA,NA,NA,29.1,265,1.26,NA,NA,0.25
"QUENTINGROVES","LB","Quentin Groves","CLE",113,659,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTASIATA","RB","Matt Asiata","MIN",66,660,33.3,NA,NA,NA,NA,NA,42.2,185,1.91,6.8,28,0.29,NA,NA,0.58
"JASONAVANT","WR","Jason Avant","CAR",96,661,33.2,NA,NA,NA,NA,NA,NA,NA,NA,26.2,281,0.95,NA,NA,0.31
"HARUKINAKAMURA","DB","Haruki Nakamura","CAR",159,662,33.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOHAMEDSANU","WR","Mohamed Sanu","CIN",97,663,33,NA,NA,NA,NA,NA,NA,NA,NA,22.9,254,1.35,NA,NA,0.24
"JACOBYJONES","WR","Jacoby Jones","BAL",98,664,32.8,NA,NA,NA,NA,NA,NA,NA,NA,4.5,52,0.25,NA,NA,1.34
"JASONHUNTER","DL","Jason Hunter","OAK",98,664,32.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DWIGHTLOWERY","DB","Dwight Lowery","ATL",160,666,32.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VICKBALLARD","RB","Vick Ballard","IND",67,667,32.1,NA,NA,NA,NA,NA,56.9,212,1.15,4.4,35,0.3,NA,NA,0.57
"SPENCERPAYSINGER","LB","Spencer Paysinger","NYG",114,668,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JORDANBABINEAUX","DB","Jordan Babineaux","ATL",161,668,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DESMONDBRYANT","DL","Desmond Bryant","CLE",99,670,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEVINWILLIAMS","DL","Kevin Williams","SEA",99,670,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDONGRAHAM","DL","Brandon Graham","PHI",101,672,31.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JASPERBRINKLEY","LB","Jasper Brinkley","MIN",115,673,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KENBRELLTHOMPKINS","WR","Kenbrell Thompkins","NE",99,674,31.4,NA,NA,NA,NA,NA,NA,NA,NA,18.4,248,1.15,NA,NA,0.18
"GLENNDORSEY","DL","Glenn Dorsey","SF",102,674,31.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRICEMCCAIN","DB","Brice McCain","PIT",162,676,31.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACESANDERS","WR","Ace Sanders","JAC",100,677,31.1,NA,NA,NA,NA,NA,NA,NA,NA,22.2,225,0.98,NA,NA,0.8
"KELVINSHEPPARD","LB","Kelvin Sheppard","IND",116,678,30.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEFFTARPINIAN","LB","Jeff Tarpinian","HOU",116,678,30.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JERRONMCMILLIAN","DB","Jerron McMillian","KC",163,678,30.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KELVINHAYDEN","DB","Kelvin Hayden","CHI",163,678,30.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PERIAJERRY","DL","Peria Jerry","ATL",103,682,30.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANTOINECASON","DB","Antoine Cason","CAR",165,683,30.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MICHAELROBINSON","RB","Michael Robinson","SEA",68,684,30,NA,NA,NA,NA,NA,2.8,6,0.04,14,181,1.87,NA,NA,0.13
"WILLALLEN","DB","Will Allen","PIT",166,685,29.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDONGIBSON","WR","Brandon Gibson","MIA",101,686,29.8,NA,NA,NA,NA,NA,NA,NA,NA,18.5,234,1.13,NA,NA,0.17
"REEDDOUGHTY","DB","Reed Doughty","WAS",167,686,29.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARTHURMOATS","LB","Arthur Moats","PIT",118,688,29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARCUSSHERELS","DB","Marcus Sherels","MIN",168,689,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDONMEBANE","DL","Brandon Mebane","SEA",104,690,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EJBIGGERS","DB","E.J. Biggers","WAS",169,690,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RICHARDGORDON","TE","Richard Gordon","KC",36,692,29,NA,NA,NA,NA,NA,NA,NA,NA,15.1,163,2.14,NA,NA,0.1
"WILLWITHERSPOON","LB","Will Witherspoon","STL",119,692,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DANWILLIAMS","DL","Dan Williams","ARI",105,694,28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GEORGEWILSON","DB","George Wilson","TEN",170,694,28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHAMPBAILEY","DB","Champ Bailey","NO",171,696,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LARODSTEPHENSHOWLING","RB","LaRod Stephens-Howling","PIT",69,697,28.6,NA,NA,NA,NA,NA,38.8,111,0.85,14.2,95,0.62,NA,NA,0.46
"KEITHRIVERS","LB","Keith Rivers","BUF",120,697,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LETROYGUION","DL","Letroy Guion","GB",106,697,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANTHONYSHERMAN","RB","Anthony Sherman","KC",70,700,28.4,NA,NA,NA,NA,NA,1.4,2,0.01,19.4,185,1.77,NA,NA,0.48
"TYLEREIFERT","TE","Tyler Eifert","CIN",37,700,28.4,NA,NA,NA,NA,NA,NA,NA,NA,20.6,228,1.02,NA,NA,0.21
"CORYREDDING","DL","Cory Redding","IND",107,700,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NIGELBRADHAM","LB","Nigel Bradham","BUF",121,703,28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOMATAPEKO","DL","Domata Peko","CIN",108,703,28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRIFFWHALEN","WR","Griff Whalen","IND",102,705,28.2,NA,NA,NA,NA,NA,NA,NA,NA,15,184,1.09,NA,NA,0.47
"JOHNCARLSON","TE","John Carlson","ARI",38,706,28,NA,NA,NA,NA,NA,NA,NA,NA,24.2,223,1.07,NA,NA,0.35
"JAMESHARRISON","LB","James Harrison","CIN",122,706,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTGIORDANO","DB","Matt Giordano","STL",172,706,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
