"name","pos","name_fftoday","team_fftoday","positionRank_fftoday","overallRank_fftoday","pts_fftoday","passAtt_fftoday","passComp_fftoday","passYds_fftoday","passTds_fftoday","passInt_fftoday","rushAtt_fftoday","rushYds_fftoday","rushTds_fftoday","rec_fftoday","recYds_fftoday","recTds_fftoday","returnTds_fftoday","twoPts_fftoday","fumbles_fftoday"
"BRIANHARTLINE","WR","Brian Hartline","MIA",70,193,67.4,NA,NA,NA,NA,NA,0,0,0,44,554,2,NA,NA,NA
"SCOTTCHANDLER","TE","Scott Chandler","BUF",30,194,65.5,NA,NA,NA,NA,NA,NA,NA,NA,40,415,4,NA,NA,NA
"MICHAELFLOYD","WR","Michael Floyd","ARI",71,195,64.9,NA,NA,NA,NA,NA,3,13,0,34,456,3,NA,NA,NA
"TONYMOEAKI","TE","Tony Moeaki","KC",31,196,63.9,NA,NA,NA,NA,NA,NA,NA,NA,42,459,3,NA,NA,NA
"BRANDONSTOKLEY","WR","Brandon Stokley","DEN",72,197,63.6,NA,NA,NA,NA,NA,0,0,0,32,456,3,NA,NA,NA
"STEVESMITH","WR","Steve Smith","STL",73,198,62.6,NA,NA,NA,NA,NA,0,0,0,34,446,3,NA,NA,NA
"BERNARDPIERCE","RB","Bernard Pierce","BAL",60,199,61.9,NA,NA,NA,NA,NA,88,387,2,14,112,0,NA,NA,NA
"MONTARIOHARDESTY","RB","Montario Hardesty","CLE",61,200,60.9,NA,NA,NA,NA,NA,108,442,1,18,107,0,NA,NA,NA
"DONALDJONES","WR","Donald Jones","BUF",74,201,60.5,NA,NA,NA,NA,NA,0,0,0,32,425,3,NA,NA,NA
"ROBERTTURBIN","RB","Robert Turbin","SEA",62,202,59.4,NA,NA,NA,NA,NA,89,409,2,9,65,0,NA,NA,NA
"PRESTONPARKER","WR","Preston Parker","TB",75,203,58.5,NA,NA,NA,NA,NA,0,0,0,35,465,2,NA,NA,NA
"STEVEBREASTON","WR","Steve Breaston","KC",76,204,57.6,NA,NA,NA,NA,NA,1,7,0,29,389,3,NA,NA,NA
"MARCELREECE","RB","Marcel Reece","OAK",63,205,57,NA,NA,NA,NA,NA,45,165,0,55,345,1,NA,NA,NA
"EDDIEROYAL","WR","Eddie Royal","SD",77,205,57,NA,NA,NA,NA,NA,6,33,0,30,417,2,NA,NA,NA
"JOSHGORDON","WR","Josh Gordon","CLE",78,207,56.6,NA,NA,NA,NA,NA,0,0,0,35,446,2,NA,NA,NA
"TONYSCHEFFLER","TE","Tony Scheffler","DET",32,208,56.2,NA,NA,NA,NA,NA,NA,NA,NA,33,382,3,NA,NA,NA
"VICKBALLARD","RB","Vick Ballard","IND",64,209,55.9,NA,NA,NA,NA,NA,87,357,2,14,82,0,NA,NA,NA
"LEONARDHANKERSON","WR","Leonard Hankerson","WAS",79,210,54.5,NA,NA,NA,NA,NA,0,0,0,23,365,3,NA,NA,NA
"JASONAVANT","WR","Jason Avant","PHI",80,211,53.3,NA,NA,NA,NA,NA,0,0,0,26,413,2,NA,NA,NA
"ALSHONJEFFERY","WR","Alshon Jeffery","CHI",81,212,53.2,NA,NA,NA,NA,NA,0,0,0,26,412,2,NA,NA,NA
"JAMESSTARKS","RB","James Starks","GB",65,213,52.2,NA,NA,NA,NA,NA,76,320,2,12,82,0,NA,NA,NA
"ALEXGREEN","RB","Alex Green","GB",66,214,51.9,NA,NA,NA,NA,NA,58,245,1,24,154,1,NA,NA,NA
"JAVONRINGER","RB","Javon Ringer","TEN",67,215,51,NA,NA,NA,NA,NA,56,265,2,16,125,0,NA,NA,NA
"JASONSNELLING","RB","Jason Snelling","ATL",68,216,50.5,NA,NA,NA,NA,NA,41,195,1,23,190,1,NA,NA,NA
"MOHAMEDMASSAQUOI","WR","Mohamed Massaquoi","CLE",82,217,49.6,NA,NA,NA,NA,NA,0,0,0,25,376,2,NA,NA,NA
"DOUGBALDWIN","WR","Doug Baldwin","SEA",82,217,49.6,NA,NA,NA,NA,NA,0,0,0,36,436,1,NA,NA,NA
"LANCEBALL","RB","Lance Ball","DEN",69,219,48.7,NA,NA,NA,NA,NA,61,257,2,15,110,0,NA,NA,NA
"MICHAELJENKINS","WR","Michael Jenkins","MIN",84,219,48.7,NA,NA,NA,NA,NA,0,0,0,29,367,2,NA,NA,NA
"DENNISPITTA","TE","Dennis Pitta","BAL",33,221,48.5,NA,NA,NA,NA,NA,NA,NA,NA,28,305,3,NA,NA,NA
"RONNIEBROWN","RB","Ronnie Brown","SD",70,222,47.7,NA,NA,NA,NA,NA,76,305,2,8,52,0,NA,NA,NA
"DEVINHESTER","WR","Devin Hester","CHI",85,223,47.6,NA,NA,NA,NA,NA,0,0,0,24,356,2,NA,NA,NA
"HARRYDOUGLAS","WR","Harry Douglas","ATL",86,224,47.5,NA,NA,NA,NA,NA,0,0,0,28,355,2,NA,NA,NA
"KELLENDAVIS","TE","Kellen Davis","CHI",34,224,47.5,NA,NA,NA,NA,NA,NA,NA,NA,30,355,2,NA,NA,NA
"LAVONBRAZILL","WR","LaVon Brazill","IND",87,226,47,NA,NA,NA,NA,NA,0,0,0,29,350,2,NA,NA,NA
"BRANDONMYERS","TE","Brandon Myers","OAK",35,227,46.5,NA,NA,NA,NA,NA,NA,NA,NA,30,345,2,NA,NA,NA
"KEVINBOSS","TE","Kevin Boss","KC",35,227,46.5,NA,NA,NA,NA,NA,NA,NA,NA,28,285,3,NA,NA,NA
"NICKFOLES","QB","Nick Foles","PHI",36,229,45.8,93,55,642,3,1,7,17,0,NA,NA,NA,NA,NA,NA
"VINCENTBROWN","WR","Vincent Brown","SD",88,230,45.7,NA,NA,NA,NA,NA,1,11,0,21,326,2,NA,NA,NA
"DONNIEAVERY","WR","Donnie Avery","IND",89,231,45.5,NA,NA,NA,NA,NA,0,0,0,25,335,2,NA,NA,NA
"JEREMYSHOCKEY","TE","Jeremy Shockey","FA",37,231,45.5,NA,NA,NA,NA,NA,NA,NA,NA,30,335,2,NA,NA,NA
"MATTHASSELBECK","QB","Matt Hasselbeck","TEN",37,233,45.4,81,49,556,4,3,4,16,0,NA,NA,NA,NA,NA,NA
"RODSTREATER","WR","Rod Streater","OAK",90,234,45.3,NA,NA,NA,NA,NA,0,0,0,22,333,2,NA,NA,NA
"MIKETOLBERT","RB","Mike Tolbert","CAR",71,235,44.9,NA,NA,NA,NA,NA,19,84,2,28,185,1,NA,NA,NA
"ROBERTHOUSLER","TE","Robert Housler","ARI",38,236,44.5,NA,NA,NA,NA,NA,NA,NA,NA,32,325,2,NA,NA,NA
"JOELDREESSEN","TE","Joel Dreessen","DEN",38,236,44.5,NA,NA,NA,NA,NA,NA,NA,NA,28,325,2,NA,NA,NA
"MARIOMANNINGHAM","WR","Mario Manningham","SF",91,238,44.4,NA,NA,NA,NA,NA,0,0,0,21,324,2,NA,NA,NA
"LEGEDUNAANEE","WR","Legedu Naanee","MIA",92,239,44.2,NA,NA,NA,NA,NA,0,0,0,27,382,1,NA,NA,NA
"CHAZSCHILENS","WR","Chaz Schilens","NYJ",93,240,43.9,NA,NA,NA,NA,NA,0,0,0,24,319,2,NA,NA,NA
"BILALPOWELL","RB","Bilal Powell","NYJ",72,241,43.8,NA,NA,NA,NA,NA,50,245,1,16,133,0,NA,NA,NA
"LARODSTEPHENSHOWLING","RB","LaRod Stephens-Howling","ARI",73,242,43.4,NA,NA,NA,NA,NA,47,189,0,35,245,0,NA,NA,NA
"DIONLEWIS","RB","Dion Lewis","PHI",74,243,42.9,NA,NA,NA,NA,NA,54,245,2,8,64,0,NA,NA,NA
"BRANDONJACOBS","RB","Brandon Jacobs","SF",75,244,42.8,NA,NA,NA,NA,NA,39,188,4,0,0,0,NA,NA,NA
"EARLYDOUCET","WR","Early Doucet","ARI",94,245,42.3,NA,NA,NA,NA,NA,1,4,0,23,299,2,NA,NA,NA
"JULIANEDELMAN","WR","Julian Edelman","NE",95,246,42.2,NA,NA,NA,NA,NA,0,0,0,27,362,1,NA,NA,NA
"BRADSMITH","WR","Brad Smith","BUF",96,247,42,NA,NA,NA,NA,NA,13,65,1,20,235,1,NA,NA,NA
"DELONECARTER","RB","Delone Carter","IND",76,248,40.9,NA,NA,NA,NA,NA,67,275,2,2,14,0,NA,NA,NA
"TJGRAHAM","WR","T.J. Graham","BUF",97,249,40.6,NA,NA,NA,NA,NA,0,0,0,26,346,1,NA,NA,NA
"BENOBOMANU","WR","Ben Obomanu","SEA",97,249,40.6,NA,NA,NA,NA,NA,0,0,0,28,346,1,NA,NA,NA
"BRADYQUINN","QB","Brady Quinn","KC",38,251,40,95,54,625,2,1,2,7,0,NA,NA,NA,NA,NA,NA
"LOUISMURPHY","WR","Louis Murphy","CAR",99,252,39.8,NA,NA,NA,NA,NA,4,33,0,23,305,1,NA,NA,NA
"ARRELIOUSBENN","WR","Arrelious Benn","TB",100,253,38.3,NA,NA,NA,NA,NA,0,0,0,24,323,1,NA,NA,NA
"KESHAWNMARTIN","WR","Keshawn Martin","HOU",101,254,37.6,NA,NA,NA,NA,NA,0,0,0,20,256,2,NA,NA,NA
"LESTARJEAN","WR","Lestar Jean","HOU",102,255,37.4,NA,NA,NA,NA,NA,0,0,0,25,314,1,NA,NA,NA
"MATTFLYNN","QB","Matt Flynn","SEA",39,256,37.1,64,38,416,2,1,6,23,1,NA,NA,NA,NA,NA,NA
"MIKEGOODSON","RB","Mike Goodson","OAK",77,256,37.1,NA,NA,NA,NA,NA,68,277,1,5,34,0,NA,NA,NA
"JOHNPHILLIPS","TE","John Phillips","DAL",40,258,37,NA,NA,NA,NA,NA,NA,NA,NA,24,250,2,NA,NA,NA
"JORDANNORWOOD","WR","Jordan Norwood","CLE",103,259,36.2,NA,NA,NA,NA,NA,0,0,0,26,302,1,NA,NA,NA
"CECILSHORTS","WR","Cecil Shorts","JAC",104,260,35.5,NA,NA,NA,NA,NA,3,13,0,21,282,1,NA,NA,NA
"JOHNKUHN","RB","John Kuhn","GB",78,261,35.2,NA,NA,NA,NA,NA,20,86,3,12,86,0,NA,NA,NA
"DELANIEWALKER","TE","Delanie Walker","SF",41,261,35.2,NA,NA,NA,NA,NA,NA,NA,NA,20,232,2,NA,NA,NA
"ALFREDMORRIS","RB","Alfred Morris","WAS",79,263,34.9,NA,NA,NA,NA,NA,64,256,1,4,33,0,NA,NA,NA
"JEREMYKERLEY","WR","Jeremy Kerley","NYJ",105,263,34.9,NA,NA,NA,NA,NA,0,0,0,19,289,1,NA,NA,NA
"LEONWASHINGTON","RB","Leon Washington","SEA",80,265,34.7,NA,NA,NA,NA,NA,37,182,0,15,105,1,NA,NA,NA
"RUEBENRANDLE","WR","Rueben Randle","NYG",106,266,34.6,NA,NA,NA,NA,NA,0,0,0,19,226,2,NA,NA,NA
"DONALDDRIVER","WR","Donald Driver","GB",107,267,34.5,NA,NA,NA,NA,NA,0,0,0,18,225,2,NA,NA,NA
"CHRISRAINEY","RB","Chris Rainey","PIT",81,268,34.4,NA,NA,NA,NA,NA,36,155,0,26,189,0,NA,NA,NA
"JACOBYJONES","WR","Jacoby Jones","BAL",108,269,33.7,NA,NA,NA,NA,NA,2,13,0,19,264,1,NA,NA,NA
"DWAYNEALLEN","TE","Dwayne Allen","IND",42,270,33.2,NA,NA,NA,NA,NA,NA,NA,NA,25,272,1,NA,NA,NA
"DREWSTANTON","QB","Drew Stanton","IND",40,271,33.1,58,38,456,2,1,21,23,0,NA,NA,NA,NA,NA,NA
"CHADHENNE","QB","Chad Henne","JAC",41,272,32.4,73,43,465,2,1,3,11,0,NA,NA,NA,NA,NA,NA
"DEVINAROMASHODU","WR","Devin Aromashodu","MIN",109,273,31.6,NA,NA,NA,NA,NA,0,0,0,16,256,1,NA,NA,NA
"BRAYLONEDWARDS","WR","Braylon Edwards","SEA",110,274,31.5,NA,NA,NA,NA,NA,0,0,0,18,255,1,NA,NA,NA
"JOSHCRIBBS","WR","Josh Cribbs","CLE",111,275,31.1,NA,NA,NA,NA,NA,5,31,0,19,220,1,NA,NA,NA
"KEILANDWILLIAMS","RB","Keiland Williams","DET",82,276,29.5,NA,NA,NA,NA,NA,51,205,1,4,30,0,NA,NA,NA
"RYANBROYLES","WR","Ryan Broyles","DET",112,277,28.6,NA,NA,NA,NA,NA,0,0,0,15,226,1,NA,NA,NA
"CHRISGIVENS","WR","Chris Givens","STL",113,278,28.5,NA,NA,NA,NA,NA,3,12,0,14,213,1,NA,NA,NA
"MOHAMEDSANU","WR","Mohamed Sanu","CIN",114,279,27.5,NA,NA,NA,NA,NA,0,0,0,17,215,1,NA,NA,NA
"NILESPAUL","TE","Niles Paul","WAS",43,279,27.5,NA,NA,NA,NA,NA,NA,NA,NA,19,215,1,NA,NA,NA
"CHRISIVORY","RB","Chris Ivory","NO",83,281,26.5,NA,NA,NA,NA,NA,45,179,1,3,26,0,NA,NA,NA
"CHARLESCLAY","RB","Charles Clay","MIA",84,282,26.2,NA,NA,NA,NA,NA,2,7,0,24,195,1,NA,NA,NA
"ANTHONYMCCOY","TE","Anthony McCoy","SEA",44,283,26,NA,NA,NA,NA,NA,NA,NA,NA,17,200,1,NA,NA,NA
"JORDANCAMERON","TE","Jordan Cameron","CLE",44,283,26,NA,NA,NA,NA,NA,NA,NA,NA,19,200,1,NA,NA,NA
"GRAHAMHARRELL","QB","Graham Harrell","GB",42,285,25.8,43,28,345,2,1,1,5,0,NA,NA,NA,NA,NA,NA
"BRIANLEONARD","RB","Brian Leonard","CIN",85,286,25.6,NA,NA,NA,NA,NA,35,121,0,26,135,0,NA,NA,NA
"ANDRECALDWELL","WR","Andre Caldwell","DEN",115,286,25.6,NA,NA,NA,NA,NA,0,0,0,20,256,0,NA,NA,NA
"LUKESTOCKER","TE","Luke Stocker","TB",46,288,24.7,NA,NA,NA,NA,NA,NA,NA,NA,16,187,1,NA,NA,NA
"CHARLIEBATCH","QB","Charlie Batch","PIT",43,289,23.5,44,26,297,2,1,3,6,0,NA,NA,NA,NA,NA,NA
"TEDGINN","WR","Ted Ginn Jr.","SF",116,290,23.4,NA,NA,NA,NA,NA,9,75,0,11,159,0,NA,NA,NA
"TJYATES","QB","T.J. Yates","HOU",44,291,23.3,44,28,336,1,1,10,25,0,NA,NA,NA,NA,NA,NA
"LAMICHAELJAMES","RB","LaMichael James","SF",86,292,22.6,NA,NA,NA,NA,NA,32,135,1,5,31,0,NA,NA,NA
"RANDYMCMICHAEL","TE","Randy McMichael","SD",47,293,22.5,NA,NA,NA,NA,NA,NA,NA,NA,15,165,1,NA,NA,NA
"REXGROSSMAN","QB","Rex Grossman","WAS",45,294,21.9,53,30,356,1,1,0,1,0,NA,NA,NA,NA,NA,NA
"DAMIANWILLIAMS","WR","Damian Williams","TEN",117,295,21.6,NA,NA,NA,NA,NA,0,0,0,12,156,1,NA,NA,NA
"COLEBEASLEY","WR","Cole Beasley","DAL",118,296,21,NA,NA,NA,NA,NA,0,0,0,12,150,1,NA,NA,NA
"DANORLOVSKY","QB","Dan Orlovsky","TB",46,297,20,47,28,315,1,1,1,2,0,NA,NA,NA,NA,NA,NA
"RYANGRANT","RB","Ryan Grant","FA",87,297,20,NA,NA,NA,NA,NA,24,100,0,14,100,0,NA,NA,NA
"RILEYCOOPER","WR","Riley Cooper","PHI",119,299,19.5,NA,NA,NA,NA,NA,0,0,0,12,195,0,NA,NA,NA
"JAHVIDBEST","RB","Jahvid Best","DET",88,300,19.1,NA,NA,NA,NA,NA,36,151,0,5,40,0,NA,NA,NA
"JOEMCKNIGHT","RB","Joe McKnight","NYJ",88,300,19.1,NA,NA,NA,NA,NA,29,135,0,7,56,0,NA,NA,NA
"JOSHMORGAN","WR","Josh Morgan","WAS",120,302,18.9,NA,NA,NA,NA,NA,0,0,0,15,189,0,NA,NA,NA
"CLAYHARBOR","TE","Clay Harbor","PHI",48,303,17.6,NA,NA,NA,NA,NA,NA,NA,NA,17,176,0,NA,NA,NA
"BRANDONGIBSON","WR","Brandon Gibson","STL",121,304,17.5,NA,NA,NA,NA,NA,0,0,0,11,175,0,NA,NA,NA
"TRAVISBECKUM","TE","Travis Beckum","NYG",49,304,17.5,NA,NA,NA,NA,NA,NA,NA,NA,11,115,1,NA,NA,NA
"ARMONBINNS","WR","Armon Binns","CIN",122,306,17.1,NA,NA,NA,NA,NA,0,0,0,13,171,0,NA,NA,NA
"BRYCEBROWN","RB","Bryce Brown","PHI",90,307,16.9,NA,NA,NA,NA,NA,36,154,0,2,15,0,NA,NA,NA
"LAMARMILLER","RB","Lamar Miller","MIA",91,308,16.8,NA,NA,NA,NA,NA,33,146,0,3,22,0,NA,NA,NA
"RAMSESBARDEN","WR","Ramses Barden","NYG",123,309,16.4,NA,NA,NA,NA,NA,0,0,0,14,164,0,NA,NA,NA
"ROYWILLIAMS","WR","Roy Williams","FA",124,310,16,NA,NA,NA,NA,NA,0,0,0,8,100,1,NA,NA,NA
"PLAXICOBURRESS","WR","Plaxico Burress","FA",124,310,16,NA,NA,NA,NA,NA,0,0,0,7,100,1,NA,NA,NA
"JEFFKING","TE","Jeff King","ARI",50,310,16,NA,NA,NA,NA,NA,NA,NA,NA,10,100,1,NA,NA,NA
"JOEWEBB","QB","Joe Webb","MIN",47,313,15.7,33,21,233,1,1,0,0,0,NA,NA,NA,NA,NA,NA
"KYLEORTON","QB","Kyle Orton","DAL",48,314,15.6,35,20,232,1,1,0,0,0,NA,NA,NA,NA,NA,NA
"JERRICHOCOTCHERY","WR","Jerricho Cotchery","PIT",126,314,15.6,NA,NA,NA,NA,NA,0,0,0,11,156,0,NA,NA,NA
"GARYBARNIDGE","TE","Gary Barnidge","CAR",51,316,15,NA,NA,NA,NA,NA,NA,NA,NA,14,150,0,NA,NA,NA
"JUSTINFORSETT","RB","Justin Forsett","HOU",92,317,14.9,NA,NA,NA,NA,NA,13,65,0,11,84,0,NA,NA,NA
"KNOWSHONMORENO","RB","Knowshon Moreno","DEN",93,318,14.8,NA,NA,NA,NA,NA,17,77,0,1,11,1,NA,NA,NA
"MIKETHOMAS","WR","Mike Thomas","JAC",127,319,14.5,NA,NA,NA,NA,NA,0,0,0,11,145,0,NA,NA,NA
"JOHNCARLSON","TE","John Carlson","MIN",52,319,14.5,NA,NA,NA,NA,NA,NA,NA,NA,14,145,0,NA,NA,NA
"LADARIUSGREEN","TE","Ladarius Green","SD",53,321,13.8,NA,NA,NA,NA,NA,NA,NA,NA,7,78,1,NA,NA,NA
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",49,322,13.4,39,23,260,0,0,1,4,0,NA,NA,NA,NA,NA,NA
"TASHARDCHOICE","RB","Tashard Choice","BUF",94,323,13.2,NA,NA,NA,NA,NA,26,110,0,3,22,0,NA,NA,NA
"JAMESCASEY","TE","James Casey","HOU",54,323,13.2,NA,NA,NA,NA,NA,NA,NA,NA,6,72,1,NA,NA,NA
"BRANDONSAINE","RB","Brandon Saine","GB",95,325,13,NA,NA,NA,NA,NA,28,116,0,2,14,0,NA,NA,NA
"VONTALEACH","RB","Vonta Leach","BAL",96,326,12.9,NA,NA,NA,NA,NA,11,52,0,10,77,0,NA,NA,NA
"TARVARISJACKSON","QB","Tarvaris Jackson","BUF",50,327,12.8,21,12,144,1,1,3,16,0,NA,NA,NA,NA,NA,NA
"KEVINCONE","WR","Kevin Cone","ATL",128,328,12.7,NA,NA,NA,NA,NA,0,0,0,10,127,0,NA,NA,NA
"DJWILLIAMS","TE","D.J. Williams","GB",55,329,12.5,NA,NA,NA,NA,NA,NA,NA,NA,5,65,1,NA,NA,NA
"JASONCAMPBELL","QB","Jason Campbell","CHI",51,330,12.4,33,20,225,0,0,2,11,0,NA,NA,NA,NA,NA,NA
"PHILLIPTANNER","RB","Phillip Tanner","DAL",97,331,12.2,NA,NA,NA,NA,NA,25,100,0,3,22,0,NA,NA,NA
"MATTSPAETH","TE","Matt Spaeth","CHI",56,332,11.7,NA,NA,NA,NA,NA,NA,NA,NA,5,57,1,NA,NA,NA
"JACKIEBATTLE","RB","Jackie Battle","SD",98,333,11.5,NA,NA,NA,NA,NA,23,104,0,2,11,0,NA,NA,NA
"LUKEMCCOWN","QB","Luke McCown","ATL",52,334,11.1,33,19,212,0,1,2,5,0,NA,NA,NA,NA,NA,NA
"CRAIGSTEVENS","TE","Craig Stevens","TEN",57,334,11.1,NA,NA,NA,NA,NA,NA,NA,NA,11,111,0,NA,NA,NA
"CHASEDANIEL","QB","Chase Daniel","NO",53,336,10.3,29,19,206,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"DAVIDGETTIS","WR","David Gettis","CAR",129,337,10,NA,NA,NA,NA,NA,0,0,0,8,100,0,NA,NA,NA
"EVANMOORE","TE","Evan Moore","SEA",58,337,10,NA,NA,NA,NA,NA,NA,NA,NA,10,100,0,NA,NA,NA
"AJJENKINS","WR","A.J. Jenkins","SF",130,339,9.6,NA,NA,NA,NA,NA,0,0,0,7,96,0,NA,NA,NA
"JERRELJERNIGAN","WR","Jerrel Jernigan","NYG",131,340,9,NA,NA,NA,NA,NA,0,0,0,7,90,0,NA,NA,NA
"TYRODTAYLOR","QB","Tyrod Taylor","BAL",54,341,8.8,24,15,162,0,0,3,7,0,NA,NA,NA,NA,NA,NA
"DAVIDTHOMAS","TE","David Thomas","NO",59,342,8.6,NA,NA,NA,NA,NA,NA,NA,NA,8,86,0,NA,NA,NA
"DEVONWYLIE","WR","Devon Wylie","KC",132,343,8.5,NA,NA,NA,NA,NA,0,0,0,6,85,0,NA,NA,NA
"JOEADAMS","WR","Joe Adams","CAR",133,344,8.4,NA,NA,NA,NA,NA,0,0,0,7,84,0,NA,NA,NA
"DAVIDCARR","QB","David Carr","NYG",55,345,8.3,25,15,165,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"MATTLEINART","QB","Matt Leinart","OAK",56,346,7.9,23,14,158,0,1,0,0,0,NA,NA,NA,NA,NA,NA
"COLTMCCOY","QB","Colt McCoy","CLE",57,347,7.8,22,14,156,0,1,0,0,0,NA,NA,NA,NA,NA,NA
"DONALDLEE","TE","Donald Lee","CIN",60,348,7.7,NA,NA,NA,NA,NA,NA,NA,NA,7,77,0,NA,NA,NA
"MICHAELPALMER","TE","Michael Palmer","ATL",60,348,7.7,NA,NA,NA,NA,NA,NA,NA,NA,8,77,0,NA,NA,NA
"DEZMONBRISCOE","WR","Dezmon Briscoe","WAS",134,350,7,NA,NA,NA,NA,NA,0,0,0,5,70,0,NA,NA,NA
"RYANMALLETT","QB","Ryan Mallett","NE",58,351,6.8,18,11,136,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"MARVINMCNUTT","WR","Marvin McNutt","PHI",135,352,5.6,NA,NA,NA,NA,NA,0,0,0,4,56,0,NA,NA,NA
"ADRIANARRINGTON","WR","Adrian Arrington","NO",136,353,5.4,NA,NA,NA,NA,NA,0,0,0,4,54,0,NA,NA,NA
"TERRANCECOPPER","WR","Terrance Copper","KC",137,354,4.6,NA,NA,NA,NA,NA,0,0,0,4,46,0,NA,NA,NA
"BRUCEGRADKOWSKI","QB","Bruce Gradkowski","CIN",59,355,4,11,7,75,0,0,1,2,0,NA,NA,NA,NA,NA,NA
"SHAUNHILL","QB","Shaun Hill","DET",60,356,3.3,10,6,65,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"BROCKOSWEILER","QB","Brock Osweiler","DEN",61,357,2.3,7,4,45,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"DEREKANDERSON","QB","Derek Anderson","CAR",62,358,1.5,4,2,26,0,0,1,2,0,NA,NA,NA,NA,NA,NA
