"name","player","pos","team","overallRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_wf","projectedPts_yahoo","passAttMedian","passCompMedian","passIncompMedian","passYdsMedian","passTdsMedian","passIntMedian","rushAttMedian","rushYdsMedian","rushTdsMedian","recMedian","recYdsMedian","recTdsMedian","returnTdsMedian","twoPtsMedian","fumblesMedian","projectedPtsMean","projectedPtsMedian"
"GENOSMITH","Geno Smith","QB","NYJ",65,172.770841858869,168.79,191.74,173.78,142.86,NA,165.896,157.14,187.34,213.5,181.8,139.9,191.5,189.84,174.88,NA,198.98,422.2,247.327602149246,176,2922.5,15.1000728653396,12.999978173908,54.6000074796003,279.75,3.00006206170785,0,0,0,0,0,3.83496248367074,167.652411904762,172.770841858869
"MICHAELCRABTREE","Michael Crabtree","WR","SF",66,172.366618405745,140.29,201.75,196.625,167.575,NA,187.9875,189.35,179,153.25,155.375,168.375,179.5,150,199,NA,149.855,0,0,0,0,0,0,0,8.91202793523027,0,76.7228377536723,1067,6.85002745805764,0,0,0.999916378708109,173.026704545455,172.366618405745
"RYANMATHEWS","Ryan Mathews","RB","SD",67,171.804763705246,157.255,182.575,170.225,170.5,NA,170.975,165.5,164.175,172.75,179.5,175.575,189.625,205.2,185.075,NA,163.45,0,0,0,0,0,0,255.104994741877,1087.96603898455,6.29995666550169,26.3997035243986,198.464806299677,1.00001319219761,0,0.2,1.99992004228819,172.894285714286,171.804763705246
"JULIUSTHOMAS","Julius Thomas","TE","DEN",68,171.645487165041,188.145,179.875,182.375,187.375,187.375,181.125,190.375,177.875,165,178.5,152.125,160.25,119.75,168.5,NA,147.65,0,0,0,0,0,0,0,0,0,74.0999966387318,889.5644061729,10.4500247588603,0,0,0.750070719911021,170.900479166667,171.645487165041
"ROBGRONKOWSKI","Rob Gronkowski","TE","NE",69,168.902539165896,170.12,185.25,187.875,163,163,172.5625,228.35,140.125,193.75,170,149.125,178.75,123.5,169.125,NA,192.3,0,0,0,0,0,0,0,0,0,69.9999930881142,937.074939577104,9.00001830262439,0,0,0.743979365662918,172.123239583333,168.902539165896
"RASHADJENNINGS","Rashad Jennings","RB","NYG",70,168.288840167567,171.49,170.95,155.45,165.25,NA,166.765,163.875,196.15,169.375,168.5,176.1,162.25,163.05,192.85,NA,158.45,0,0,0,0,0,0,208.406207972195,880.365497741835,6.30004460784392,41.9999575302723,318.5,1.49992487205628,0,0,2.1200088286725,167.985642857143,168.288840167567
"CJSPILLER","C.J. Spiller","RB","BUF",71,168.095830450811,142.195,184.45,154.175,175.6,NA,169.9525,190.45,158.35,173.325,183.75,173.225,168.25,176.725,185.625,NA,168.225,0,0,0,0,0,0,206.4,984,5.25004254157189,37.7605650152238,289.999981056919,1.50001194304405,0,0,2.35149802966642,168.667666666667,168.095830450811
"PERCYHARVIN","Percy Harvin","WR","SEA",72,167.70011375605,-0.03,156.5,131.75,152.6,NA,165.95,155.875,195.875,163.75,155.875,163.3,195,159.2,179.575,NA,153.425,0,0,0,0,0,0,16.2777595274327,116,1.00004553841382,70.9999751867464,901.999993676577,6.1000047141987,0.5,0,0.750062323065811,159.21836038961,167.70011375605
"DESEANJACKSON","DeSean Jackson","WR","WAS",73,166.946879093462,155.86,159.75,164.625,173.475,NA,165.4875,177.475,155.7,165.925,178.5,161.825,173.25,137.625,180.325,NA,168.08,0,0,0,0,0,0,3.25002732091216,20.0000180464376,0,64.3058591468871,997.975,7,0.2,0,0.999999237060547,166.951390692641,166.946879093462
"TORREYSMITH","Torrey Smith","WR","BAL",74,166.821258677887,146.505,162.125,166.625,169.2,NA,167.9,198,175.225,154.25,153.5,164.575,175.75,172.25,179.375,NA,162.125,0,0,0,0,0,0,1.50004242333917,11.9999882350625,0,64,1054.9696665957,6.00002403404784,0,0,0.750030891456315,167.449626623377,166.821258677887
"WESWELKER","Wes Welker","WR","DEN",75,166.378639498343,188.56,180.125,165.75,160.75,NA,168.4875,185.375,168.875,148.25,141.375,163.875,148,140.125,193.5,NA,168.95,0,0,0,0,0,0,0,0,0,82.5000651456872,951.825,8.00008717906023,0.4,0,1.00000285867281,166.805833333333,166.378639498343
"JOIQUEBELL","Joique Bell","RB","DET",76,165.587245977875,154.035,190.7,162.075,175.325,NA,170.0125,161.55,178.575,175.5,178.25,168.9,152.75,195.025,175.375,NA,151.6,0,0,0,0,0,0,176.375,715.75,6.50001668768522,46.8114780970764,416.941778234437,1.49994380332629,0,0,2.03507974916616,167.421369047619,165.587245977875
"FRANKGORE","Frank Gore","RB","SF",77,164.933269226118,134.95,173.425,151.15,176.55,NA,167.6375,198.7,179.275,155.675,153.25,155,162,140.35,181.5,NA,163.975,0,0,0,0,0,0,239.500067877741,1009.0144671036,7.500063648075,17.3132896196201,144.999993859191,0.92503358925744,0,0,1.54792004687847,161.428630952381,164.933269226118
"BISHOPSANKEY","Bishop Sankey","RB","TEN",78,164.287389010034,NA,197.6,168.125,134.375,NA,178.8075,195.25,199.25,143.75,153,165.2,171.75,166.325,176.65,NA,136.3,0,0,0,0,0,0,229,952.5,5.99999098609423,31.0000557695832,241.5,1.34998449279503,0,0,1.74998795443398,165.323017399267,164.287389010034
"CHRISJOHNSON","Chris Johnson","RB","NYJ",79,161.003832283715,154.14,168.775,150.875,169.45,NA,163.535,183.9,183.75,160.3,158.25,155.275,191.125,184.375,168.15,NA,146.95,0,0,0,0,0,0,227.172636676196,930.53365907408,5.35000541499174,35.4999623297933,269.999903847527,1.50004493588808,0,0,2.29994123663764,161.276738095238,161.003832283715
"RYANFITZPATRICK","Ryan Fitzpatrick","QB","HOU",80,160.544950212896,207.9,175.84,82.52,153.6,NA,133.028,155.02,139,188.04,188,139.78,147.9,221.46,151.32,NA,175.34,429,266.525,169.000084811281,3046.5,16.5000095713448,15.0000447489811,36.5000273533951,185.000011739991,1.5,0,0,0,0,0.4,3.53831833317953,161.866866666667,160.544950212896
"MIKEWALLACE","Mike Wallace","WR","MIA",81,160.017365338021,137.555,157.5,159.375,156.35,NA,160.8875,156.675,164.225,157.25,162.75,163.275,168.25,148.5,180.175,NA,174.585,0,0,0,0,0,0,3.43578845149849,27.0499544957706,0,73.4999782424327,988.5,5.99998782142606,0,0,0.75001901337078,160.204983766234,160.017365338021
"RAYRICE","Ray Rice","RB","BAL",82,159.737486083542,148.91,176.975,159.175,173.35,NA,170.52,150.75,193.975,139.3,143,146.425,149.75,169.15,168.725,NA,152.2,0,0,0,0,0,0,203.25,803.5,5.49995991015806,48.9999802403533,345.499991802185,1.50006112520019,0,0.1,2.00004636796028,158.298357142857,159.737486083542
"MARQUESCOLSTON","Marques Colston","WR","NO",83,159.447531462238,195.09,152.625,156.75,149.375,NA,157.1625,157.375,175.375,139.125,151,157.875,162.625,167.375,161.875,NA,163.6,0,0,0,0,0,0,0,0,0,75.8532705099778,986.5,6.50000757390929,0,0,0.955004660405895,160.688630952381,159.447531462238
"TYHILTON","T.Y. Hilton","WR","IND",84,158.910984148754,52.885,148.625,149.625,168.475,NA,159.575,151.575,176.175,156.275,147,154.35,165.75,160.875,173.575,NA,162.835,0,0,0,0,0,0,2.74996269277576,15.0000079826311,0,69.7032065045574,974.889235200286,5.99998099842795,0.3,0,0.75001901337078,155.256428571429,158.910984148754
"SHANEVEREEN","Shane Vereen","RB","NE",85,157.215420403779,194.305,195.15,172.75,165.475,NA,172.59,121.375,151.625,132.075,150,152.825,169.875,172.325,175.95,NA,151,0,0,0,0,0,0,111.525,494.308901926089,3.00007118624897,65.0000323373153,587.352692626227,3.50001929647169,0,0,1.54503308781062,160.729869047619,157.215420403779
"KENDALLWRIGHT","Kendall Wright","WR","TEN",86,155.819555683243,148.395,162.625,153,156.175,NA,155.3875,146.2,152.125,155.875,146.5,157.75,161,155.5,177.5,NA,165.065,0,0,0,0,0,0,0,6.27644648317707,0,85.5000479848861,1025.53740454265,4.99995591118222,0,0,1,156.157494588745,155.819555683243
"JULIANEDELMAN","Julian Edelman","WR","NE",87,154.440108158902,145.965,167,152.375,162.275,NA,158.9375,146.225,154.25,140,141.5,146.3,148.75,142,176.2,NA,167.37,0,0,0,0,0,0,2.00001247117909,14.6784338732669,0,89.9609418830394,949.860054235317,5.61494510775691,0.6,0.2,1.14997088479365,156.546731601732,154.440108158902
"EMMANUELSANDERS","Emmanuel Sanders","WR","DEN",88,154.344727689451,153.33,167.75,176.25,153.275,NA,162.15,148.8,141.625,146.125,159.25,142.5,168.25,106.375,168.625,NA,155.52,0,0,0,0,0,0,1.00002484137528,11.0735756441677,0,71.5000046835501,935.5,6.54997295176265,0,0,0.999989195180514,154.284204545455,154.344727689451
"TRENTRICHARDSON","Trent Richardson","RB","IND",89,151.251160063395,128.595,177.925,146.475,181.45,NA,167.375,177.85,186.825,149.425,155.5,145.05,132.25,111.475,166,NA,148.175,0,0,0,0,0,0,225.662706089505,804.888117479748,6.15001166874852,37.75,282.95,1.00004826500025,0,0,2.50225376235745,153.063154761905,151.251160063395
"BENTATE","Ben Tate","RB","CLE",90,150.429616121474,97.285,167.025,140.25,183.475,NA,155.1275,179.875,147.625,146.625,152,153.9,142.875,175.225,161.725,NA,126.2,0,0,0,0,0,0,218.625,929.25,5.99993618871306,29.5236185610696,193.927072089014,1.00002735226017,0,0,2.91201637849742,148.31480952381,150.429616121474
"JEREMYMACLIN","Jeremy Maclin","WR","PHI",91,150.172457423419,135.41,156.25,159.375,151.375,NA,161.2625,190,184.5,136.775,130.5,155.65,150.125,127,166.125,NA,134.55,0,0,0,0,0,0,0.5,0,0,68,910.561521548169,6.44997007564608,0,0,0.782517741326067,151.91086038961,150.172457423419
"MATTSCHAUB","Matt Schaub","QB","OAK",92,149.394634365702,170.69,172.12,124.42,115.1,NA,145.622,189.66,183.2,144.92,142.3,120.86,168,217.76,161.98,NA,88.17,444.649975370951,269.75,178.15,3063.75,16.9999124298097,13.9999788182797,25.4,25.9999942187197,0.790841164137251,0,0,0,0,0.2,2.30004176846439,150.049597619048,149.394634365702
"ERICDECKER","Eric Decker","WR","NYJ",93,149.181309445574,95.68,146.125,154,154.375,NA,150.2375,193.7,140.625,152.5,141.125,154.825,155.75,137.375,174.875,NA,160.85,0,0,0,0,0,0,0,0,0,65.999992957814,926.25,5.9999824840699,0,0.2,0.999945152948431,149.578901515152,149.181309445574
"TERRANCEWILLIAMS","Terrance Williams","WR","DAL",94,147.592068322074,121.86,162.875,151.625,153.9,NA,147.975,139.875,129.375,137.075,151.5,153.35,151.375,156.75,158,NA,157.06,0,0,0,0,0,0,2.00001247117909,12.3000103543231,0,59.9656334701096,906.896380005801,6.0000136709167,0,0,1.00002074652778,148.654502164502,147.592068322074
"JORDANCAMERON","Jordan Cameron","TE","CLE",95,147.038097117511,145.85,129.5,156.5,151.875,151.875,143.9,144.125,141.625,151.5,159.5,147.75,161.625,131.125,151,NA,150.675,0,0,0,0,0,0,0,0,0,75.7499176365844,879.107705461925,6.49995831945079,0,0.2,0.750038660644911,147.165729166667,147.038097117511
"REGGIEWAYNE","Reggie Wayne","WR","IND",96,146.840264301461,159.41,140.625,143.5,162.5,NA,144.0875,173,131.75,138.75,137.75,141.25,161,126.875,165.75,NA,132.935,0,0,0,0,0,0,0,0,0,76.375,953,5.00002963456712,0,0.2,0.894971168647354,149.018208874459,146.840264301461
"GOLDENTATE","Golden Tate","WR","DET",97,146.516019462163,159.435,172.25,159.625,165.125,NA,157.3125,137.4,122.125,132.25,145.5,151.4,129.375,135.125,160.875,NA,145.12,0,0,0,0,0,0,2.99995910159474,14.9999867037304,0,66.9999966324487,920.125,5.50003654677934,0,0,0.999941162962011,147.852137445887,146.516019462163
"SAMMYWATKINS","Sammy Watkins","WR","BUF",98,145.132028923255,NA,138.875,149.625,151.825,NA,143.525,176.125,132.75,141.625,137.5,143.875,136.25,134,159.225,NA,138.175,0,0,0,0,0,0,4.57686669377283,25.3237632195843,0,63.6980052049417,876.8,5.99994548156377,0,0,1.00000676269531,144.222331834832,145.132028923255
"JASONWITTEN","Jason Witten","TE","DAL",99,141.212850623362,145.69,151.25,151.125,144.25,144.25,145.3625,148.5,129,127.75,147,141.375,136.25,143.375,155.25,NA,143.3,0,0,0,0,0,0,0,0,0,75.5000195738769,850.72877496195,6.25002714921984,0,0,0.876136380733622,143.252427083333,141.212850623362
"PIERRETHOMAS","Pierre Thomas","RB","NO",100,140.320158316499,153.59,161.75,138.125,132.625,NA,146.7775,159.7,149.05,120.875,120.75,122.3,143.25,169.825,150.325,NA,139.925,0,0,0,0,0,0,127.5,516.830583481704,3.4499945304488,63.25,447.5,2.49997015559035,0,0,1.00006271596892,140.143261904762,140.320158316499
"VERNONDAVIS","Vernon Davis","TE","SF",101,139.919233788787,74.47,145.25,172.875,170.375,170.375,157.9375,172.125,145.125,124.875,136.125,140.875,126.375,104,153.375,NA,116.875,0,0,0,0,0,0,0,0,0,55.4999592385906,751.72439255516,8.03391038449432,0,0,0.749925862524743,140.823072916667,139.919233788787
"LAMARMILLER","Lamar Miller","RB","MIA",102,139.826616014677,86.905,162.525,138.725,88.875,NA,126.2975,152.75,127.375,151.125,152,147.9,112.875,144.325,154.375,NA,151.05,0,0,0,0,0,0,179.034834691356,813.328100080184,5.00000337459025,29.5000150639799,208.75,1.00000865589489,0,0,1.20000539208413,136.238107142857,139.826616014677
"STEVANRIDLEY","Stevan Ridley","RB","NE",103,139.411533951457,160.75,169.475,127.55,166.2,NA,148.5325,130.6,142.925,150.3,132,122.425,135.125,147.9,129.5,NA,130.6,0,0,0,0,0,0,208.900011461758,917.425,7.99997727984362,8.00004019527741,57.3518809057619,0,0,0,2.49993828027513,140.071035714286,139.411533951457
"FREDJACKSON","Fred Jackson","RB","BUF",104,138.787542543247,138.54,157.325,140.9,122.05,NA,136.665,175.225,138.125,132.825,151.75,137.825,153.875,116.575,153.025,NA,127.85,0,0,0,0,0,0,160.460844053542,676.000072566866,5.49997386593074,38.9999982715141,293.5,1.00001475210286,0,0,1.49996547388029,139.831238095238,138.787542543247
"MAURICEJONESDREW","Maurice Jones-Drew","RB","OAK",105,137.390973581791,136.97,154.4,136.1,130.4,NA,141.095,134.625,145.525,139.575,139.75,122.35,140.5,159.45,157.65,NA,128.35,0,0,0,0,0,0,191.819264944884,747.500003522044,5.00001796269353,33.4999345441209,249.123719335079,1.00008167715872,0,0,1.50002984213711,139.369666666667,137.390973581791
"RUEBENRANDLE","Rueben Randle","WR","NYG",106,137.333630799808,120.14,139.75,149,114.375,NA,134.575,126.75,128.375,138.75,152,144.5,117.5,130.375,148.75,NA,151.675,0,0,0,0,0,0,0,0,0,57.4999646857104,829.871290364742,5.99998408974171,0.1,0,1.00006167807817,135.273095238095,137.333630799808
"CECILSHORTS","Cecil Shorts","WR","JAC",107,136.546403163783,213.375,118.25,124.25,140.25,NA,128.8,159.975,140,118.25,136.25,141.625,130,141.375,144.375,NA,140.55,0,0,0,0,0,0,0,0,0,64.6433267857143,875.999954852073,4.99999332500808,0,0,0.984517047591703,141.261174242424,136.546403163783
"GREGOLSEN","Greg Olsen","TE","CAR",108,136.521506080214,165.245,125.375,136.125,135.25,135.25,136.0875,134.875,137.75,119.25,147.625,145.875,142,111.375,145.375,NA,142.075,0,0,0,0,0,0,0,0,0,72.4999499234097,822.175137284448,5.99995089461541,0,0,0.750030482678132,137.227364583333,136.521506080214
"STEVENJACKSON","Steven Jackson","RB","ATL",109,134.144553554916,134.335,152.7,118.575,157.325,NA,143.3525,81.75,127.625,128.8,131.375,145.325,129.75,160.35,152.675,NA,155.45,0,0,0,0,0,0,175.395207921619,704.000039606103,5.90005722601419,31.9194930860668,226.75,1.00006433804907,0,0,1.99997659669113,135.43975,134.144553554916
"BRIANHARTLINE","Brian Hartline","WR","MIA",110,133.832416358986,163.54,119.5,NA,110.25,NA,125.4,130.625,150,127.25,135.5,136.625,124,140.875,152.25,NA,138.1,0,0,0,0,0,0,0,0,0,67.3123322122241,918.5,3.66996896521895,0,0,0.999965810775757,134.590393772894,133.832416358986
"DWAYNEBOWE","Dwayne Bowe","WR","KC",111,132.940859859014,143.245,129.75,121.125,120.125,NA,132.1625,141.25,146.5,122.25,126.875,142.5,102.125,124.5,167.5,NA,142.175,0,0,0,0,0,0,0,0,0,65.0000412420144,837.25,5.04991855809598,0,0.2,0.804967163187241,134.24505952381,132.940859859014
"BRANDINCOOKS","Brandin Cooks","WR","NO",112,132.512237189138,NA,142.375,148.375,105.95,NA,127.7,124.475,102.125,140.5,146.25,129.45,111.25,126.125,173.25,NA,134.615,0,0,0,0,0,0,8.5,38.5000043686082,0,56.999954647446,784.5,5.49998073811143,0.1,0,1.00004922546387,132.667289377289,132.512237189138
"DEANDREHOPKINS","DeAndre Hopkins","WR","HOU",113,132.091062372664,117.52,118.75,119,145.25,NA,124.7,133.7,124.625,136.5,142.5,132.625,136.25,129.625,153.7,NA,140.75,0,0,0,0,0,0,0,0,0,60.6510116512889,860.499974097805,4.50001919519075,0,0,0.823849853568793,132.285925324675,132.091062372664
"MIKEEVANS","Mike Evans","WR","TB",114,129.650239287548,NA,136.375,141.5,123.25,NA,127.5625,116,100.75,124.25,138.75,132.05,116.25,139.75,145.75,NA,136.6,0,0,0,0,0,0,0,0,0,53.4999382442355,796,5.40005048709276,0,0,0.750021211669583,129.65257034632,129.650239287548
"RILEYCOOPER","Riley Cooper","WR","PHI",115,129.059957656102,137.61,127.375,134.25,132,NA,129.5375,129.95,NA,118.65,119.375,127.075,130,123,166,NA,111.95,0,0,0,0,0,0,0,3.35308156545615,0,49.4999322239932,777,5.49997992404006,0,0.2,0.600076681561447,130.776373626374,129.059957656102
"DENNISPITTA","Dennis Pitta","TE","BAL",116,128.633970555268,12.43,149,142,148,148,137.275,151.125,121.625,118.375,121.25,111.75,116.25,108.375,151,NA,119.025,0,0,0,0,0,0,0,0,0,67.0000075293231,748.979723767522,6.00001113642395,0,0,0.329520578071884,124.833125,128.633970555268
"DANNYWOODHEAD","Danny Woodhead","RB","SD",117,127.243124491737,108.265,148.775,121.875,141.25,NA,133.9475,135.775,129.825,118.95,125.125,115.275,113.5,102.775,149.75,NA,131.05,0,0,0,0,0,0,75.95,338.36062046262,2.2000095419117,61.1999901289841,502.933658537802,3.51503425889243,0,0,1.24996922552514,126.503226190476,127.243124491737
"KELVINBENJAMIN","Kelvin Benjamin","WR","CAR",118,126.81235316297,NA,136.25,141.125,110.375,NA,122.075,125.35,126.5,113.5,136.375,125.625,124.5,123.5,128,NA,137.2,0,0,0,0,0,0,0,0,0,51.0000223409533,744.5,5.99998217917613,0,0,0.750013304029022,126.105423742924,126.81235316297
"ANQUANBOLDIN","Anquan Boldin","WR","SF",119,126.220666193169,135.445,120.375,126.5,146.275,NA,126.55,121.175,122.125,127.475,137.75,127.775,133.125,113.375,147.45,NA,115.08,0,0,0,0,0,0,1.5,7.74176040246188,0,61.9999807097882,803.65,4.54004953217247,0,0,0.75001901337078,130.397575757576,126.220666193169
"DEANGELOWILLIAMS","DeAngelo Williams","RB","CAR",120,126.211534389958,103.465,133.8,124.975,131.65,NA,127.5175,157.475,130.075,130.725,106.5,128.425,147,140.075,145.125,NA,94.25,0,0,0,0,0,0,178.14785342421,755.5,3.9999961962344,23.9999691783006,207,1.00004638778385,0,0,1.73790703805067,126.439678571429,126.211534389958
"JORDANREED","Jordan Reed","TE","WAS",121,126.124576278046,91.35,137.625,135.375,122.125,122.125,134.35,163.375,140.125,129.25,120,119.375,120.375,104,150.25,NA,120.775,0,0,0,0,0,0,0,0,0,64.5000279573267,741.689489537725,5.99996570299794,0,0.2,0.995468044052486,129.181520833333,126.124576278046
"TEDDYBRIDGEWATER","Teddy Bridgewater","QB","MIN",122,125.543713902038,NA,211.34,200.38,93.1,NA,152.476,110.5,63.7,110.16,154.2,138.14,135.1,NA,126.9,NA,95.67,352.95,204.5,140.499943801419,2215.00001990145,13.5000201639031,10.0000535997678,33,104.500001563105,1.43818129505435,0,0,0,0,0.15,2.1450982256551,128.882,125.543713902038
"DOUGBALDWIN","Doug Baldwin","WR","SEA",123,123.709484746737,148.925,114,134.375,100.15,NA,116.7375,139.925,111.875,119.675,128,112.125,119,119.125,143.425,NA,118.665,0,0,0,0,0,0,1.5,8.99998587930738,0,53.5000414217997,761.672500834953,4.80009407528146,0.1,0,0.600046965750574,124.242088744589,123.709484746737
"KYLERUDOLPH","Kyle Rudolph","TE","MIN",124,123.444355400154,109.77,128,137.875,120,120,128.0875,156.875,129.125,117.625,135.75,112.375,119.75,99.125,130.75,NA,117.125,0,0,0,0,0,0,0,0,0,66.0000323602114,690.158687869071,6.50003406090125,0,0,0.608561649629209,125.31065625,123.444355400154
"GREGJENNINGS","Greg Jennings","WR","MIN",125,123.156340786287,93.595,102.375,115.625,118,NA,113.875,153.425,117.375,109.5,137.75,123.875,144.125,130.375,140.5,NA,142.3,0,0,0,0,0,0,0,0,0,63.75,787.25,4.50002463773322,0,0,0.75001901337078,124.828143939394,123.156340786287
"JUSTINHUNTER","Justin Hunter","WR","TEN",126,122.755954125198,NA,131.25,136.75,114.25,NA,119.9875,104.75,101.5,96.75,122.5,124.875,123.125,101.625,150.875,NA,135.09,0,0,0,0,0,0,0,0,0,46.075,742.05,4.99995068753308,0,0,0,121.25817973693,122.755954125198
"TAVONAUSTIN","Tavon Austin","WR","STL",127,121.92545725267,36.28,104.375,105.25,101.6,NA,122.5375,82.3,135.15,126.25,107.625,124.025,124.125,130.95,144.975,NA,103.71,0,0,0,0,0,0,10.9999433705332,112.75,1.00003216577692,51.5000361854662,638,4.00002713749427,0.9,0,1.49996618898562,118.836011904762,121.92545725267
"CHADHENNE","Chad Henne","QB","JAC",128,121.190810948445,215.4,171.74,53.6,113.3,NA,111.99,127.54,120.64,126.76,92.8,92.46,73.5,214.24,128.58,NA,141.39,367.999934293284,214.825,153,2532.25,12.5000589338145,11.9999194044428,17.9999575647879,59.0000093462942,1.00003014160282,0,0,0,0,0,1.99994945257692,125.207023809524,121.190810948445
"KENNYSTILLS","Kenny Stills","WR","NO",129,119.791390490686,122.97,133.25,121.375,96.775,NA,117,112.075,123.125,107.125,121.125,123.6,118.75,133.5,132.725,NA,125.15,0,0,0,0,0,0,2,11.0000560748827,0,43.9999628494103,725.85,5.00004126683318,0,0,0.680037572600459,120.493658008658,119.791390490686
"JARRETTBOYKIN","Jarrett Boykin","WR","GB",130,116.919034772853,74.745,136,121.125,109,NA,120.6625,119.425,120.625,96,111.25,118.375,123.5,119.5,128.875,NA,124.025,0,0,0,0,0,0,0,0,0,51.1363198760599,711.075,4.99996354945548,0,0,0.65504050795987,117.276617965368,116.919034772853
"DANNYAMENDOLA","Danny Amendola","WR","NE",131,116.665323261776,120.555,110.875,103.75,119.875,NA,116.0125,133.125,139.75,110,78.75,110.025,117.5,130.75,145.15,NA,57.245,0,0,0,0,0,0,0,6.99999956105674,0,62.499959795456,744,4.23505510189902,0,0,0.815002435241279,113.69650974026,116.665323261776
"HAKEEMNICKS","Hakeem Nicks","WR","IND",132,116.200097941528,134.965,118.25,126.125,119.125,NA,118.6875,122.45,92.75,117,91.75,116.375,120.625,110.5,144.125,NA,113.85,0,0,0,0,0,0,0,0,0,49.8321807122687,728,4.50001632358801,0,0,0.6,118.318300865801,116.200097941528
"MARTELLUSBENNETT","Martellus Bennett","TE","CHI",133,115.593597642771,139.94,122.875,114.75,121.875,NA,118.8625,100.625,119,109.75,110.625,104.625,116.25,104.25,131.625,NA,126.05,0,0,0,0,0,0,0,0,0,61.4999864713114,702.75,5.00000996708397,0,0,0.750070719911021,117.278214285714,115.593597642771
"BERNARDPIERCE","Bernard Pierce","RB","BAL",134,114.89820982563,56.24,145.325,110.3,84.35,NA,110.7925,119.375,96.225,112.9,121,109.65,105.625,142.45,137.25,NA,118.425,0,0,0,0,0,0,156.2,654.426557778538,4.9999404709649,20.8120620240625,145.343023835926,0.813684210526316,0,0,1.19802400688718,111.783845238095,114.89820982563
"ZACHERTZ","Zach Ertz","TE","PHI",135,114.80046647669,90.155,129.25,138,104.75,NA,121.2,120,112.375,122,125.125,99.625,125.75,99.625,125.125,NA,111.85,0,0,0,0,0,0,0,0,0,52.6494628248079,658.000017617402,5.80003514275773,0,0,0.74991552734375,115.428214285714,114.80046647669
"JAMESJONES","James Jones","WR","OAK",136,114.75949838336,29.63,103.25,105.625,117.875,NA,111.6375,164.175,127,108,126.25,122,125.25,125,132.125,NA,105.3,0,0,0,0,0,0,0,0,0,53.70064447675,728.475,4.40002393052349,0,0,0.900006733260463,113.052332251082,114.75949838336
"RODSTREATER","Rod Streater","WR","OAK",137,114.306558414887,147.24,126.375,120.875,96.825,NA,107.525,101.475,88.375,127.525,114.125,91.6,132.5,118.75,113.7,NA,111.815,0,0,0,0,0,0,1.5,11.0000111556519,0,53.379130853296,737.65,4.00003812192071,0,0,0.999973810734087,114.14658008658,114.306558414887
"STEVESMITH","Steve Smith","WR","BAL",138,112.928166893187,112.75,103.375,114.25,114.5,NA,109.3625,109.875,114.875,111.5,114,114,130,108.5,131.875,NA,106.85,0,0,0,0,0,0,0,0,0,55.8307894226942,716.228003389213,4.3999696627659,0,0,1.00005050235324,113.869702380952,112.928166893187
"DARRENSPROLES","Darren Sproles","RB","PHI",139,112.757329201541,85.94,131.725,107.275,116.35,NA,114.355,119.75,109.225,117.6,121.5,108.2,88,160.55,147.5,NA,100.35,0,0,0,0,0,0,58.9,265.175140088689,1.64997107314094,57.8834040705693,490,2.89996596195049,0.3,0,1.36993567262543,115.912833333333,112.757329201541
"MARKUSWHEATON","Markus Wheaton","WR","PIT",140,111.902801073023,59.915,108,107.875,107.25,NA,101.2625,120.95,71.575,118.125,135.75,114.325,121.875,129.625,136.3,NA,141.19,0,0,0,0,0,0,2,11.9684093527638,0,48.8445976646982,687.646033176936,4.50003433177164,0,0,0.75,111.00841991342,111.902801073023
"KNOWSHONMORENO","Knowshon Moreno","RB","MIA",141,110.008292135597,145.2,120.825,97.05,137,NA,121.0775,99.375,126.575,90.575,86.875,92.3,124.875,173.125,131.625,NA,93.175,0,0,0,0,0,0,140,562.784588899011,3.9100222704351,26.5000170064268,227.174945226079,1.00002920330431,0,0,1.37578125,112.617488095238,110.008292135597
"HARRYDOUGLAS","Harry Douglas","WR","ATL",142,109.246833117308,79.09,112.25,135.25,94.125,NA,116.65,104.875,120.875,103.75,103.875,101.625,114.875,115.75,121.75,NA,113.175,0,0,0,0,0,0,0,0,0,60.6988674240576,739.571706605097,3.30005829422792,0,0,0.999993324565693,110.434285714286,109.246833117308
