"name","player","pos","team","overallRank","pick","positionRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_wf","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","vor","sdPick","sdPts","risk"
"TOMMYBOHANON","Tommy Bohanon","RB","NYJ",380,NA,136,9.67125,NA,21.975,7.45,NA,NA,14.7125,NA,NA,5.175,10.5,7,NA,NA,NA,NA,14.5475,11.5585714285714,9.67125,-108.25656420107,NA,5.872045432345,3.28097290951116
"SANTANAMOSS","Santana Moss","WR","WAS",381,NA,133,35.1001867484873,51.605,61.75,41.625,NA,NA,43.2375,48.7,19.375,25.5,NA,24.875,4.375,2.625,43.5,NA,16.8375,30.3396153846154,35.1001867484873,-108.299034941123,NA,19.0878815921056,5.85093468863747
"MICHAELEGNEW","Michael Egnew","TE","MIA",382,NA,83,9.72577614016286,13.68,NA,NA,NA,NA,11.4375,NA,NA,NA,NA,NA,13.5,NA,NA,NA,NA,7.6785,9.72577614016286,-108.629148136268,NA,1.24600110353081,2.381388731115
"CROCKETTGILLMORE","Crockett Gillmore","TE","BAL",383,NA,84,9.62499825307561,NA,NA,NA,NA,NA,12.625,NA,NA,11.25,26,4,3.125,NA,NA,NA,NA,9.5,9.62499825307561,-108.729926023355,NA,9.19128323467404,3.92643447431096
"DAVIDPAULSON","David Paulson","TE","PIT",384,NA,85,9.59375,27.165,NA,NA,NA,NA,13.7625,7.125,17,18.375,1.875,4,1.25,NA,NA,NA,NA,10.1815625,9.59375,-108.76117427643,NA,9.26482286638745,3.94073504829431
"RYANBROYLES","Ryan Broyles","WR","DET",385,NA,134,34.5948385576257,24.44,67.25,37.625,NA,NA,39.175,11.25,NA,29.375,31,21.75,22.25,52.125,73.125,NA,NA,34.1044246031746,34.5948385576257,-108.804383131985,NA,19.5410804460756,5.93906409028617
"DANIELFELLS","Daniel Fells","TE","NYG",386,NA,86,9.515625,7.18,NA,NA,NA,NA,5.9375,0.5,NA,12.125,13.75,16,21,NA,NA,NA,NA,10.8989285714286,9.515625,-108.83929927643,NA,6.88310295215755,3.47758394123143
"MIKEGILLISLEE","Mike Gillislee","RB","MIA",387,NA,137,8.87249700704266,NA,8.65,22.475,NA,NA,11.5325,4.975,10.975,1.5,5.875,5.55,26.625,NA,NA,NA,NA,9.81575,8.87249700704266,-109.055317194028,NA,8.39689536293689,3.77195719088473
"KENJONBARNER","Kenjon Barner","RB","PHI",388,NA,138,8.84500540770067,6.95,12.525,11.3,19.675,NA,11.4225,NA,9.075,21.525,6.375,1.525,1.625,NA,NA,NA,NA,9.60575,8.84500540770067,-109.08280879337,NA,6.67820984516892,3.43774026827712
"DENARDROBINSON","Denard Robinson","WR","JAC",389,NA,135,34.1852737577315,10.045,63.725,42.675,23.75,NA,50.245,14,76.875,26.2,20,18.85,13.5,35.6,NA,NA,22.9375,32.7170512820513,34.1852737577315,-109.213947931879,NA,20.6732895922275,6.15923436149814
"GERELLROBINSON","Gerell Robinson","TE","DEN",390,NA,87,9.1,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,9.1,-109.25492427643,NA,NA,NA
"GRIFFWHALEN","Griff Whalen","WR","IND",391,NA,136,34.0315567973623,28.13,42.5,19.5,NA,NA,31,63.875,NA,NA,2.5,NA,NA,NA,36.625,NA,NA,31.985,34.0315567973623,-109.367664892248,NA,19.1055434177025,5.85436922098071
"CHRISGRAGG","Chris Gragg","TE","BUF",392,NA,88,8.878125,NA,NA,NA,NA,NA,10.1375,NA,NA,NA,5,18.25,7.5,NA,NA,NA,NA,10.221875,8.878125,-109.47679927643,NA,5.74846333633317,3.25694103899647
"ARTHURLYNCH","Arthur Lynch","TE","MIA",393,NA,89,8.87728755590647,NA,NA,NA,NA,NA,16.875,NA,NA,6.25,NA,5.625,NA,NA,NA,NA,NA,7.1875,8.87728755590647,-109.477636720524,NA,6.3224962106223,3.36856791822314
"CHASEFORD","Chase Ford","TE","MIN",394,NA,90,8.85676161205888,NA,NA,NA,NA,NA,10.625,19.125,NA,NA,NA,2.5,6.875,NA,NA,NA,NA,7.825,8.85676161205888,-109.498162664372,NA,7.05881172129323,3.51175240514678
"CEDRICPEERMAN","Cedric Peerman","RB","CIN",395,NA,139,8.28592887611643,NA,10.95,17.175,NA,NA,14.0625,21.875,NA,5.975,2.5,4.15,2.125,NA,NA,NA,NA,8.75694444444444,8.28592887611643,-109.641885324954,NA,7.35250333189559,3.56886390418278
"JUWANTHOMPSON","Juwan Thompson","RB","DEN",396,NA,140,8.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,NA,NA,NA,NA,NA,NA,8.25,8.25,-109.67781420107,NA,NA,NA
"BEARPASCOE","Bear Pascoe","TE","NYG",397,NA,91,8.60000265353668,17.225,NA,NA,NA,NA,14.4,9.575,NA,NA,NA,5,3.125,NA,NA,NA,NA,8.2175,8.60000265353668,-109.754921622894,NA,5.99824453486185,3.30551368514637
"HENRYHYNOSKI","Henry Hynoski","RB","NYG",398,NA,141,8.16874544738514,NA,19.7,4.575,NA,NA,12.1375,NA,NA,NA,NA,2.625,NA,6.65,NA,NA,11.4625,8.16428571428571,8.16874544738514,-109.759068753685,NA,6.23679104187402,3.35190162444543
"FELIXJONES","Felix Jones","RB",NA,399,NA,142,8.07,17.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.07,8.07,-109.85781420107,NA,NA,NA
"RYANWILLIAMS","Ryan Williams","RB","DAL",400,NA,143,8.02499082156162,NA,20.475,NA,10.9,NA,10.705,14,6.3,2.875,2,7.125,3.75,NA,NA,NA,NA,7.003,8.02499082156162,-109.902823379509,NA,5.9912560128166,3.30415469171366
"JEWELHAMPTON","Jewel Hampton","RB","SFO",401,NA,144,7.675,NA,NA,NA,NA,NA,NA,7.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.675,7.675,-110.25281420107,NA,NA,NA
"WILLJOHNSON","Will Johnson","RB","PIT",402,NA,145,7.58312789337654,NA,19.125,5.875,NA,NA,12.5,NA,NA,3.25,13.5,7.975,4.25,NA,NA,NA,NA,8.309375,7.58312789337654,-110.344686307694,NA,5.76963005333799,3.26105713524906
"ZACHPOTTER","Zach Potter","TE","HOU",403,NA,92,7.9775,15.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA,7.9775,7.9775,-110.37742427643,NA,9.74746697865656,4.03459039777486
"ALVESTERALEXANDER","Alvester Alexander","RB",NA,404,NA,146,7.51034283438737,NA,9.25,NA,NA,NA,6.9425,3.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81958333333333,7.51034283438737,-110.417471366683,NA,2.77496208682809,2.67871167317852
"TJGRAHAM","T.J. Graham","WR","BUF",405,NA,137,32.9749731590793,71.235,49.375,NA,NA,NA,25.7,35.725,24.225,13.15,NA,8.15,3.125,3.75,62.725,NA,NA,26.629696969697,32.9749731590793,-110.424248530531,NA,24.5019824368016,6.9037649500756
"JEROMEFELTON","Jerome Felton","RB","MIN",406,NA,147,7.49374720728547,7.105,14.45,6.725,NA,NA,10.5875,NA,NA,NA,NA,1.375,NA,NA,NA,NA,NA,6.68958333333333,7.49374720728547,-110.434066993785,NA,4.8632080461358,3.08479360669826
"CHRISTHOMPSON","Chris Thompson","RB","WAS",407,NA,148,7.46875353910695,-2.52,18.325,NA,NA,NA,9.1625,NA,NA,NA,9.375,1.825,2.625,NA,NA,NA,NA,3.96027777777778,7.46875353910695,-110.459060661964,NA,7.39472285090298,3.57707394468801
"DARICKROGERS","Da'Rick Rogers","WR","IND",408,NA,138,32.8708593212864,NA,38.5,NA,NA,NA,30.05,19.875,33,30,29.125,61.825,17.25,4.375,43.6,NA,NA,30.7744444444444,32.8708593212864,-110.528362368324,NA,15.6196155166793,5.17649296993449
"VONTALEACH","Vonta Leach","RB",NA,409,NA,149,7.3375,15.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3375,7.3375,-110.59031420107,NA,NA,NA
"MATTSPAETH","Matt Spaeth","TE","PIT",410,NA,93,7.73518028359252,NA,NA,NA,NA,NA,15.125,11,NA,8.25,0.625,2.625,9.75,NA,NA,NA,14.4875,7.7328125,7.73518028359252,-110.619743992838,NA,5.52795452676666,3.21406072437271
"MICHAELCOX","Michael Cox","RB","NYG",411,NA,150,7.20191434772265,12.225,11.475,NA,NA,NA,5.7375,21.875,NA,NA,3.625,2.625,5.375,NA,NA,NA,NA,7.7659375,7.20191434772265,-110.725899853348,NA,6.77750074651767,3.45704845418353
"KYLEJUSZCZYK","Kyle Juszczyk","RB","BAL",412,NA,151,7.03999721543921,NA,15.875,16.525,NA,NA,14.1175,NA,NA,NA,1.25,4.425,0.5,NA,NA,NA,NA,8.78208333333333,7.03999721543921,-110.887816985631,NA,7.52380562226767,3.60217548081033
"KELLENWINSLOW","Kellen Winslow Jr","TE",NA,413,NA,94,7.3575,14.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.625,NA,NA,NA,NA,21.965,7.3575,-110.99742427643,NA,41.4859548522147,10.2064814363958
"DERRICKCOLEMAN","Derrick Coleman","RB","SEA",414,NA,152,6.87606121220646,NA,25.55,13.05,NA,NA,19.3,3,NA,6.15,3.425,5.725,NA,NA,NA,NA,NA,9.525,6.87606121220646,-111.051752988864,NA,8.73147869711054,3.83702052629267
"COLLINMOONEY","Collin Mooney","RB","TEN",415,NA,153,6.85816087130419,9.825,11.7,1.7,NA,NA,6.7,NA,NA,2.625,1.25,1.625,NA,NA,NA,NA,NA,5.02535714285714,6.85816087130419,-111.069653329766,NA,4.34009545648809,2.98306872562961
"LEESMITH","Lee Smith","TE","BUF",416,NA,95,7.28124107835489,15.975,NA,NA,NA,NA,8.0625,5,NA,8.125,NA,4.75,5,NA,NA,NA,12.5625,7.400625,7.28124107835489,-111.073683198076,NA,4.30646748535049,2.97652940420579
"PATRICKDIMARCO","Patrick DiMarco","RB","ATL",417,NA,154,6.37887546712059,NA,8.45,6.6,NA,NA,7.525,NA,NA,5,1.25,2.6,0.6,NA,NA,NA,14.0775,5.6878125,6.37887546712059,-111.54893873395,NA,4.4363203537673,3.00178069399987
"KENDALLGASKINS","Kendall Gaskins","RB","NYG",418,NA,155,6.3,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,12.5,6.3,6.3,-111.62781420107,NA,8.76812408671319,3.8441466172582
"JEFFKING","Jeff King","TE","ARI",419,NA,96,6.66,11.46,NA,NA,NA,NA,NA,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.04,6.66,-111.69492427643,NA,3.33047293938864,2.78673674565311
"CHRISRAINEY","Chris Rainey","RB","IND",420,NA,156,6.22125,-4.71,16.575,NA,NA,NA,12.4425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.684375,6.22125,-111.70656420107,NA,11.2866959846538,4.33391006751924
"DWAYNEHARRIS","Dwayne Harris","WR","DAL",421,NA,139,31.5928624274639,22,NA,NA,NA,NA,13,35.525,NA,27.625,6.625,23.1,35,3.625,49.8,NA,21.75,25.955,31.5928624274639,-111.806359262147,NA,14.0638612921361,4.87395979333806
"BRANDONWILLIAMS","Brandon Williams","TE","CAR",422,NA,97,6.52260548344174,NA,NA,NA,NA,NA,1.125,NA,NA,18.75,NA,6.375,NA,NA,NA,NA,NA,6.5625,6.52260548344174,-111.832318792989,NA,9.04934389886913,3.89883284066754
"WILLTAUFOOU","Will Taufoou","RB","JAX",423,NA,157,5.96976511301593,12.65,9.55,3.625,NA,NA,6.5875,NA,NA,5.325,3.125,3.125,0.5,NA,NA,NA,10.225,6.04183333333333,5.96976511301593,-111.958049088055,NA,3.99752853335658,2.91645289530316
"JOEMORGAN","Joe Morgan","WR","NO",424,NA,140,31.3867018060674,NA,46.5,37.75,NA,NA,NA,NA,63.125,27.625,10,16,26,NA,NA,NA,NA,32.4285714285714,31.3867018060674,-112.012519883543,NA,18.2844790086851,5.69470439736551
"DJWILLIAMS","D.J. Williams","TE","NE",425,NA,98,6.27825186737877,-0.03,NA,NA,NA,NA,9.3625,NA,17.875,NA,1.875,2.75,NA,NA,NA,NA,NA,5.29541666666667,6.27825186737877,-112.076672409052,NA,7.34148222431955,3.56672073103114
"BRIANLEONARD","Brian Leonard","RB",NA,426,NA,158,5.85,12.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.85,5.85,-112.07781420107,NA,NA,NA
"JEREMYSTEWART","Jeremy Stewart","RB","OAK",427,NA,159,5.83393010524097,-0.09,13.075,NA,NA,NA,9.8175,0.625,NA,NA,NA,0.55,1.125,NA,NA,NA,NA,3.57642857142857,5.83393010524097,-112.093884095829,NA,5.73207112438427,3.25375339671075
"CORYHARKEY","Cory Harkey","TE","STL",428,NA,99,6.25000069987195,NA,NA,NA,NA,NA,21.1875,NA,NA,8.75,6.25,2,3.75,NA,NA,NA,NA,6.98958333333333,6.25000069987195,-112.104923576558,NA,7.59682293791293,3.6163744848048
"JOEMCKNIGHT","Joe McKnight","RB","KC",429,NA,160,5.73460108160587,-0.12,13.075,NA,NA,NA,9.6625,3.425,NA,NA,NA,NA,1.625,4.575,NA,NA,NA,3.3913125,5.73460108160587,-112.193213119465,NA,5.02737847938665,3.11671831684274
"KEVINNORWOOD","Kevin Norwood","WR","SEA",430,NA,141,31.1249952813119,NA,44.875,30.125,NA,NA,37.5,NA,NA,NA,NA,18.875,24.75,NA,NA,NA,NA,19.515625,31.1249952813119,-112.274226408299,NA,10.2634819871231,4.13493507768639
"CRAIGSTEVENS","Craig Stevens","TE","TEN",431,NA,100,5.96875,7.5,NA,NA,NA,NA,8.875,18.25,NA,7.25,1.875,3.875,1.25,NA,NA,NA,NA,6.83928571428571,5.96875,-112.38617427643,NA,5.76602322311694,3.26035574823882
"SILASREDD","Silas Redd","RB","WAS",432,NA,161,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,5.5,5.5,-112.42781420107,NA,NA,NA
"DARRIUSHEYWARDBEY","Darrius Heyward-Bey","WR","PIT",433,NA,142,30.7184466445729,57.285,NA,NA,NA,NA,44.1875,22.375,NA,28.025,NA,18.825,8.5,18.375,57.825,NA,NA,27.9182222222222,30.7184466445729,-112.680775045038,NA,18.8022192097056,5.79538455956297
"ZURLONTIPTON","Zurlon Tipton","RB","IND",434,NA,162,5.175,NA,NA,NA,NA,NA,NA,5.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.175,5.175,-112.75281420107,NA,NA,NA
"LEONWASHINGTON","Leon Washington","RB","TEN",435,NA,163,5.16539234987521,-0.27,12.9,5.875,NA,NA,9.3875,0.1,NA,NA,1.5,0.95,1.025,NA,NA,NA,NA,3.9131875,5.16539234987521,-112.762421851195,NA,4.92169195237848,3.09616643259598
"JEFFDEMPS","Jeff Demps","RB","TB",436,NA,164,5.1125,NA,NA,NA,NA,NA,NA,2.575,NA,NA,13.125,1.925,NA,NA,NA,NA,NA,5.875,5.1125,-112.81531420107,NA,6.28708994686731,3.36168278863376
"TONYFIAMMETTA","Tony Fiammetta","RB","CHI",437,NA,165,5.06436927993643,6.315,14.675,5.5,NA,NA,10.0875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.08875,5.06436927993643,-112.863444921134,NA,4.19381010885885,2.95462196314643
"BRANDONLLOYD","Brandon Lloyd","WR","SF",438,NA,143,30.5228884010542,4.06,50.875,51,NA,NA,39.1125,59.875,NA,21.125,20.625,18.125,16,NA,NA,NA,11.325,29.20625,30.5228884010542,-112.876333288556,NA,19.3546563608663,5.90281191767257
"JAMESDEVELIN","James Develin","RB","NE",439,NA,166,4.97499548546956,NA,14.575,7.375,NA,NA,10.975,NA,NA,NA,2.25,1.475,NA,NA,NA,NA,NA,6.10833333333333,4.97499548546956,-112.952818715601,NA,5.60948972723901,3.22991612287602
"JOHNPHILLIPS","John Phillips","TE","SD",440,NA,101,5.359375,8.17,NA,NA,NA,NA,9.0625,8.625,NA,4.875,2.5,1.875,3.125,NA,NA,NA,NA,5.4275,5.359375,-112.99554927643,NA,3.10235351329093,2.74237646461903
"WESLYESAUNDERS","Weslye Saunders","TE","IND",441,NA,102,5.15870816406324,13.16,NA,NA,NA,NA,8.5375,NA,NA,NA,NA,0.75,1.875,NA,NA,NA,NA,4.7925,5.15870816406324,-113.196216112367,NA,5.83828255818153,3.27440735474
"WILLIAMPOWELL","William Powell","RB","HOU",442,NA,167,4.68409585196882,NA,NA,NA,NA,NA,NA,13.475,NA,NA,2,4.425,1.125,NA,NA,NA,NA,5.25625,4.68409585196882,-113.243718349102,NA,5.65417894864792,3.23860642363122
"BRANDENOLIVER","Branden Oliver","RB","SD",443,NA,168,4.5125,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,7.925,NA,NA,NA,NA,NA,4.5125,4.5125,-113.41531420107,NA,4.82600378159819,3.07755883647818
"EVANROYSTER","Evan Royster","RB","WAS",444,NA,169,4.47972469796649,NA,7.85,NA,NA,NA,5.8925,8.2,NA,NA,NA,0.7,7.5,NA,NA,NA,NA,4.30607142857143,4.47972469796649,-113.448089503104,NA,3.10684707541263,2.74325028620438
"JOHNCONNER","John Conner","RB","NYG",445,NA,170,4.47932899847185,4.27,NA,NA,NA,NA,NA,NA,NA,5.45,NA,4.2,4.25,NA,NA,NA,NA,3.586,4.47932899847185,-113.448485202599,NA,0.605715829962093,2.25687835879219
"LUKESTOCKER","Luke Stocker","TE","TB",446,NA,103,4.8466204954449,9.19,NA,NA,NA,NA,5.4375,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3.2805,4.8466204954449,-113.508303780986,NA,3.59614985088219,2.83840048451011
"DAMIENWILLIAMS","Damien Williams","RB","MIA",447,NA,171,4.4,NA,NA,NA,NA,NA,NA,0.3,NA,NA,25.5,6.2,0.5,NA,NA,NA,NA,8.125,4.4,-113.52781420107,NA,11.9019256145102,4.45354809987705
"JAYPROSCH","Jay Prosch","RB","HOU",448,NA,172,4.35,NA,8.425,2.425,NA,NA,5.425,NA,NA,NA,1.125,NA,NA,NA,NA,NA,NA,4.35,4.35,-113.57781420107,NA,3.25921769754645,2.77288039590095
"GREGJONES","Greg Jones","RB",NA,449,NA,173,4.295,8.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.295,4.295,-113.63281420107,NA,NA,NA
"MARQUEISGRAY","MarQueis Gray","TE","CLE",450,NA,104,4.625,NA,NA,NA,NA,NA,3.4375,NA,NA,6.125,9.375,1.25,3.125,NA,NA,NA,NA,4.6625,4.625,-113.72992427643,NA,3.15659032818641,2.75292339782991
"DAVIDJOHNSON","David Johnson","TE","SD",451,NA,105,4.553749042243,10.385,NA,NA,NA,NA,6.2875,NA,NA,3,1.25,3.25,NA,NA,NA,NA,NA,3.96875,4.553749042243,-113.801175234187,NA,3.59318556437042,2.83782404704936
"JALENPARMELE","Jalen Parmele","RB","ARI",452,NA,174,4.10625,-0.24,10.95,NA,NA,NA,8.2125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.710625,4.10625,-113.82156420107,NA,5.83316327133057,3.2734118542371
"RYANTAYLOR","Ryan Taylor","TE","GB",453,NA,106,4.51313129320045,NA,NA,NA,NA,NA,8.375,2,NA,NA,NA,2.25,NA,NA,NA,NA,NA,1.80357142857143,4.51313129320045,-113.84179298323,NA,3.61060359681499,2.84121117118657
"CHRISOWUSU","Chris Owusu","WR","TB",454,NA,144,29.3437750365214,19.9,NA,40.125,NA,NA,28.85,12.95,62.875,28.25,7.5,22,13.75,70.25,38,NA,40.9,29.382027972028,29.3437750365214,-114.055446653089,NA,19.4562723585714,5.92257224362493
"JALENSAUNDERS","Jalen Saunders","WR","NYJ",455,NA,145,29.2790835838793,NA,53.75,40.75,NA,NA,38.6875,NA,13,11.25,NA,16.25,3.125,NA,NA,NA,NA,19.6458333333333,29.2790835838793,-114.120138105731,NA,18.9281271005801,5.8198687059557
"MIKETHOMAS","Mike Thomas","WR","HOU",456,NA,146,29.1933402739681,16.11,NA,NA,NA,NA,22.7125,35.375,NA,NA,10,21.75,41,2.5,NA,NA,51.45,28.1021517857143,29.1933402739681,-114.205881415642,NA,16.4282843768594,5.33374734548134
"ALDRICKROBINSON","Aldrick Robinson","WR","WAS",457,NA,147,29.166299089704,18.87,NA,30.875,NA,NA,31.625,43.625,NA,NA,NA,20.625,1.875,42.5,46.6,NA,NA,23.6645,29.166299089704,-114.232922599907,NA,15.2230594441225,5.09937836761711
"NILESPAUL","Niles Paul","TE","WAS",458,NA,107,4.0625,-0.24,NA,NA,NA,NA,7.125,5.875,NA,3.875,NA,3.75,1,NA,NA,NA,NA,3.00928571428571,4.0625,-114.29242427643,NA,2.79990252806534,2.6835616107806
"ANDREWSZCZERBA","Andrew Szczerba","TE","ATL",459,NA,108,4.0375,NA,NA,NA,NA,NA,4.0375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0375,4.0375,-114.31742427643,NA,NA,NA
"MICKEYSHULER","Mickey Shuler","TE",NA,460,NA,109,3.84375,NA,NA,NA,NA,NA,6.125,NA,NA,NA,NA,4,7.25,NA,NA,NA,NA,5.79166666666667,3.84375,-114.51117427643,NA,1.6504418600282,2.4600365952043
"SPENCERWARE","Spencer Ware","RB","SEA",461,NA,175,3.29746451159169,NA,NA,1,NA,NA,0.75,3.5,NA,NA,3.825,2.35,4.75,NA,NA,NA,NA,2.69583333333333,3.29746451159169,-114.630349689479,NA,1.60767041605755,2.45171922694142
"TYLERCLUTTS","Tyler Clutts","RB","DAL",462,NA,176,3.25094743242676,-0.0949999999999999,13.675,1.25,NA,NA,7.4625,NA,NA,NA,NA,NA,1.025,NA,NA,NA,NA,3.23464285714286,3.25094743242676,-114.676866768644,NA,5.84327647814135,3.27537847629974
"DEVIERPOSEY","DeVier Posey","WR","HOU",463,NA,148,28.5733223990442,NA,53.125,58.875,NA,NA,35.825,20.375,11.125,15.875,24.75,20,2.5,29.75,41.25,NA,19.425,23.7607142857143,28.5733223990442,-114.825899290566,NA,16.8194640302583,5.40981644514737
"NICKKASA","Nick Kasa","TE","OAK",464,NA,110,3.42721984213044,NA,NA,NA,NA,NA,14.625,NA,NA,NA,2.5,3.5,1,NA,NA,NA,NA,3.60416666666667,3.42721984213044,-114.9277044343,NA,6.23111730885133,3.35079830590872
"BRANDONBARDEN","Brandon Barden","TE","JAX",465,NA,111,3.36875,NA,NA,NA,NA,NA,3.85,NA,NA,NA,6.25,2.75,0.625,NA,NA,NA,NA,3.36875,3.36875,-114.98617427643,NA,2.34124032299121,2.59436980162673
"ANDRECALDWELL","Andre Caldwell","WR","DEN",466,180,149,28.2964526627864,12.865,68.75,NA,NA,NA,30.85,38.4,29,26.125,7.625,NA,12.875,40.625,35.625,NA,20.975,26.0395154845155,28.2964526627864,-115.102769026824,1,17.0257626981744,3.43947996179664
"MIKEMCNEILL","Mike McNeill","TE","CAR",467,NA,112,3.16680983103707,NA,NA,NA,NA,NA,4.975,NA,NA,NA,NA,3.375,0.625,NA,NA,NA,NA,2.24375,3.16680983103707,-115.188114445393,NA,2.20018938578781,2.56694092666637
"GARRETTCELEK","Garrett Celek","TE","SF",468,NA,113,3.12500726205277,0.63,NA,NA,NA,NA,7.3125,0.375,NA,5.5,NA,2.625,NA,NA,NA,NA,NA,2.30321428571429,3.12500726205277,-115.229917014378,NA,3.04465289483054,2.73115595747271
"MIGUELMAYSONET","Miguel Maysonet","RB","PIT",469,NA,177,2.61576952699364,NA,NA,4.3,NA,NA,3.225,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,2.00625,2.61576952699364,-115.312044674077,NA,1.95879427199489,2.51999904507702
"KEVINBROCK","Kevin Brock","TE","CIN",470,NA,114,3.03776983529065,NA,NA,NA,NA,NA,6.9375,NA,NA,NA,NA,0.5,1.25,NA,NA,NA,NA,2.171875,3.03776983529065,-115.31715444114,NA,3.52021690856307,2.82363450548481
"QUINTONPATTON","Quinton Patton","WR","SF",471,NA,150,27.9877853299745,1.99,64.75,NA,NA,NA,33.5,40.925,NA,34.7,13,18.025,1.875,3.875,47.65,NA,NA,26.02,27.9877853299745,-115.411436359636,NA,21.6168252114463,6.34271503190928
"TRAVISBENJAMIN","Travis Benjamin","WR","CLE",472,NA,151,27.9197104331261,24.825,NA,33,NA,NA,25.2125,18.325,NA,11,NA,29.825,9.375,27.25,33.3,NA,9.7375,21.045,27.9197104331261,-115.479511256484,NA,9.42636263359309,3.97214819707346
"DARRENFELLS","Darren Fells","TE","ARI",473,NA,115,2.84375,NA,NA,NA,NA,NA,5.0625,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,2.84375,2.84375,-115.51117427643,NA,3.1377863415153,2.74926675995579
"LERONMCCLAIN","LeRon McClain","RB",NA,474,NA,178,2.39,5.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39,2.39,-115.53781420107,NA,NA,NA
"RICHARDGORDON","Richard Gordon","TE","KC",475,NA,116,2.7625,32.915,NA,NA,NA,NA,2.9125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8925,2.7625,-115.59242427643,NA,21.2149712025494,6.26457018877039
"BENHARTSOCK","Ben Hartsock","TE",NA,476,NA,117,2.735,5.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.735,2.735,-115.61992427643,NA,NA,NA
"LONNIEPRYOR","Lonnie Pryor","RB","TB",477,NA,179,2.085,NA,NA,3.525,NA,NA,2.655,NA,NA,NA,NA,0.475,1.325,NA,NA,NA,NA,1.995,2.085,-115.84281420107,NA,1.35840592853045,2.40324706081479
"JOSHMORGAN","Josh Morgan","WR","CHI",478,NA,152,27.5147318210872,3.77,57.625,NA,NA,NA,25.325,43.975,14.25,14,7.5,34.075,27.25,33.875,35.625,NA,14.4375,23.7761213786214,27.5147318210872,-115.884489868523,NA,15.9467606472928,5.24010986649256
"JAMESWILDER","James Wilder Jr","RB","CIN",479,NA,180,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.625,1.075,NA,NA,NA,NA,NA,1.85,1.85,-116.07781420107,NA,1.09601551083915,2.35222241609887
"CHRISHOGAN","Chris Hogan","WR","BUF",480,NA,153,27.3123546332947,NA,NA,35.5,NA,NA,24.3125,NA,NA,NA,NA,19.125,6.25,NA,NA,NA,44.225,25.8025,27.3123546332947,-116.086867056316,NA,14.6842379356234,4.99459871796996
"JEFFJANIS","Jeff Janis","WR","GB",481,NA,154,27.26875,NA,44.875,NA,NA,NA,33.9625,NA,NA,NA,23.5,19.375,4.375,NA,NA,NA,NA,25.2175,27.26875,-116.13047168961,NA,15.2838701741411,5.11120366947614
"ROBERTHERRON","Robert Herron","WR","TB",482,NA,155,27.25,NA,60.125,23.5,NA,NA,41.8125,-2,NA,NA,34,26.1,3.125,NA,NA,NA,NA,26.3789285714286,27.25,-116.14922168961,NA,21.5598811384103,6.33164164317464
"MICHAELPALMER","Michael Palmer","TE","PIT",483,NA,118,2.20367398332183,NA,NA,NA,NA,NA,4.4375,NA,NA,NA,NA,0.75,1.25,NA,NA,NA,NA,1.2875,2.20367398332183,-116.151250293109,NA,2.00032549434669,2.52807523887923
