"name","player","pos","projections","risk","inflatedCost","team","overallRank","pick","positionRank","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_nf","projectedPts_wf","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","vor","sdPick","sdPts","cost_yahoo","costProjected_yahoo","costAvg_yahoo","costMax_yahoo","adp_yahoo","cost_espn","adp_espn","cost_fp","adp_fp","adp_ffc","adpSD_ffc","avgCost","bidUpTo","simulation"
"BISHOPSANKEY","Bishop Sankey","RB",151.825248132612,7.34146702402451,17,"TEN",89,67.3,27,NA,178.9,150.375,128.375258103335,NA,160.9075,195.25,182.250258103335,135.875258103335,147.625258103335,159.200258103335,159.750258103335,123.575,175.15,107.458208103335,NA,110.275,151.943361428571,151.825248132612,31.3147258746271,28.9,27.1705960593202,9.1,23,16.05,23,76.9,8.2,81.6,12,58,52.2,7.6,16.05,1,7.80994708647679
"BJCOLEMAN","B.J. Coleman","QB",0,NA,1,"GB",645,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.692910375086,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"BJDANIELS","B.J. Daniels","QB",0,NA,1,"SEA",645,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.692910375086,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"BLAINEGABBERT","Blaine Gabbert","QB",5.81664682526959,4.39736390448409,1,"SF",533,NA,61,2.25,NA,NA,NA,NA,7.5,-0.84,NA,12.94,1.4,5.56,NA,NA,37.9,NA,NA,NA,7.38288888888889,5.81664682526959,-239.876263549816,NA,13.3103906779628,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,0
"BLAKEBORTLES","Blake Bortles","QB",74.5993168863008,8.43895949751988,1,"JAC",198,223.7,35,0.2,44.66,129.96,61.2242777278127,0.2,75.098,42.7,53.3842777278128,48.9242777278127,117.624277727813,79.1442777278127,115.224277727813,NA,49.96,70.3386777278127,NA,46.14,74.6004457142857,74.5993168863008,-171.093593488785,29.9,37.8275145785791,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"BOBBYRAINEY","Bobby Rainey","RB",52.4095098683012,6.66495953201155,1,"TB",255,188.3,72,25.105,41.675,67.75,35.9500778153502,NA,46.6375,67.65,27.1000778153502,42.7250778153502,29.3750778153502,38.6000778153502,44.3750778153502,89.125,71.1,62.0810778153502,NA,67.275,50.95815,52.4095098683012,-68.1010123896832,29.4,19.0978511062052,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"BRADIEEWING","Bradie Ewing","RB",0,NA,1,"JAX",645,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.125,NA,NA,NA,NA,NA,NA,1.375,0,-120.510522257984,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"BRADSMELLEY","Brad Smelley","RB",-0.03,2.07806496544846,1,"HOU",806,NA,244,1.605,NA,NA,-0.03,NA,1.125,NA,-0.03,-0.03,-0.03,-0.03,-0.03,NA,NA,-0.03,NA,NA,0.435,-0.03,-120.540522257984,NA,0.626732598482,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"BRADSMITH","Brad Smith","WR",7.69251829786917,6.23673779701778,1,"PHI",499,NA,204,5.755,NA,NA,-0.12,NA,5.0625,2.175,-0.12,-0.12,13.38,2.48,-0.12,79.125,NA,-0.12,NA,NA,15.1577380952381,7.69251829786917,-135.088650713967,NA,23.3694603134285,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"BRADSORENSEN","Brad Sorensen","QB",0,NA,1,"SD",645,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.692910375086,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"BRADYQUINN","Brady Quinn","QB",0,NA,1,"MIA",645,NA,76,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0266666666666667,0,-245.692910375086,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"BRANDENOLIVER","Branden Oliver","RB",4.5125,2.84593217999284,1,"SD",556,NA,166,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,7.925,NA,NA,NA,NA,NA,NA,4.5125,4.5125,-115.998022257984,NA,4.82600378159819,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"BRANDINCOOKS","Brandin Cooks","WR",128.291089841668,8.7407130564685,6,"NO",117,95.6,45,0.6,142.975,148.975,103.55,0.6,129.8,125.075,99.725,138.1,141.975,127.05,108.85,21.225,170.1,97.585,NA,142.615,123.684214285714,128.291089841668,-14.4900791701687,21.2,52.8459532982422,1.7,9,5.35,9,103.6,3.1,121.4,8,101,72.1,7.3,5.35,1,8.99974278983049
"BRANDONBARDEN","Brandon Barden","TE",1.25000614429253,2.4399175972855,1,"JAX",609,NA,124,NA,NA,NA,-1.5,NA,3.85,-2.375,-1.5,-1.5,4.75,1.25,-0.875,NA,NA,-1.5,NA,NA,1.32,1.25000614429253,-116.689906968768,NA,2.60561293173027,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"BRANDONBOLDEN","Brandon Bolden","RB",38.3411293597333,5.46664525456369,1,"NE",303,NA,84,NA,73.825,15.6,46.5,NA,43.9475,38.625,39.1,7.175,36.125,13.275,7,33.6,50.2,NA,NA,39.7,31.5694642857143,38.3411293597333,-82.1693928982512,NA,19.1580193759756,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"BRANDONBOSTICK","Brandon Bostick","TE",43.4425693356128,8.44783505250962,1,"GB",280,207,48,NA,NA,48.125,47.3049168185722,NA,45.275,71.125,49.1799168185722,23.8049168185722,41.6799168185722,-1.57008318142776,38.3049168185722,NA,NA,-1.57008318142776,NA,27,43.7388888888889,43.4425693356128,-74.4973437774474,41.7,22.0311963329995,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"BRANDONGIBSON","Brandon Gibson","WR",63.8703733602727,6.86758139609249,1,"MIA",225,NA,92,35.52,NA,59.875,-1.755,NA,65.3625,92.125,53.995,45.87,49.37,49.62,41.495,88.375,91,65.56,NA,95.85,64.7769871794872,63.8703733602727,-78.9107956515639,NA,26.8193840716913,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"BRANDONJACKSON","Brandon Jackson","RB",0,NA,1,NA,645,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-120.510522257984,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"BRANDONJACOBS","Brandon Jacobs","RB",0,NA,1,"NYG",645,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-120.510522257984,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"BRANDONLAFELL","Brandon LaFell","WR",58.0983145668895,7.07678362569294,1,"NE",234,174,96,-0.09,90.5,56.5,100.122327741889,NA,69.35,76,24.9223277418892,34.5473277418892,38.2973277418892,51.1973277418892,54.2973277418892,13.75,84.3,46.7093277418892,NA,29.9,54.0857916666667,58.0983145668895,-84.6828544449471,25.5,28.8550758863866,1,1,1,1,NA,1.4,146.8,0,205,NA,NA,1,1,0.693147180559945
"BRANDONLLOYD","Brandon Lloyd","WR",28.8936251737684,5.13971448181618,1,"SF",350,NA,154,4.06,50.875,44.75,NA,NA,36.7625,59.875,NA,21.125,20.625,18.125,16,24.375,NA,NA,NA,14.15,28.2428246753247,28.8936251737684,-113.887543838068,NA,17.3701178392664,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"BRANDONMARSHALL","Brandon Marshall","WR",221.078103998112,2.69908811841792,57,"CHI",29,15.1,6,232.35,220.975,228.85,223.509253224771,224.85,221.6875,241.6,204.509253224771,211.509253224771,219.009253224771,206.709253224771,225.509253224771,198.625,234.75,234.803003224771,NA,223.15,223.28112066365,221.078103998112,78.2969349862752,2.6,11.8180220936021,46.8,45,45.9,46.8,14.4,36.1,19.8,36,18,16,2.7,45.9,45,5.90808293816893
"BRANDONMYERS","Brandon Myers","TE",65.8245715085243,7.2908414550682,1,"TB",221,NA,32,105.43,NA,55.5,-1.8,NA,41.6375,96.95,53.2,60.325,19.2,77.95,36.075,80.625,74.5,64.20125,NA,73.05,65.7386744505495,65.8245715085243,-52.1153416045359,NA,29.134086060466,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,4.88280192258637
"BRANDONPETTIGREW","Brandon Pettigrew","TE",53.875024463248,5.14501078466156,1,"DET",249,179.5,40,57.115,70.875,NA,47.1251636168397,NA,50.3875,52.125,56.8751636168397,40.8751636168397,27.3751636168397,42.8751636168397,38.0001636168397,74.625,65.125,-2.99983638316033,NA,62.7,54.2005357142857,53.875024463248,-64.0648886498122,16.5,19.8484043551867,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,1.09861228866811
"BRANDONSTOKLEY","Brandon Stokley","WR",6.33,2.38045359411403,1,"BAL",526,NA,215,6.33,NA,NA,-0.12,NA,NA,NA,-0.12,-0.12,-0.12,-0.12,-0.12,NA,NA,-0.12,NA,NA,6.33,6.33,-136.451169011837,NA,2.28041936932662,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"BRANDONTATE","Brandon Tate","WR",19.15,4.27235521769994,1,"CIN",403,NA,173,10.035,3,3,3,3,8.1625,6.25,3,19.5,7.75,12.25,12.375,53.875,3,3,NA,10.475,14.8895,19.15,-123.631169011837,NA,12.6267498529494,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"BRANDONWEEDEN","Brandon Weeden","QB",12.1209725812528,4.18148110655646,1,"DAL",442,NA,53,NA,16.08,5.32,-1.5,NA,11.352,40,8.74,6.24,12.5,-0.58,-1.5,NA,NA,-1.5,NA,NA,9.8152,12.1209725812528,-233.571937793833,NA,12.1297823708274,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,0
"BRANDONWILLIAMS","Brandon Williams","TE",6.52260548344174,3.61820057384204,1,"CAR",524,NA,98,NA,NA,NA,NA,NA,1.125,NA,NA,18.75,NA,6.375,NA,NA,NA,NA,NA,NA,6.5625,6.52260548344174,-111.417307629618,NA,9.04934389886913,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"BRENNANCLAY","Brennan Clay","RB",0,NA,1,"DEN",645,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-120.510522257984,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"BRENTCELEK","Brent Celek","TE",64.0263177464173,5.4636589660531,1,"PHI",224,NA,34,61.99,86.25,68.875,54.2449177833261,NA,71.4125,79.875,68.8699177833261,46.9949177833261,67.1199177833261,36.9949177833261,40.4949177833261,39.75,85,103.029917783326,NA,56.8,65.74728125,64.0263177464173,-53.9135953666429,NA,19.1416881209754,1.2,0,0.6,1.2,122.8,0,170,1,NA,NA,NA,0.6,1,0.693147180559945
"BRENTONBERSIN","Brenton Bersin","WR",30.6873343613548,5.07041798764401,1,"CAR",338,NA,146,NA,NA,45.875,NA,NA,27.6875,0.3,NA,NA,NA,43.25,NA,21.625,NA,NA,NA,17.725,26.0870833333333,30.6873343613548,-112.093834650482,NA,16.9911528755899,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"BRETTBRACKETT","Brett Brackett","TE",0,NA,1,"ARI",645,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.93991311306,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"BRIANHARTLINE","Brian Hartline","WR",133.024940623023,4.61844222848958,1,"MIA",110,125.7,40,163.54,119.5,129,107.250102567673,NA,124.15,140,140.750102567673,124.250102567673,132.500102567673,129.375102567673,121.000102567673,138.125,152.25,133.133852567673,NA,140.85,134.199067708333,133.024940623023,-9.75622838881387,16.7,13.8196848327164,1,1,1,1,NA,1.3,144.9,4,167,NA,NA,1,1,3.76120011569356
"BRIANHOYER","Brian Hoyer","QB",66.6231514774034,10.3761952426741,1,"CLE",220,198.9,36,158.61,32.76,67.98,51.2173734308339,0.2,49.086,77.52,44.4173734308338,45.7173734308339,32.0573734308338,53.9773734308339,39.8573734308339,216,142.38,96.8826234308339,NA,40.54,77.10275,66.6231514774034,-179.069758897683,32.2,55.9181521452534,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,1.38629436111989
"BRIANLEONARD","Brian Leonard","RB",5.85,2.76641292157188,1,NA,531,NA,155,12.06,NA,NA,-0.36,NA,NA,NA,-0.36,-0.36,-0.36,-0.36,-0.36,NA,NA,-0.36,NA,NA,5.85,5.85,-114.660522257984,NA,4.39113311116846,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"BRIANLEONHARDT","Brian Leonhardt","TE",0,NA,1,"OAK",645,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.93991311306,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"BRIANQUICK","Brian Quick","WR",72.4326058065045,8.51431294439827,1,"STL",202,166,84,26.965,64.625,94.375,-0.966458017009232,NA,77.5375,72.85,70.6585419829908,88.2835419829908,76.1585419829908,57.1585419829908,67.9085419829908,81.375,51.875,82.2860419829908,NA,92.1,72.0014069264069,72.4326058065045,-70.3485632053322,39.7,25.4520935066441,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0.693147180559945
"BRIANROBISKIE","Brian Robiskie","WR",0,NA,1,"TEN",645,NA,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-142.781169011837,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"BRIANTYMS","Brian Tyms","WR",10.35,NA,1,"CLE",452,NA,188,NA,NA,NA,NA,NA,NA,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.35,10.35,-132.431169011837,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"BRICEBUTLER","Brice Butler","WR",9.78931736337792,3.6905887575243,1,"OAK",463,NA,193,17.115,NA,NA,-0.135,NA,25.525,NA,-0.135,4.365,-0.135,1.24,-0.135,NA,NA,-0.135,NA,NA,9.622,9.78931736337792,-132.991851648459,NA,9.44521652889852,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"BRITTANGOLDEN","Brittan Golden","WR",8.01158638788531,2.59940226167407,1,"ARI",495,NA,203,NA,NA,NA,NA,NA,10.6875,4.25,NA,9.75,NA,NA,NA,NA,NA,NA,NA,NA,6.171875,8.01158638788531,-134.769582623951,NA,3.47779414044784,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"BROCKOSWEILER","Brock Osweiler","QB",3.4272724506336,2.26749310902611,1,"DEN",570,NA,66,2.57,NA,NA,NA,NA,2.93,6.52,3.56,6.2,2.8,3.24,NA,NA,NA,NA,NA,NA,3.09111111111111,3.4272724506336,-242.265637924452,NA,1.6626671058158,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"BRUCEELLINGTON","Bruce Ellington","WR",14.9793148490118,5.04491966563806,1,"SF",424,NA,177,NA,NA,14.625,NA,NA,25.5625,26.875,NA,NA,5.5,3.5,8.5,NA,51.375,NA,NA,NA,16.6261160714286,14.9793148490118,-127.801854162825,NA,16.8517090149988,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"BRUCEGRADKOWSKI","Bruce Gradkowski","QB",7.67981458429646,3.07327089568735,1,"PIT",500,NA,59,1.93,NA,NA,-0.21,NA,15.23,0.24,7.19,10.99,7.89,8.03,-0.21,NA,NA,-0.21,NA,15.15,7.23222222222222,7.67981458429646,-238.013095790789,NA,6.06926159953881,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"BRUCEMILLER","Bruce Miller","RB",17.3150057479788,3.34998586880021,1,"SF",412,NA,119,30.24,27.35,13.95,NA,NA,20.65,NA,NA,14.925,10.5,7.8,NA,17.5,NA,NA,NA,23.62,16.5275,17.3150057479788,-103.195516510006,NA,7.58254565506276,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"BRYANWALTERS","Bryan Walters","WR",0,NA,1,"SEA",645,NA,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-142.781169011837,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"BRYCEBROWN","Bryce Brown","RB",39.825306680658,5.48242610100201,1,"BUF",295,177.7,81,42.605,56.3,25.6,47.1749035609428,NA,39.62,36.75,31.0749035609428,45.7249035609428,53.4999035609428,39.2999035609428,42.1249035609428,25.2,46.2,-3.00009643905716,NA,33.2,40.4201785714286,39.825306680658,-80.6852155773265,23.3,14.3799767081305,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"CALEBHANIE","Caleb Hanie","QB",0,NA,1,"DAL",645,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.692910375086,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"CALVINJOHNSON","Calvin Johnson","WR",265.213505311947,2.97363332078443,72,"DET",13,6.1,1,218.315,271.85,269.35,277.599997476809,266.35,268.725,269.725,254.224997476809,254.974997476809,253.599997476809,278.599997476809,263.349997476809,239.75,277.875,267.077497476809,NA,238.325,261.495588235294,265.213505311947,122.432336300111,1.2,16.7065153346053,61,54,57.5,61,6.2,54.5,7.5,46,6,6,1.5,57.5,71,9.50248746138712
"CAMERONMORRAH","Cameron Morrah","TE",0,NA,1,"DEN",645,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.93991311306,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"CAMNEWTON","Cam Newton","QB",271.612219965256,5.33409662569205,17,"CAR",8,74.3,7,255.43,265.14,268.3,261.292627641947,281.06,265.764,284.56,269.432627641947,267.872627641947,269.432627641947,269.552627641947,266.232627641947,282.82,296.14,284.402977641947,NA,254.46,271.239510784314,271.612219965256,25.91930959017,24.3,11.4107262496813,8.3,18,13.15,18,52.1,15.4,48.9,18,59,83.7,12.7,13.15,4,4.76217393479776
"CARLOSHYDE","Carlos Hyde","RB",94.3795743333682,7.59476278150657,6,"SF",169,120.3,47,NA,139.8,106.45,78,NA,102.45,88.125,64.875,79.875,109.5,73.025,5.125,115.05,127,46.093,NA,88.025,86.6104666666667,94.3795743333682,-26.1309479246163,25.5,34.5204693327097,1.6,10,5.8,10,113.5,2.2,127.2,5,122,91.6,9.7,5.8,1,5.51342874616498
"CARSONPALMER","Carson Palmer","QB",207.500843474772,5.46125280907446,2,"ARI",38,133,20,181.3,234.84,238.68,199.990116070747,NA,221.784,201.62,197.750116070747,186.610116070747,196.450116070747,199.590116070747,193.550116070747,227.54,244.3,191.279166070747,NA,191.93,208.018445833333,207.500843474772,-38.1920669003143,18.6,20.4788138435659,1,1,1,1,136.8,2.1,131.4,3,157,130,12.8,1,1,1.79175946922805
"CASEKEENUM","Case Keenum","QB",36.0878224983166,4.78123964299031,1,"HOU",315,NA,39,1.67,NA,NA,NA,NA,40.29,51.12,43.58,28.96,11.6,27.82,32.5,NA,38.34,44.8672,NA,NA,32.0375533333333,36.0878224983166,-209.605087876769,NA,15.4097097999065,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,0
"CECILSHORTS","Cecil Shorts","WR",135.564936327223,6.304178245239,5,"JAC",108,106.3,38,213.375,NA,114.25,137.296448857225,NA,123.3,159.85,124.546448857225,115.296448857225,132.046448857225,138.671448857225,120.796448857225,157.625,142.75,124.572698857225,NA,142.175,140.441416666667,135.564936327223,-7.21623268461391,21.6,25.6576114573896,1.3,7,4.15,7,114.8,3,107.2,4,130,134.3,10.3,4.15,1,6.8627579130514
"CEDRICPEERMAN","Cedric Peerman","RB",8.28592887611643,3.30590930991639,1,"CIN",486,NA,138,NA,10.95,17.175,NA,NA,14.0625,21.875,NA,5.975,2.5,4.25,2.125,NA,NA,NA,NA,NA,8.76805555555556,8.28592887611643,-112.224593381868,NA,7.34150212557494,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"CHADBUMPHIS","Chad Bumphis","WR",0,NA,1,"JAX",645,NA,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-142.781169011837,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"CHADHALL","Chad Hall","WR",0,NA,1,"JAX",645,NA,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-142.781169011837,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"CHADHENNE","Chad Henne","QB",120.620459672573,8.2479044466395,1,"JAC",128,197.4,32,215.4,171.74,56.4,107.300151642269,NA,112.83,127.54,114.640151642269,120.760151642269,86.8001516422692,86.4601516422692,49.5001516422693,225.04,128.58,104.584051642269,NA,142.96,123.734093333333,120.620459672573,-125.072450702513,19.3,50.0149684299998,1,0,0,0,NA,0,170,0,NA,NA,NA,0,1,2.94443897916644
"CHANDLERHARNISH","Chandler Harnish","QB",0,NA,1,NA,645,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.692910375086,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"CHARLESCLAY","Charles Clay","TE",109.449614310958,4.50328785806215,4,"MIA",141,131.4,13,126.405,97.375,115.25,111.649988295986,NA,109.0875,121,115.899988295986,97.7749882959863,112.274988295986,103.149988295986,95.2749882959863,100.125,129.625,111.429838295986,NA,110.165,112.807121041667,109.449614310958,-8.49029880210227,18.3,10.4051481484447,1.1,5,3.05,5,123.8,1.4,138.4,5,148,NA,NA,3.05,1,3.55534806148941
"CHARLESJOHNSON","Charles Johnson","WR",34.6747210485432,5.44187135019717,1,"CLE",322,NA,137,NA,NA,41.125,-0.3,NA,22.825,11.775,7.7,48.975,46.075,-0.3,33.825,NA,NA,-0.3,NA,24.7,36.3142857142857,34.6747210485432,-108.106447963293,NA,19.0225371718534,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"CHARLESSIMS","Charles Sims","RB",18.913797115036,4.69357604623087,1,"TB",407,187.6,116,NA,46.4,NA,11,NA,29.175,17.65,-3,-3,13.625,7.05,8.875,NA,45.35,-3,NA,16.15,19.7675,18.913797115036,-101.596725142949,14.9,17.0658765667757,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"CHARLIEWHITEHURST","Charlie Whitehurst","QB",16.7723125058578,6.47396683262248,1,"TEN",414,NA,48,NA,NA,12.7,-5.20373387614471,NA,28.164,22.5,81.0962661238553,5.63626612385529,21.2962661238553,3.31626612385529,-5.20373387614471,NA,NA,-5.20373387614471,NA,16.87,19.4394,16.7723125058578,-228.920597869228,NA,24.6668057842914,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"CHASECOFFMAN","Chase Coffman","TE",30.84,3.98635471539593,1,"ATL",337,NA,59,30.84,NA,NA,-0.45,NA,NA,NA,-0.45,-0.45,-0.45,-0.45,-0.45,NA,NA,-0.45,NA,NA,30.84,30.84,-87.0999131130602,NA,11.0626855916635,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"CHASEDANIEL","Chase Daniel","QB",5.77830571286225,2.94922359912045,1,"KC",535,NA,62,1.93,NA,NA,NA,NA,6.34,-3.24,11.76,3.64,3.6,8.28,NA,NA,NA,NA,NA,13.24,4.97777777777778,5.77830571286225,-239.914604662224,NA,5.39087837396255,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"CHASEFORD","Chase Ford","TE",8.85676161205888,3.2542173176995,1,"MIN",479,NA,89,NA,NA,NA,NA,NA,10.625,19.125,NA,NA,NA,2.5,6.875,NA,NA,NA,NA,NA,7.825,8.85676161205888,-109.083151501001,NA,7.05881172129323,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"CHASEREYNOLDS","Chase Reynolds","RB",0.625,1.99578726272807,1,"STL",621,NA,182,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.625,0.625,-119.885522257984,NA,0.176776695296637,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"CHRISCOOLEY","Chris Cooley","TE",0,NA,1,"WAS",645,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.93991311306,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"CHRISGIVENS","Chris Givens","WR",64.3346975836766,10.2708215142139,1,"STL",222,203.3,91,139.565,97,53.75,90.4848750619497,NA,74.425,59.625,48.8848750619497,29.1848750619497,31.6348750619497,67.0098750619497,65.7598750619497,46.375,119.925,56.8196250619497,NA,17.155,69.1830802083333,64.3346975836766,-78.44647142816,47.9,33.6193315552396,1,1,1,1,NA,0,170,2,NA,NA,NA,1,1,2.484906649788
"CHRISGRAGG","Chris Gragg","TE",8.878125,3.01461060487575,1,"BUF",477,NA,87,NA,NA,NA,NA,NA,10.1375,NA,NA,NA,5,18.25,7.5,NA,NA,NA,NA,NA,10.221875,8.878125,-109.06178811306,NA,5.74846333633317,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"CHRISGRONKOWSKI","Chris Gronkowski","RB",0.435,1.9954640137101,1,"SD",628,NA,186,0.435,NA,NA,-0.06,NA,NA,NA,-0.06,-0.06,-0.06,-0.06,-0.06,NA,NA,-0.06,NA,NA,0.435,0.435,-120.075522257984,NA,0.175008928343671,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"CHRISHARPER","Chris Harper","WR",0.625,3.01402166933797,1,"GB",621,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,9.375,NA,NA,1.25,NA,NA,NA,NA,NA,2.65625,0.625,-142.156169011837,NA,5.7452425971407,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"CHRISHOGAN","Chris Hogan","WR",25.093865261531,5.21585847599405,1,"BUF",367,NA,162,NA,NA,49,NA,NA,31.0625,NA,NA,NA,NA,19.125,6.25,3.375,NA,NA,NA,35.95,24.0770833333333,25.093865261531,-117.687303750306,NA,17.7865300449994,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"CHRISIVORY","Chris Ivory","RB",92.730483503368,4.72346793410316,4,"NYJ",172,NA,48,84.875,116.875,77.125,87.5751106762976,NA,93.36,93.875,88.2251106762976,76.8001106762976,109.625110676298,85.7751106762976,104.250110676298,122.525,119.35,85.5481106762976,NA,89.1,95.8582291666667,92.730483503368,-27.7800387546165,NA,15.0937709660377,3.2,4,3.6,4,126.6,2,120.3,5,147,128.4,15,3.6,1,0
