"name","player","pos","projections","risk","inflatedCost","team","overallRank","pick","positionRank","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_nf","projectedPts_wf","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","vor","sdPick","sdPts","cost_yahoo","costProjected_yahoo","costAvg_yahoo","costMax_yahoo","adp_yahoo","cost_espn","adp_espn","cost_fp","adp_fp","adp_ffc","adpSD_ffc","avgCost","bidUpTo","simulation"
"MIKEGOODSON","Mike Goodson","RB",0.4,6.06225990880823,1,NA,629,NA,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,32.5,NA,NA,NA,8.325,0.4,-120.110522257984,NA,22.4152849636136,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"MIKEJAMES","Mike James","RB",37.1895354603909,5.33129453161898,1,"TB",307,202.5,87,19.705,48.8,44.25,25.1747411997301,NA,40.935,33.725,39.6247411997301,52.8747411997301,52.8497411997301,33.1247411997301,17.4747411997301,15.175,55.825,-1.65025880026988,NA,27.775,38.2284047619048,37.1895354603909,-83.3209867975936,20.5,16.4982901748163,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"MIKEKAFKA","Mike Kafka","QB",0,NA,1,"TB",645,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.692910375086,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"MIKELEACH","Mike Leach","TE",0,NA,1,"ARI",645,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.93991311306,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"MIKELLESHOURE","Mikel Leshoure","RB",21.3837556987589,5.40260260725553,1,"DET",390,NA,108,NA,43.05,NA,-2.57532473394385,NA,18.1175,47.25,9.19967526605615,0.924675266056154,-2.07532473394385,4.07467526605615,1.54967526605615,9.325,45.2,-2.57532473394385,NA,8.7175,14.6535164835165,21.3837556987589,-99.1267665592256,NA,18.8077863692295,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"MIKEMCNEILL","Mike McNeill","TE",3.16680983103707,2.36578295930707,1,"CAR",574,NA,111,NA,NA,NA,NA,NA,4.975,NA,NA,NA,NA,3.375,0.625,NA,NA,NA,NA,NA,2.24375,3.16680983103707,-114.773103282023,NA,2.20018938578781,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"MIKETHOMAS","Mike Thomas","WR",24.6382916908522,4.4477343415679,1,"HOU",368,NA,163,19.71,3.6,3.6,3.6,3.6,26.3125,38.975,3.6,3.6,13.6,25.35,44.6,9.725,3.6,3.6,NA,10.175,23.4409017857143,24.6382916908522,-118.142877320984,NA,13.5858538321652,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"MIKETOLBERT","Mike Tolbert","RB",67.4387590578403,4.87291890839706,1,"CAR",217,176.9,62,74.18,84.725,67.725,78.175,NA,78.615,86.25,NA,62.55,80.375,51.125,55.625,12.775,84.15,57.14915,NA,68.125,67.4885752380952,67.4387590578403,-53.0717632001441,14.6,19.4315072389234,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"MIKEWALLACE","Mike Wallace","WR",160.006040028224,3.96390203818176,9,"MIA",80,63.4,25,137.555,157.5,151.875,154.099942959888,NA,158.6375,156.675,161.974942959888,154.999942959888,160.499942959888,163.274942959888,165.999942959888,177.75,180.175,141.980742959888,NA,178.21,160.799220416667,160.006040028224,17.2248710163871,12.6,12.1829371760627,2.2,14,8.1,14,79.6,5,90.6,10,77,76.1,7.3,8.1,5,5.82600010738045
"MIKEWILLIAMS","Mike Williams","WR",95.1165412557804,5.85767399274269,1,"BUF",167,164.2,70,116.08,85.375,93.5,103.6600585091,NA,89.1875,108.075,72.2850585091,92.9100585091,113.6600585091,84.9100585091,78.1600585091,109.875,123.25,61.6264085091,NA,113.2,97.0122439583333,95.1165412557804,-47.6646277560562,23.7,17.9454887996229,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"MILESAUSTIN","Miles Austin","WR",99.3885089840267,5.92230017722832,1,"CLE",162,166.7,67,55.945,88.125,89.5,77.7501879815261,NA,82.8375,153.775,96.3751879815261,101.375187981526,87.0001879815261,102.375187981526,115.500187981526,114.875,126.875,114.212637981526,NA,95.525,100.519432708333,99.3885089840267,-43.3926600278099,20.4,23.0971001343811,1,1,1,1,NA,0,170,2,201,NA,NA,1,1,2.56494935746154
"MOHAMEDSANU","Mohamed Sanu","WR",80.1676583888818,5.75691860197058,1,"CIN",191,175.7,79,39.13,99.875,99.25,80.2999100345009,NA,92.9125,80.9,77.0249100345009,84.9999100345009,82.6499100345009,72.2499100345009,65.6499100345009,85.625,82.95,75.8057600345009,NA,72.475,80.1173533333333,80.1676583888818,-62.6135106229548,25.3,14.6884408560804,1,1,1,1,NA,0,170,0,253,NA,NA,1,1,0
"MONTARIOHARDESTY","Montario Hardesty","RB",0,NA,1,NA,645,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-120.510522257984,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"MONTEEBALL","Montee Ball","RB",213.413298349632,3.60014720341193,54,"DEN",37,11.1,8,157.425,241.1,199.75,188.425,216.1,213.335,231.375,216.975,218.675,230,202.025,205.125,217.25,217,240.2291,NA,204.8,212.411368039216,213.413298349632,92.9027760916471,3.4,20.5958313490609,52,44,48,52,13.3,30.1,25.9,37,16,12.3,3.1,48,41,8.29154650988391
"MONTELLOWENS","Montell Owens","RB",4.95225090685881,3.06221742541302,1,"DET",549,NA,164,NA,NA,NA,NA,NA,NA,11.525,NA,NA,NA,0.675,1.625,NA,NA,NA,NA,NA,2.765,4.95225090685881,-115.558271351126,NA,6.00881297207138,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"MYCHALRIVERA","Mychal Rivera","TE",70.0001761437819,4.57146432223331,1,"OAK",211,NA,29,NA,83.625,87.75,69.75,NA,79.3375,82.5,69.875,47.5,57,58.875,75.5,45.75,82.625,51.53625,NA,71.625,70.3905833333333,70.0001761437819,-47.9397369692783,NA,14.2625017374988,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,0.693147180559945
"MYLESWHITE","Myles White","WR",10.86875,4.55387600384435,1,"GB",447,NA,185,NA,NA,6.375,NA,NA,20.8375,4.5,36.125,NA,NA,NA,3.125,NA,NA,NA,NA,NA,14.1925,10.86875,-131.912419011837,NA,14.1663156819266,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"NAAMANROOSEVELT","Naaman Roosevelt","WR",10.4125,NA,1,"BUF",451,NA,187,NA,NA,NA,NA,NA,10.4125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4125,10.4125,-132.368669011837,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"NATEBURLESON","Nate Burleson","WR",71.807530599411,7.72154002124244,1,"CLE",204,227,86,82.99,76.25,NA,71.2748462285395,NA,63.5,93.7,62.3998462285395,62.6748462285395,32.7748462285395,91.0998462285395,60.7748462285395,108.375,92.25,50.9455462285395,NA,53.175,72.0233995238095,71.807530599411,-70.9736384124256,37,20.417769304755,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"NATEBYHAM","Nate Byham","TE",0,NA,1,NA,645,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.93991311306,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"NATEWASHINGTON","Nate Washington","WR",99.4797407700883,6.51089430025435,1,"TEN",161,187.6,66,100.46,100.375,89.5,85.1997699553157,NA,90.1375,135,80.0747699553157,75.5747699553157,85.1997699553157,68.6997699553157,85.1997699553157,154.75,114.375,116.809769955316,NA,118.5,102.10109375,99.4797407700883,-43.3014282417483,24.7,23.7431835657672,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,2.94443897916644
"NATHANOVERBAY","Nathan Overbay","TE",0.3125,NA,1,"DET",632,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,NA,0.3125,0.3125,-117.62741311306,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"NATHANPALMER","Nathan Palmer","WR",0,NA,1,"DEN",645,NA,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-142.781169011837,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"NICKFOLES","Nick Foles","QB",273.770152771227,4.11925083843288,11,"PHI",6,69.3,5,261.34,271.9,304.5,265.560067010841,291.52,284.832,289.9,289.800067010841,273.040067010841,273.300067010841,270.880067010841,272.500067010841,271.32,286.94,263.947617010841,NA,283.46,276.853728431373,273.770152771227,28.0772423961411,14,11.9964066254651,3.5,14,8.75,14,64.7,10.4,58.4,14,55,68.6,10.4,8.75,6,6.61472560020376
"NICKKASA","Nick Kasa","TE",3.42721984213044,3.10286738689935,1,"OAK",571,NA,110,NA,NA,NA,NA,NA,14.625,NA,NA,NA,2.5,3.5,1,NA,NA,NA,NA,NA,3.60416666666667,3.42721984213044,-114.51269327093,NA,6.23111730885133,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"NICKSTEPHENS","Nick Stephens","QB",0,NA,1,NA,645,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.692910375086,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"NICKTOON","Nick Toon","WR",28.0536858974359,6.53890635096748,1,"NO",354,NA,155,66.3,NA,NA,NA,NA,21.85,4.375,11,43.625,24.75,36.75,8.75,84.875,26.625,NA,NA,17.7,31.2159090909091,28.0536858974359,-114.727483114401,NA,25.0219435514292,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"NICKWILLIAMS","Nick Williams","WR",9.1,NA,1,"PIT",474,NA,197,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,9.1,-133.681169011837,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"NILESPAUL","Niles Paul","TE",4.0625,2.47502222175274,1,"WAS",563,NA,106,-0.24,NA,NA,NA,NA,7.125,5.875,NA,3.75,NA,3.75,1,NA,NA,NA,NA,NA,2.99142857142857,4.0625,-113.87741311306,NA,2.79759122579884,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"ODELLBECKHAM","Odell Beckham","WR",95.4543177331571,6.11019729553552,1,"NYG",166,166.3,69,NA,92,102.75,96.500246812172,NA,96.3,80.375,85.975246812172,77.250246812172,99.750246812172,102.875246812172,96.125246812172,112.125,106.125,56.643996812172,NA,92.425,94.8624404761905,95.4543177331571,-47.3268512786795,28.6,14.1076612444157,1,1,1,1,NA,0,170,0,242,NA,NA,1,1,0
"ORSONCHARLES","Orson Charles","RB",10.0375,2.96456359890145,1,"CIN",456,NA,130,5.185,14.15,NA,NA,NA,10.9125,NA,NA,2.375,NA,1.625,NA,NA,NA,NA,NA,NA,7.90125,10.0375,-110.473022257984,NA,5.47476894489621,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"OWENDANIELS","Owen Daniels","TE",56.284375,7.87670899512033,1,"BAL",237,204.7,38,73.225,68.5,59.375,58.825,NA,58.5875,60.125,38.7,24.45,45.2,64.7,11.325,56,76.25,72.03,NA,41.95,55.94003125,56.284375,-61.6555381130602,39.7,18.4783047063693,1,0,0.5,1,122.4,0,170,0,203,NA,NA,0.5,1,0
"OWENMARECIC","Owen Marecic","RB",0,NA,1,"CLE",645,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-120.510522257984,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"PATDEVLIN","Pat Devlin","QB",0,NA,1,"MIA",645,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.692910375086,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"PATEDWARDS","Pat Edwards","WR",4.975,NA,1,"DET",548,NA,219,NA,NA,NA,NA,NA,4.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.975,4.975,-137.806169011837,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"PATRICKDIMARCO","Patrick DiMarco","RB",5.59101922834425,2.78965953359581,1,"ATL",538,NA,158,NA,8.45,6.6,NA,NA,7.525,NA,NA,3.25,1.25,2.6,0.6,NA,NA,NA,NA,14.065,5.4675,5.59101922834425,-114.91950302964,NA,4.51826294055581,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"PATRICKEDWARDS","Patrick Edwards","WR",2.14,2.28671137890233,1,NA,592,NA,230,-0.36,NA,NA,-0.36,NA,NA,NA,-0.36,-0.36,-0.36,-0.36,4.64,NA,NA,-0.36,NA,NA,2.14,2.14,-140.641169011837,NA,1.76776695296637,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"PATWHITE","Pat White","QB",0,NA,1,NA,645,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.692910375086,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"PAULRICHARDSON","Paul Richardson","WR",53.9685505949077,9.08449288623658,1,"SEA",247,219.5,102,NA,79,61.375,NA,NA,70.1875,13.125,NA,65.875,63.875,44.125,52,18,40.5,NA,NA,37.6,51.5469832251082,53.9685505949077,-88.8126184169289,47.5,21.1826295018734,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"PERCYHARVIN","Percy Harvin","WR",175.537271800118,8.67560499479694,21,"SEA",63,56.7,19,2.97,159.5,134.75,153.349813030803,3,168.95,158.875,196.624813030803,164.499813030803,159.124813030803,164.049813030803,195.749813030803,195.3,199.525,183.061063030803,NA,155.925,164.095432291667,175.537271800118,32.7561027882816,15.2,60.2152213905119,13.4,23,18.2,23,43.8,12.8,51.5,17,50,50.8,7.1,18.2,17,10.0389795219733
"PEYTONHILLIS","Peyton Hillis","RB",37.6724830715192,5.99617400289609,1,"NYG",305,NA,86,67.77,48.15,40.55,26.6252032163577,NA,33.575,61.95,5.20020321635768,-2.99979678364232,22.5002032163577,19.6252032163577,34.1252032163577,19.05,NA,-2.99979678364232,NA,47.8,35.9105952380952,37.6724830715192,-82.8380391864653,NA,22.0538778934189,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"PEYTONMANNING","Peyton Manning","QB",339.119758400787,3.9192587387576,57,"DEN",1,22.1,1,323.7,348.76,348.48,352.250140080513,355.3,350.368,332.92,346.230140080513,307.610140080513,326.450140080513,320.290140080513,344.450140080513,293.7,335.98,326.292740080513,NA,340.69,334.577505882353,339.119758400787,93.4268480257006,8.4,17.351622343946,48,44,46,48,11,54.3,5.7,45,7,8.1,3.7,46,44,8.13446757027756
"PHILIPRIVERS","Philip Rivers","QB",251.330475578818,9.56581401750665,6,"SD",17,101,14,263.23,251.58,258.84,246.974943301659,1.4,250.574,232,240.05494330166,237.15494330166,233.794943301659,241.714943301659,250.694943301659,263.92,260.02,262.698593301659,NA,242.63,250.369545833333,251.330475578818,5.63756520373241,20.5,62.8133178635114,1.6,8,4.8,8,104.5,3.6,99.9,9,102,101.8,12.1,4.8,1,9.51789859843275
"PHILLIPTANNER","Phillip Tanner","RB",0,NA,1,NA,645,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-120.510522257984,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"PHILLYBROWN","Philly Brown","WR",3.625,NA,1,"CAR",568,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.625,NA,NA,NA,NA,3.625,3.625,-139.156169011837,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"PIERREGARCON","Pierre Garcon","WR",176.082134482173,3.58273020784788,24,"WAS",59,41,17,163.1,187.375,172,176.280153292612,NA,178.1875,187.825,167.255153292612,167.705153292612,172.255153292612,179.805153292612,173.880153292612,148.75,208.925,186.225453292612,NA,175.15,178.656385,176.082134482173,33.3009654703367,8.5,13.5361540723179,18.5,23,20.75,23,41,16.6,45,23,42,42,5.4,20.75,17,5.96614673912369
"PIERRETHOMAS","Pierre Thomas","RB",139.431873054513,4.56723733078782,5,"NO",103,79.9,31,153.59,161.75,139.225,129.624741896665,NA,145.4275,159.475,146.049741896665,117.874741896665,116.749741896665,119.299741896665,140.249741896665,132.325,150.325,172.698441896665,NA,132.975,139.440798333333,139.431873054513,18.9213507965289,14.1,16.7615660131956,1.7,7,4.35,7,109,5,88.6,10,92,73.9,9.1,4.35,1,5.77765232322266
"PLAXICOBURRESS","Plaxico Burress","WR",14.96,2.93838139913266,1,"PIT",425,NA,178,14.96,NA,NA,-0.12,NA,NA,NA,-0.12,-0.12,-0.12,-0.12,-0.12,NA,NA,-0.12,NA,NA,14.96,14.96,-127.821169011837,NA,5.33158513014657,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"PRESTONPARKER","Preston Parker","WR",0,NA,1,"NYG",645,NA,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-142.781169011837,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"QUINCYENUNWA","Quincy Enunwa","WR",0,NA,1,"NYJ",645,NA,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-142.781169011837,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"QUINNJOHNSON","Quinn Johnson","RB",0,NA,1,"TEN",645,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-120.510522257984,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"QUINTONPATTON","Quinton Patton","WR",26.0717001776649,5.8099189770795,1,"SF",365,NA,161,1.99,64.75,2.25,-0.95550134410836,NA,33.5,40.925,-0.95550134410836,33.7444986558916,12.0444986558916,17.0694986558916,0.91949865589164,3.625,47.65,-0.95550134410836,NA,17.705,23.26875,26.0717001776649,-116.709468834172,NA,21.0352963629049,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"RAJIONNEAL","Rajion Neal","RB",0,NA,1,"GBP",645,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-120.510522257984,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"RAMSESBARDEN","Ramses Barden","WR",0,NA,1,"BUF",645,NA,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-142.781169011837,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"RANDALLCOBB","Randall Cobb","WR",203.27272429091,3.72789598558061,38,"GB",42,29,10,267.755,200.2,185.325,212.624717482435,206.075,203.0375,193.225,195.924717482435,203.574717482435,186.324717482435,197.224717482435,197.199717482435,167.7,206.5,216.156717482435,NA,188.11,204.287553921569,203.27272429091,60.491555279073,4,21.184944066667,33,33,33,33,32.3,23.5,33,27,28,28.2,3.6,33,34,8.61213966872519
"RASHADJENNINGS","Rashad Jennings","RB",169.540071873714,3.92371883727556,22,"NYG",71,41.4,19,171.49,170.95,155.45,158.160148183823,NA,167.2,163.875,189.060148183823,162.285148183823,166.410148183823,169.010148183823,155.160148183823,171.375,192.85,157.618648183823,NA,167.65,168.731052083333,169.540071873714,49.0295496157294,13.2,10.9352949863289,13.5,29,21.25,29,57.8,11.4,60.7,16,48,35.5,5,21.25,14,5.28320372873799
"RASHARDMENDENHALL","Rashard Mendenhall","RB",-8.04,10.1684921840989,1,NA,832,NA,252,118.875,NA,NA,-8.04,NA,NA,NA,-8.04,-8.04,-8.04,-8.04,-8.04,NA,NA,-8.04,NA,NA,34.265,-8.04,-128.550522257984,NA,44.8712285671453,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"RAYGRAHAM","Ray Graham","RB",0,NA,1,NA,645,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-120.510522257984,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"RAYRICE","Ray Rice","RB",158.471722908928,7.38889502630677,7,"BAL",82,63.4,24,149.11,177.175,159.375,167.549860896119,0.2,169.36,150.95,174.424860896119,138.624860896119,136.074860896119,140.624860896119,143.949860896119,171.775,168.725,130.264860896119,NA,152.2,156.032945833333,158.471722908928,37.9612006509434,18.6,41.5623873074619,3.8,10,6.9,10,100,12.3,60.5,14,67,49.4,7,6.9,4,9.78886202669482
"REGGIEBUSH","Reggie Bush","RB",175.687141016192,4.13483004056624,20,"DET",61,41.8,16,153.17,190.05,162.3,187.899877386332,NA,172.8,184,147.574877386332,174.649877386332,190.499877386332,167.624877386332,184.999877386332,197.25,201.95,182.657727386332,NA,157.225,176.214731458333,175.687141016192,55.1766187582077,10.8,16.4768771443554,10.9,24,17.45,24,59.9,24.2,30.2,29,33,32.5,5.1,17.45,17,8.13651825211529
"REGGIEWAYNE","Reggie Wayne","WR",151.558666356762,6.80187609879819,6,"IND",90,86.6,30,159.81,141.025,151.15,166.215086494058,0.4,147.8625,173.4,129.465086494058,136.465086494058,135.465086494058,138.965086494058,158.715086494058,163.25,167.5,162.507586494058,NA,134.81,153.625833333333,151.558666356762,8.77749734492491,14.9,40.1253938593886,1.7,9,5.35,9,98.6,6.8,76.1,11,88,80.5,8.5,5.35,1,9.29145942326097
"REXBURKHEAD","Rex Burkhead","RB",0.869506025412299,2.20692417095653,1,"CIN",620,NA,181,NA,NA,NA,NA,NA,NA,0.125,NA,NA,NA,1.05,2.75,NA,NA,NA,NA,NA,0.98125,0.869506025412299,-119.641016232572,NA,1.33143093449617,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"REXGROSSMAN","Rex Grossman","QB",0,NA,1,"CLE",645,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.692910375086,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"RHETTELLISON","Rhett Ellison","TE",14.1226277796668,3.49293402780493,1,"MIN",434,NA,78,NA,NA,NA,-0.3,NA,21.75,9.875,-0.3,6.2,2.2,13.45,2.2,NA,NA,-0.3,NA,19.55,9.103125,14.1226277796668,-103.817285333393,NA,8.36429290695474,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"RICARDOLOCKETTE","Ricardo Lockette","WR",14.249993037889,4.37055001542699,1,"SEA",432,NA,180,NA,NA,34.875,NA,NA,24.625,6.875,NA,12.25,NA,NA,NA,3.125,NA,NA,NA,NA,11.6785714285714,14.249993037889,-128.531175973948,NA,13.1637523145948,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"RICHARDGORDON","Richard Gordon","TE",2.7625,3.96411143194705,1,"KC",580,NA,115,32.915,NA,NA,-0.15,NA,2.9125,NA,-0.15,-0.15,-0.15,-0.15,-0.15,NA,NA,-0.15,NA,NA,11.8925,2.7625,-115.17741311306,NA,10.9410427119631,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"RICHARDQUINN","Richard Quinn","TE",2.125,NA,1,"NO",593,NA,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.125,NA,NA,NA,NA,NA,NA,2.125,2.125,-115.81491311306,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"RICHARDRODGERS","Richard Rodgers","TE",64.1187919774669,6.34302046084207,1,"GB",223,179,33,0.2,89.825,100.45,0.2,0.2,64.9375,42.325,39.075,62.7,75.45,57.95,34.7,NA,NA,0.2,NA,71.8,63.53125,64.1187919774669,-53.8211211355934,15.1,34.8372839131645,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,5.99645208861902
"RICHIEBROCKEL","Richie Brockel","TE",-4.555,2.44453610026442,1,"CAR",829,NA,161,-8.99,NA,NA,-5.055,NA,1.3125,NA,-5.055,-5.055,-5.055,-5.055,-5.055,NA,NA,-5.055,NA,NA,-4.446875,-4.555,-122.49491311306,NA,2.63087035397878,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"RICKYSTANZI","Ricky Stanzi","QB",0,NA,1,"JAC",645,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.692910375086,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"RILEYCOOPER","Riley Cooper","WR",126.39882777865,7.07439511965542,4,"PHI",120,114.6,46,138.01,124.775,134.65,129.40002322197,0.4,126.6375,130.35,114.65002322197,119.05002322197,116.77502322197,124.60002322197,127.40002322197,103.75,163.75,126.64002322197,NA,116.525,128.207239583333,126.39882777865,-16.3823412331864,21.6,34.0818532122765,1.3,6,3.65,6,116.9,2.6,107.8,7,110,97.7,9.8,3.65,1,7.61677580869837
"RISHARDMATTHEWS","Rishard Matthews","WR",23.6189914878672,4.28693620429826,1,"MIA",377,NA,166,26.355,NA,26.5,NA,NA,26.75,35.375,9.625,24.375,15.625,17.875,4.375,4.25,45.125,NA,NA,NA,21.4459090909091,23.6189914878672,-119.162177523969,NA,12.7064895731562,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"ROBBLANCHFLOWER","Rob Blanchflower","TE",1.1875,1.9796248118295,1,"PIT",613,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,1.125,NA,NA,NA,NA,NA,NA,1.1875,1.1875,-116.75241311306,NA,0.0883883476483184,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"ROBERTGRIFFIN","Robert Griffin III","QB",269.929428875366,5.23274730909422,15,"WAS",10,77.6,9,294.6,290.62,249.46,271.429551208638,288.7,269.892,260.26,259.449551208638,260.489551208638,253.569551208638,254.249551208638,265.569551208638,293.2,296.84,253.434801208638,NA,263.12,269.651220588235,269.929428875366,24.2365185002802,19.5,16.7673284523993,4.9,18,11.45,18,59.6,9.9,66.3,15,70,90.7,12.1,11.45,4,6.49072353450251
"ROBERTHERRON","Robert Herron","WR",36.1187316754762,4.93314923111448,1,"TB",314,NA,133,NA,60.125,23.5,NA,NA,41.8125,31.75,NA,NA,34,32.825,5.625,NA,NA,NA,NA,47.575,34.6982291666667,36.1187316754762,-106.66243733636,NA,16.2404648364103,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"ROBERTHOUSLER","Robert Housler","TE",22.7875,3.22955356839013,1,"ARI",379,NA,65,NA,NA,NA,NA,NA,33.475,21.875,21.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4916666666667,22.7875,-95.1524131130602,NA,6.92393192726021,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
